"concept,""disease"",""appearTimes"",conceptClass"
"Calcitonin,""Pituitary Diseases"",""2"",Protein"
"Topotecan,""Arterial Tortuosity Syndrome"",""2"",Protein"
"Angiotensin-2,""Depressive disorder"",""2"",Protein"
"Artemin, human,""neuropathology disease"",""2"",Protein"
"Nerve Growth Factor,""Inflammatory disorder"",""2"",Protein"
"Phosphoric Monoester Hydrolases,""Disorder nervous system"",""2"",Protein"
"Transforming Growth Factors,""Syndrome, Bloch-Sulzberger"",""2"",Protein"
"Caffeine,""cortex bone disorders"",""2"",Protein"
"Melanoma-Specific Antigens,""Prader-Willi Syndrome"",""2"",Protein"
"Dopamine Antagonists,""cortex bone disorders"",""2"",Protein"
"Dopamine Receptor,""Dyskinetic syndrome"",""2"",Protein"
"Antibodies,""Kartagener Syndrome"",""2"",Protein"
"Cytochromes c,""Spinal Cord Diseases"",""2"",Protein"
"Monomeric GTP-Binding Proteins,""Alzheimer's Disease"",""2"",Protein"
"Minocycline,""Neurodegenerative Disorders"",""2"",Protein"
"NFIC protein, human,""Sandhoff Disease"",""2"",Protein"
"STAT3 Protein,""Niemann-Pick Disease, Type C"",""2"",Protein"
"Protein Subunits,""Lafora Disease"",""2"",Protein"
"Hepatocyte Growth Factor,""cortex bone disorders"",""2"",Protein"
"Dopa,""Chorea Acanthocytosis Syndrome"",""2"",Protein"
"Forkhead Box Protein P1,""Functional disorder"",""2"",Protein"
"Fragile X Mental Retardation Protein,""Down Syndrome"",""2"",Protein"
"Glucose Transporter,""Liver diseases"",""2"",Protein"
"Horseradish Peroxidase,""Herpes zoster disease"",""2"",Protein"
"Sodium Channel,""Huntington Disease"",""2"",Protein"
"CDK5 protein, human,""Depressive disorder"",""2"",Protein"
"CASP2 protein, human,""Retinal Diseases"",""2"",Protein"
"Succinate Dehydrogenase [Ubiquinone] Flavoprotein Subunit, Mitochondrial,""Functional disorder"",""2"",Protein"
"Receptors, Metabotropic Glutamate,""Renal glomerular disease"",""2"",Protein"
"NADP Transhydrogenase,""Migraine Disorders"",""2"",Protein"
"Amyloid beta-Protein Precursor,""Opitz-Frias syndrome"",""2"",Protein"
"Thioredoxin-Interacting Protein,""Functional disorder"",""2"",Protein"
"Receptor,""Inflammatory Bowel Diseases"",""2"",Protein"
"Protein Subunits,""Colonic Diseases"",""2"",Protein"
"Insulin-Like Growth Factor II,""Meningeal disorder"",""2"",Protein"
"Receptor, Angiotensin, Type 1,""McCune-Albright Syndrome"",""2"",Protein"
"Gamma-Enolase,""Reye Syndrome"",""2"",Protein"
"KISS1 protein, human,""Mitral Valve Prolapse Syndrome"",""2"",Protein"
"Connexin 43,""Disease Progression"",""2"",Protein"
"Green Fluorescent Proteins,""Hamartoma Syndrome, Multiple"",""2"",Protein"
"Human Growth Hormone,""Neurodegenerative Disorders"",""2"",Protein"
"TLR4 protein, human,""Syndrome, Bloch-Sulzberger"",""2"",Protein"
"Synaptophysin,""Huntington Disease"",""2"",Protein"
"Ligase,""Neurodevelopmental disorder"",""2"",Protein"
"Presenilin-1,""Ataxia as late effect of cerebrovascular disease"",""2"",Protein"
"SLC25A4 protein, human,""Syndrome, Bloch-Sulzberger"",""2"",Protein"
"Acetylcholinesterase,""Mild cognitive disorder"",""2"",Protein"
"Peptidyl-Prolyl Cis-Trans Isomerase FKBP5,""Hashimoto Disease"",""2"",Protein"
"Cholinesterases,""Spinal Cord Diseases"",""2"",Protein"
"Oxidoreductase,""Leigh Disease"",""2"",Protein"
"Complement System Proteins,""Retinal Diseases"",""2"",Protein"
"Metalloproteases,""Prion Diseases"",""2"",Protein"
"Phosphoinositide-3-Kinase, Catalytic, Beta Polypeptide,""Disease Progression"",""2"",Protein"
"Receptors, sigma,""Behcet Syndrome"",""2"",Protein"
"Calcium,""Attention Deficit Disorder"",""2"",Protein"
"Receptor, PAR-2,""Migraine Disorders"",""2"",Protein"
"Calcium,""Colonic Diseases"",""2"",Protein"
"Methylmalonyl-CoA Mutase,""Metabolic Diseases"",""2"",Protein"
"Cell Adhesion Molecules,""X-linked hydrocephalus syndrome"",""2"",Protein"
"Proteins,""Parkinson Disease, Postencephalitic"",""2"",Protein"
"Bilirubin,""Dystonia Disorders"",""2"",Protein"
"Ubiquitinated Proteins,""Alzheimer's Disease"",""2"",Protein"
"HCRT wt Allele,""cortex bone disorders"",""2"",Protein"
"Thioguanine,""Migraine Disorders"",""2"",Protein"
"Aminoglutethimide,""Disorder nervous system"",""2"",Protein"
"Gonadorelin,""Alzheimer's Disease"",""2"",Protein"
"Endopeptidases,""Disease Progression"",""2"",Protein"
"Monomeric GTP-Binding Proteins,""Parkinsonian Disorders"",""2"",Protein"
"Lamin B1,""Neurodegenerative Disorders"",""2"",Protein"
"Nitric Oxide Synthase Type II,""Functional disorder"",""2"",Protein"
"Fibroblast Growth Factor,""Mood Disorders"",""2"",Protein"
"Interleukins,""Disorder nervous system"",""2"",Protein"
"Sarcoglycans,""Movement Disorders"",""2"",Protein"
"Protein Precursors,""Functional disorder"",""2"",Protein"
"Folic Acid,""Bipolar Disorder"",""2"",Protein"
"Receptor,""Lafora Disease"",""2"",Protein"
"Malabsorption Syndrome,""Chylomicron retention disease"",""2"",Protein"
"Nitric Oxide Synthase Type I,""Fetal Alcohol Syndrome"",""2"",Protein"
"Genes,""Tic disorder"",""2"",Protein"
"Vasopressin (USP),""Mood Disorders"",""2"",Protein"
"AMP-Activated Protein Kinases,""Hypertensive disease"",""2"",Protein"
"Troponin T, Cardiac Muscle,""Neuromuscular Diseases"",""2"",Protein"
"Recombinant Corticotropin,""Skin endocrine disorder"",""2"",Protein"
"Roflumilast,""Neurotoxicity Syndromes"",""2"",Protein"
"Lysergic Acid Diethylamide,""Lysosomal Storage Diseases"",""2"",Protein"
"Agrin,""Spinal Cord Diseases"",""2"",Protein"
"HD protein, human,""Demyelinating Diseases"",""2"",Protein"
"PTPRD protein, human,""Neurodevelopmental disorder"",""2"",Protein"
"Tyrosine 3-Monooxygenase,""Syndrome"",""2"",Protein"
"Microtubule-Associated Proteins 1A/1B Light Chain 3,""Cockayne Syndrome, Type I"",""2"",Protein"
"Polycomb Repressive Complex 2,""Huntington Disease"",""2"",Protein"
"Synucleins,""DISORDERS OF THE OPTIC NERVE"",""2"",Protein"
"Chromatin Remodeling Factor,""Syndrome"",""2"",Protein"
"Monoacylglycerol Lipases,""Functional disorder"",""2"",Protein"
"Tetracycline,""cortex bone disorders"",""2"",Protein"
"LGI1 protein, human,""Isaacs syndrome"",""2"",Protein"
"Protein, Nestin,""Alzheimer's Disease"",""2"",Protein"
"Neurotrophin 3,""Muckle-Wells Syndrome"",""2"",Protein"
"Cadherins,""Retinal Diseases"",""2"",Protein"
"Vasotocin,""Disorder of pineal gland"",""2"",Protein"
"Calretinin,""Huntington Disease"",""2"",Protein"
"Dopa,""Shy-Drager Syndrome"",""2"",Protein"
"Nicotinic Receptors,""Delirium, Dementia, Amnestic, Cognitive Disorders"",""2"",Protein"
"Acetylserotonin N-Methyltransferase,""cortex bone disorders"",""2"",Protein"
"p73 protein, human,""Parkinson Disease"",""2"",Protein"
"Ligase, Ubiquitin-Protein,""Alzheimer's Disease"",""2"",Protein"
"Vitamin A,""Retinal Diseases"",""2"",Protein"
"Glutaminase,""Disease Progression"",""2"",Protein"
"Atrial Natriuretic Factor,""Diseases of inner ear"",""2"",Protein"
"Receptors, Vasoactive Intestinal Peptide,""Vasodilation disorder"",""2"",Protein"
"Bleomycin,""Gilles de la Tourette syndrome"",""2"",Protein"
"Valine,""Rett Syndrome"",""2"",Protein"
"Mutant Proteins,""Disease Progression"",""2"",Protein"
"Receptor,""Aicardi's syndrome"",""2"",Protein"
"Free Fatty Acid Receptor 1,""Pancreatic Diseases"",""2"",Protein"
"MAPK14 protein, human,""Noonan Syndrome"",""2"",Protein"
"Amyloid Proteins,""Lafora Disease"",""2"",Protein"
"Mitogen Activated Protein Kinase p38,""cortex bone disorders"",""2"",Protein"
"Protein Subunits,""Mitochondrial Diseases"",""2"",Protein"
"Phosphoproteins,""Functional disorder"",""2"",Protein"
"Receptor, trkB,""Spinal Cord Diseases"",""2"",Protein"
"Lectin,""Storage disease"",""2"",Protein"
"NUP214 protein, human,""Crouzon syndrome with acanthosis nigricans (disorder)"",""2"",Protein"
"Vasopressin (USP),""Inappropriate ADH Syndrome"",""2"",Protein"
"neurofilament protein H,""Syndrome"",""2"",Protein"
"Interferon Type II,""Meningeal disorder"",""2"",Protein"
"Topotecan,""Neurodegenerative Disorders"",""2"",Protein"
"APP protein, human,""Melkersson-Rosenthal Syndrome"",""2"",Protein"
"Glucosidase,""Lysosomal Storage Diseases"",""2"",Protein"
"Myelin,""Iodine deficiency syndrome"",""2"",Protein"
"Histones,""Machado-Joseph Disease"",""2"",Protein"
"Microtubule-Associated Proteins,""Adult Fanconi syndrome"",""2"",Protein"
"Immunoglobulin Isotypes,""Ocular Motility Disorders"",""2"",Protein"
"Neurotrophic Factor,""Sequela of disorder"",""2"",Protein"
"Glucagon-Like Peptide 1,""Brain Diseases"",""2"",Protein"
"bexarotene,""Neurotoxicity Syndromes"",""2"",Protein"
"Chromatin,""Fetal Alcohol Syndrome"",""2"",Protein"
"CRF receptor type 1,""Alzheimer's Disease"",""2"",Protein"
"Substance P Receptor,""Colonic Diseases"",""2"",Protein"
"Interleukin-6,""Down Syndrome"",""2"",Protein"
"Fibroblast Growth Factor Receptor 2,""Autism Spectrum Disorders"",""2"",Protein"
"peptidylglycine alpha-amidating monooxygenase,""Pituitary Diseases"",""2"",Protein"
"LDL-Receptor Related Protein 1,""Functional disorder"",""2"",Protein"
"Somatropin,""Skin endocrine disorder"",""2"",Protein"
"Histone Deacetylase,""Spinal Cord Diseases"",""2"",Protein"
"Integrins,""Syndrome"",""2"",Protein"
"Serpin E2,""Shwachman syndrome"",""2"",Protein"
"Receptor,""Mirror movements (disorder)"",""2"",Protein"
"Glutamate + glutamine,""cortex bone disorders"",""2"",Protein"
"Immune Sera,""Pick Disease of the Brain"",""2"",Protein"
"Antibodies,""Gardner Syndrome"",""2"",Protein"
"Cancer/Testis Antigen,""DISORDERS OF THE OPTIC NERVE"",""2"",Protein"
"Interleukin-1,""neuropathology disease"",""2"",Protein"
"CD57 Antigens,""Opsoclonus-Myoclonus Syndrome"",""2"",Protein"
"Y, Neuropeptide,""Bipolar Disorder"",""2"",Protein"
"2 Ala 4 MePhe 5 Gly Enkephalin,""Spinal Cord Diseases"",""2"",Protein"
"Somatotropin-Releasing Hormone,""Disorder of pineal gland"",""2"",Protein"
"Oxytocin,""Testicular Diseases"",""2"",Protein"
"Neural Cell Adhesion Molecule L1,""Disorder nervous system"",""2"",Protein"
"N-Methylaspartate,""Gardner Syndrome"",""2"",Protein"
"Retinoids,""Mood Disorders"",""2"",Protein"
"Vaccines, DNA,""Parkinson Disease"",""2"",Protein"
"Peroxidases,""DISORDERS OF THE OPTIC NERVE"",""2"",Protein"
"Apolipoprotein E4,""Disease Progression"",""2"",Protein"
"Mitogen-Activated Protein Kinases,""Pelizaeus-Merzbacher Disease"",""2"",Protein"
"Peroxidase,""DISORDERS OF THE OPTIC NERVE"",""2"",Protein"
"Placental Growth Factor,""Retinal Diseases"",""2"",Protein"
"Integrins,""Spinal Cord Diseases"",""2"",Protein"
"Cysteine,""Vasodilation disorder"",""2"",Protein"
"Myocyte Enhancer Factor 2C,""Syndrome"",""2"",Protein"
"Pituitary Hormones, Anterior,""Pancreatic Diseases"",""2"",Protein"
"Peptides,""Christ-Siemens-Touraine syndrome"",""2"",Protein"
"Caspase-3,""Pervasive Development Disorder"",""2"",Protein"
"Poly ADP Ribose Polymerase,""Parkinson Disease"",""2"",Protein"
"DENR protein, human,""Alzheimer's Disease"",""2"",Protein"
"Lipofuscin,""Hypertrophic disorder of skin, unspecified"",""2"",Protein"
"HD protein, human,""CNS disorder"",""2"",Protein"
"Neural Cell Adhesion Molecules,""Neurotoxicity Syndromes"",""2"",Protein"
"tropomyosin-related kinase-B, human,""Sensitization (disorder)"",""2"",Protein"
"Neural Cell Adhesion Molecule L1,""Alzheimer's Disease"",""2"",Protein"
"Green Fluorescent Proteins,""Sensitization (disorder)"",""2"",Protein"
"alpha-Crystallin B Chain,""Pick Disease of the Brain"",""2"",Protein"
"Cell Adhesion Molecules,""Brain Diseases"",""2"",Protein"
"Peroxidase,""Neurotoxicity Syndromes"",""2"",Protein"
"Cystatin C (substance),""Spinal Cord Diseases"",""2"",Protein"
"Poly ADP Ribose Polymerase,""Alzheimer's Disease"",""2"",Protein"
"Protein Subunits,""Obsessive-Compulsive Disorder"",""2"",Protein"
"Dopamine and cAMP-Regulated Phosphoprotein 32,""Parkinsonian Disorders"",""2"",Protein"
"tropomyosin-related kinase-B, human,""neuropathology disease"",""2"",Protein"
"Synuclein Gamma,""Alzheimer's Disease"",""2"",Protein"
"Ribonucleases,""cortex bone disorders"",""2"",Protein"
"Methylene blue,""Neurodevelopmental disorder"",""2"",Protein"
"MAPK14 protein, human,""Disease Progression"",""2"",Protein"
"Micrococcal Nuclease,""Alzheimer's Disease"",""2"",Protein"
"Fibroblast Growth Factor,""Alzheimer's Disease"",""2"",Protein"
"ebselen,""Spinal Cord Diseases"",""2"",Protein"
"Tumor Necrosis Factor-alpha,""DISORDERS OF THE OPTIC NERVE"",""2"",Protein"
"Heparitin Sulfate,""Functional disorder"",""2"",Protein"
"Insulin-Like-Growth Factor I Receptor,""Gardner Syndrome"",""2"",Protein"
"Cyclosporine,""Cockayne Syndrome"",""2"",Protein"
"TACR3 protein, human,""Disorder nervous system"",""2"",Protein"
"GLYCOGEN STARCH SYNTHASE,""Lafora Disease"",""2"",Protein"
"Receptor, Cannabinoid,""cortex bone disorders"",""2"",Protein"
"Histone Deacetylase,""Autism Spectrum Disorders"",""2"",Protein"
"Forkhead Box Protein P1,""Neurotoxicity Syndromes"",""2"",Protein"
"Chemical Surfactants,""Lung diseases"",""2"",Protein"
"Human Placental Lactogen,""Schizotypal Personality Disorder"",""2"",Protein"
"Synucleins,""Idiopathic pneumonia syndrome"",""2"",Protein"
"G-Protein-Coupled Receptors,""Attention Deficit Disorder"",""2"",Protein"
"INSR protein, human,""Mood Disorders"",""2"",Protein"
"Ligand Binding Domain,""Depressive disorder"",""2"",Protein"
"Receptors, Opioid, delta,""Functional disorder"",""2"",Protein"
"Nicotinic Receptors,""Lewy Body Disease"",""2"",Protein"
"Enzymes,""Rett Syndrome"",""2"",Protein"
"N-Sulfoglucosamine sulfohydrolase,""Retinal Diseases"",""2"",Protein"
"Plasmids,""Ovarian Diseases"",""2"",Protein"
"Interleukin-9,""cortex bone disorders"",""2"",Protein"
"Curcumin,""Hypertensive disease"",""2"",Protein"
"Macrophage Colony-Stimulating Factor,""Van der Woude syndrome"",""2"",Protein"
"Fragile X Mental Retardation Protein,""Attention Deficit Disorder"",""2"",Protein"
"phospholipase A2-alpha,""Spinal Cord Diseases"",""2"",Protein"
"Nuclear Proteins,""Retinal Diseases"",""2"",Protein"
"Calmodulin 1,""Diseases of inner ear"",""2"",Protein"
"Polyclonal antibody,""cortex bone disorders"",""2"",Protein"
"Glucagon-Like Peptide 1,""Shy-Drager Syndrome"",""2"",Protein"
"Receptor Protein-Tyrosine Kinases,""Neurodevelopmental disorder"",""2"",Protein"
"Ski-Interacting Protein,""Pervasive Development Disorder"",""2"",Protein"
"HCRT Gene,""Menkes Kinky Hair Syndrome"",""2"",Protein"
"Gene Products, vpr,""Neurotoxicity Syndromes"",""2"",Protein"
"Migration Inhibitory Factor,""Disorder nervous system"",""2"",Protein"
"CD8 Antigen, Beta Polypeptide 1,""Communicable Diseases"",""2"",Protein"
"Protein Isoforms,""Renal glomerular disease"",""2"",Protein"
"Polyubiquitin,""Alzheimer's Disease"",""2"",Protein"
"Glucagon-Like Peptide 2,""Neurotoxicity Syndromes"",""2"",Protein"
"Colony-Stimulating Factors,""Reye Syndrome"",""2"",Protein"
"Enkephalins,""Functional disorder"",""2"",Protein"
"Interleukin-6,""Myeloproliferative Syndrome, Transient"",""2"",Protein"
"Phospholipase C,""Neurodegenerative Disorders"",""2"",Protein"
"Lactoferrin,""Nose Diseases"",""2"",Protein"
"Genes,""Olmsted syndrome"",""2"",Protein"
"Botulinum Toxin Type A,""Meningeal disorder"",""2"",Protein"
"NFIX protein, human,""cortex bone disorders"",""2"",Protein"
"Interleukin-6,""Melkersson-Rosenthal Syndrome"",""2"",Protein"
"Enzymes,""Parkinsonian Disorders"",""2"",Protein"
"Paired Mesoderm Homeobox Protein 2B,""Spinal Cord Diseases"",""2"",Protein"
"STAT3 Protein,""Virus Diseases"",""2"",Protein"
"Apolipoprotein E2,""Neurotoxicity Syndromes"",""2"",Protein"
"Hydroxymethylglutaryl-CoA Reductase Inhibitors,""Disorder nervous system"",""2"",Protein"
"Apelin,""Neurotoxicity Syndromes"",""2"",Protein"
"Hypothalamic Hormones,""Functional disorder"",""2"",Protein"
"Chromatin,""Rett Syndrome"",""2"",Protein"
"Neurotransmitter Receptor,""Neurodegenerative Disorders"",""2"",Protein"
"Melanocyte stimulating hormone,""Herpes zoster disease"",""2"",Protein"
"Brain-Derived Neurotrophic Factor,""Hamartoma Syndrome, Multiple"",""2"",Protein"
"Tretinoin,""Van der Woude syndrome"",""2"",Protein"
"Gated Ion Channel,""Neurotoxicity Syndromes"",""2"",Protein"
"X-Box Binding Protein 1,""Parkinson Disease"",""2"",Protein"
"Dopa,""Acute infectious disease"",""2"",Protein"
"Mixed Function Oxygenases,""Parkinsonian Disorders"",""2"",Protein"
"Sirolimus,""Huntington Disease"",""2"",Protein"
"Proteins,""Lubs X-linked mental retardation syndrome"",""2"",Protein"
"Peroxisome Proliferator-Activated Receptors,""CNS disorder"",""2"",Protein"
"Substance P Receptor,""Depressive disorder"",""2"",Protein"
"Peptide Hydrolases,""Neurotoxicity Syndromes"",""2"",Protein"
"Substance P,""Pancreatic Diseases"",""2"",Protein"
"Membrane Transport Proteins,""Brown-Vialetto-Van Laere syndrome"",""2"",Protein"
"metabotropic glutamate receptor type 1,""Syndrome, Bloch-Sulzberger"",""2"",Protein"
"Receptors, Purinergic P1,""Vasodilation disorder"",""2"",Protein"
"Binding Protein,""Chronic mental disorder"",""2"",Protein"
"Keratin-5,""Hashimoto Disease"",""2"",Protein"
"neuromelanin,""Parkinsonian Disorders"",""2"",Protein"
"asparaginylendopeptidase,""Neurodegenerative Disorders"",""2"",Protein"
"Heat-Shock Proteins,""Neurotoxicity Syndromes"",""2"",Protein"
"Caspase-3,""Recurrent disease"",""2"",Protein"
"Phospholipases A,""Alzheimer's Disease"",""2"",Protein"
"Histones,""Brain Diseases"",""2"",Protein"
"Tumor Necrosis Factors,""Disorder nervous system"",""2"",Protein"
"Receptor, Angiotensin, Type 1,""Meconium Aspiration Syndrome"",""2"",Protein"
"Immunoglobulin G,""Autoimmune Diseases"",""2"",Protein"
"Thioredoxin-Interacting Protein,""Gardner Syndrome"",""2"",Protein"
"Dopamine Antagonists,""Neurotoxicity Syndromes"",""2"",Protein"
"APP protein, human,""Parkinsonian Disorders"",""2"",Protein"
"Neurofilament Proteins,""Creutzfeldt-Jakob disease"",""2"",Protein"
"Ribosomal Protein S6 Kinases, 70-kDa,""Van der Woude syndrome"",""2"",Protein"
"metabotropic glutamate receptor type 1,""Iodine deficiency syndrome"",""2"",Protein"
"Nuclear Receptor Subfamily 4, Group A, Member 2,""Parkinson Disease"",""2"",Protein"
"PAG protein, human,""Gardner Syndrome"",""2"",Protein"
"Nicotinic Receptors,""Disorder nervous system"",""2"",Protein"
"Serum Response Factor,""Hamartoma Syndrome, Multiple"",""2"",Protein"
"Trypsin,""Werner Syndrome"",""2"",Protein"
"Cyclic AMP-Responsive DNA-Binding Protein,""Pituitary Diseases"",""2"",Protein"
"Thioredoxins,""Neurotoxicity Syndromes"",""2"",Protein"
"Protein Subunits,""Hamartoma Syndrome, Multiple"",""2"",Protein"
"GABA Receptor,""Fragile X Syndrome"",""2"",Protein"
"Cholinergic Receptors,""Hamartoma Syndrome, Multiple"",""2"",Protein"
"Methionine,""Creutzfeldt-Jakob disease"",""2"",Protein"
"Neuropeptides,""Alcohol use disorder"",""2"",Protein"
"Amyloid beta-Protein Precursor,""Gardner Syndrome"",""2"",Protein"
"Calcium Channel,""Leigh Disease"",""2"",Protein"
"TACR3 protein, human,""Klinefelter Syndrome"",""2"",Protein"
"Glucocorticoid Receptor,""Major Depressive Disorder"",""2"",Protein"
"Actins,""Diseases of inner ear"",""2"",Protein"
"alpha-Synuclein,""Inflammatory Bowel Diseases"",""2"",Protein"
"Melanoma-Associated Antigen Family,""Prader-Willi Syndrome"",""2"",Protein"
"Proteins,""Dementia due to Alzheimer's disease (disorder)"",""2"",Protein"
"Galactosidase,""Pancreatic Diseases"",""2"",Protein"
"MAPK14 protein, human,""Neurodegenerative Disorders"",""2"",Protein"
"NFI Transcription Factors,""Down Syndrome"",""2"",Protein"
"HCRT Gene,""Mixed anxiety and depressive disorder"",""2"",Protein"
"Protein Tyrosine Kinase,""Parkinson Disease"",""2"",Protein"
