"gene","brainregion","count"
"Exons","Purkinje Cells","4"
"RANGAP1 wt Allele","Purkinje Cells","4"
"ADRB2 Gene","Purkinje Cells","4"
"ADRB2 wt Allele","Purkinje Cells","4"
"Haploinsufficiency","Purkinje Cells","4"
"CARD8 Gene","Purkinje Cells","4"
"CARD8 wt Allele","Purkinje Cells","4"
"HP wt Allele","Purkinje Cells","4"
"NTRK2 Gene","Purkinje Cells","4"
"ASCL1 Gene","Purkinje Cells","4"
"GRIN2A Gene","Purkinje Cells","4"
"HTT gene","Purkinje Cells","4"
"CDH2 Gene","Purkinje Cells","4"
"FOXD3 wt Allele","Purkinje Cells","4"
"AICDA wt Allele","Purkinje Cells","4"
"PNP Gene","Purkinje Cells","4"
"PNP wt Allele","Purkinje Cells","4"
"BDNF Gene","Purkinje Cells","4"
"SST Gene","Purkinje Cells","4"
"GRIA3 wt Allele","Purkinje Cells","4"
"ASAH1 wt Allele","Purkinje Cells","4"
"ASAH1 Gene","Purkinje Cells","4"
"NDOR1 Gene","Purkinje Cells","4"
"NDOR1 wt Allele","Purkinje Cells","4"
"CD55 wt Allele","Pyramidal Tracts","4"
"c-fos Genes","Pyramidal Tracts","4"
"PPT1 gene","Nuclei, Raphe","4"
"CRH Gene","Nuclei, Raphe","4"
"TPH1 Gene","Nuclei, Raphe","4"
"KISS1 Gene","Nuclei, Raphe","4"
"MAPT wt Allele","Nuclei, Raphe","4"
"CHAT Gene","Red nucleus structure","4"
"CD55 wt Allele","Red nucleus structure","4"
"CR2 wt Allele","Red nucleus structure","4"
"CD69 wt Allele","Red nucleus structure","4"
"Genes","Red nucleus structure","4"
"EPHB2 Gene","Red nucleus structure","4"
"LTF Gene","Reticular Formation","4"
"CRABP1 wt Allele","Hindbrain","4"
"PHOX2B wt Allele","Hindbrain","4"
"MC4R gene","Hindbrain","4"
"ZGLP1 wt Allele","Hindbrain","4"
"GNRH1 wt Allele","Hindbrain","4"
"ELANE wt Allele","Hindbrain","4"
"GCG Gene","Hindbrain","4"
"KISS1 Gene","Hindbrain","4"
"EGR1 wt Allele","Hindbrain","4"
"CHAT Gene","Septal Nuclei","4"
"CALCA Gene","Somatosensory Cortex","4"
"CALCA wt Allele","Somatosensory Cortex","4"
"PCYT1A wt Allele","Somatosensory Cortex","4"
"SILV wt Allele","Somatosensory Cortex","4"
"PITX2 wt Allele","Somatosensory Cortex","4"
"CDKN2A wt Allele","Somatosensory Cortex","4"
"SET Gene","Somatosensory Cortex","4"
"GRM5 wt Allele","Somatosensory Cortex","4"
"NR4A3 Gene","Area striata structure","4"
"NR4A3 wt Allele","Area striata structure","4"
"RPL5 wt Allele","Area striata structure","4"
"ANK1 Gene","Area striata structure","4"
"FST wt Allele","Area striata structure","4"
"RPA1 wt Allele","Structure of subcommissural organ","4"
"NPM1 gene","Substantia innominata","4"
"NPM1 wt Allele","Substantia innominata","4"
"TH gene","Substantia innominata","4"
"CD69 wt Allele","Substantia innominata","4"
"RTN1 Gene","Substantia innominata","4"
"PGR Gene","Substantia nigra structure","4"
"PGR wt Allele","Substantia nigra structure","4"
"LTF Gene","Substantia nigra structure","4"
"CP Gene","Substantia nigra structure","4"
"PROC wt Allele","Substantia nigra structure","4"
"KRT17 wt Allele","Substantia nigra structure","4"
"PODXL wt Allele","Substantia nigra structure","4"
"PODXL Gene","Substantia nigra structure","4"
"PROC Gene","Substantia nigra structure","4"
"PPARA Gene","Substantia nigra structure","4"
"EPO Gene","Substantia nigra structure","4"
"INS gene","Substantia nigra structure","4"
"ITGAM Gene","Substantia nigra structure","4"
"CDKN2A wt Allele","Substantia nigra structure","4"
"NQO1 Gene","Substantia nigra structure","4"
"BAG3 wt Allele","Substantia nigra structure","4"
"NGF Gene","Substantia nigra structure","4"
"NRG1 Gene","Substantia nigra structure","4"
"Genome","Substantia nigra structure","4"
"C9orf72 Gene","Substantia nigra structure","4"
"EPHB2 Gene","Substantia nigra structure","4"
"MAPK1 wt Allele","Substantia nigra structure","4"
"UCHL1 wt Allele","Substantia nigra structure","4"
"RPS6 Gene","Substantia nigra structure","4"
"HDAC2 Gene","Substantia nigra structure","4"
"CD8A Gene","Substantia nigra structure","4"
"CD8B wt Allele","Substantia nigra structure","4"
"CD8A wt Allele","Substantia nigra structure","4"
"BACE1 Gene","Substantia nigra structure","4"
"POLE Gene","Substantia nigra structure","4"
"GNAQ Gene","Substantia nigra structure","4"
"OXT Gene","Structure of suprachiasmatic nucleus","4"
"EPHB2 Gene","Structure of suprachiasmatic nucleus","4"
"MAP Kinase Gene","Structure of suprachiasmatic nucleus","4"
"MAPK1 wt Allele","Structure of suprachiasmatic nucleus","4"
"FEV wt Allele","Structure of suprachiasmatic nucleus","4"
"Promoter","Structure of suprachiasmatic nucleus","4"
"AR wt Allele","Structure of suprachiasmatic nucleus","4"
"ESR1 Gene","Structure of suprachiasmatic nucleus","4"
"estrogen receptor alpha, human","Structure of suprachiasmatic nucleus","4"
"EPHA4 Gene","Structure of suprachiasmatic nucleus","4"
"Fusion Gene","Structure of supraoptic nucleus","4"
"FASTK Gene","Structure of supraoptic nucleus","4"
"RASD1 Gene","Structure of supraoptic nucleus","4"
"HP Gene","Structure of supraoptic nucleus","4"
"DLC1 wt Allele","Structure of supraoptic nucleus","4"
"HPR wt Allele","Structure of supraoptic nucleus","4"
"SET Gene","Tectum Mesencephali","4"
"EPHA3 Gene","Tectum Mesencephali","4"
"DHPS wt Allele","Tectum Mesencephali","4"
"TNC Gene","Tectum Mesencephali","4"
"NCAM1 wt Allele","Tectum Mesencephali","4"
"Transgenes","Telencephalon","4"
"Wild Type","Telencephalon","4"
"AR gene","Telencephalon","4"
"Estrogen Receptors","Telencephalon","4"
"CD55 wt Allele","Telencephalon","4"
"CR2 wt Allele","Telencephalon","4"
"Promoter","Telencephalon","4"
"POMC wt Allele","Telencephalon","4"
"Aromatase","Telencephalon","4"
"HTT wt Allele","Telencephalon","4"
"SET Gene","Telencephalon","4"
"Chloramphenicol Acetyl Transferase Gene","Telencephalon","4"
"CAT Gene","Telencephalon","4"
"Chloramphenicol O-Acetyltransferase","Telencephalon","4"
"PTH Gene","Telencephalon","4"
"PTH wt Allele","Telencephalon","4"
"SILV wt Allele","Telencephalon","4"
"PRF1 wt Allele","Telencephalon","4"
"SST Gene","Temporal Lobe","4"
"TARDBP Gene","Temporal Lobe","4"
"ELL wt Allele","Temporal Lobe","4"
"YY1 wt Allele","Temporal Lobe","4"
"C9orf72 Gene","Temporal Lobe","4"
"MAPT gene","Temporal Lobe","4"
"PLP1 gene","Temporal Lobe","4"
"Genotype","Temporal Lobe","4"
"CALCA Gene","Temporal Lobe","4"
"CALCA wt Allele","Temporal Lobe","4"
"PCYT1A wt Allele","Temporal Lobe","4"
"AR gene","Temporal Lobe","4"
"RELN wt Allele","Thalamic Nuclei","4"
"TH gene","Thalamic Nuclei","4"
"HTATIP wt Allele","Thalamic structure","4"
"VIP wt Allele","Thalamic structure","4"
"SRF Gene","Thalamic structure","4"
"PLP1 gene","Thalamic structure","4"
"JUN Gene","Thalamic structure","4"
"HLA-G Gene","Thalamic structure","4"
"LacZ Genes","Thalamic structure","4"
"LRP2 wt Allele","Thalamic structure","4"
"Epidermal Growth Factor","Thalamic structure","4"
"GHRL Gene","Thalamic structure","4"
"HP wt Allele","Thalamic structure","4"
"PROC wt Allele","Thalamic structure","4"
"Alleles","Thalamic structure","4"
"Plasmids","Thalamic structure","4"
"S100B Gene","Thalamic structure","4"
"ITGB3 wt Allele","Thalamic structure","4"
"TPH1 wt Allele","Thalamic structure","4"
"ASCL1 Gene","Thalamic structure","4"
"MSN Gene","Thalamic structure","4"
"PDZK1 Gene","Thalamic structure","4"
"PDZK1 wt Allele","Thalamic structure","4"
"KISS1 Gene","Thalamic structure","4"
"CYP27A1 wt Allele","Thalamic structure","4"
"F2 gene","Thalamic structure","4"
"APP gene","Thalamic structure","4"
"MAP Kinase Gene","Thalamic structure","4"
"Tumor Necrosis Factor-Beta","Thalamic structure","4"
"LTA wt Allele","Thalamic structure","4"
"NTRK2 Gene","Thalamic structure","4"
"PINK1 gene","Thalamic structure","4"
"AREG wt Allele","Thalamic structure","4"
"NTRK1 Gene","Thalamic structure","4"
"FSCN1 Gene","Thalamic structure","4"
"IGBP1 Gene","Thalamic structure","4"
"IGBP1 wt Allele","Thalamic structure","4"
"SOD1 wt Allele","Thalamic structure","4"
"TIMP1 wt Allele","Thalamic structure","4"
"CTSG wt Allele","Thalamic structure","4"
"SQSTM1 Gene","Thalamic structure","4"
"GC wt Allele","Thalamic structure","4"
"GBA wt Allele","Thalamic structure","4"
"ACACA wt Allele","Thalamic structure","4"
"FTO Gene","Thalamic structure","4"
"NGFR Gene","Trigeminal Nuclei","4"
"estrogen receptor alpha, human","Structure of ventromedial hypothalamic nucleus","4"
"Wild Type","Structure of ventromedial hypothalamic nucleus","4"
"PIK3CA wt Allele","Structure of ventromedial hypothalamic nucleus","4"
"POMC wt Allele","Structure of ventromedial hypothalamic nucleus","4"
"LEPR Gene","Structure of ventromedial hypothalamic nucleus","4"
"AKT1S1 wt Allele","Vestibular nucleus structure","4"
"BRD4 wt Allele","Vestibular nucleus structure","4"
"BRD4 Gene","Vestibular nucleus structure","4"
"LITAF gene","Vestibular nucleus structure","4"
"TH gene","Visual Cortex","4"
"CTBP1 wt Allele","Visual Cortex","4"
"CD55 wt Allele","Visual Cortex","4"
"VIM gene","Visual Cortex","4"
"RPL5 wt Allele","Visual Cortex","4"
"PDZK1 Gene","Visual Cortex","4"
"PDZK1 wt Allele","Visual Cortex","4"
"MTR wt Allele","Visual Cortex","4"
"MTR Gene","Visual Cortex","4"
"Retinoic Acid Response Element","Visual Cortex","4"
"AKT1S1 wt Allele","Visual Cortex","4"
"PITX2 wt Allele","Visual Cortex","4"
"MAPT wt Allele","Visual Cortex","4"
"VIP wt Allele","Visual Cortex","4"
"NGF Gene","Visual Cortex","4"
"NDOR1 Gene","Visual Cortex","4"
"NDOR1 wt Allele","Visual Cortex","4"
"AKT1S1 wt Allele","Prosencephalon","4"
"SH2D3C Gene","Prosencephalon","4"
"SH2D3C wt Allele","Prosencephalon","4"
"NTF3 Gene","Prosencephalon","4"
"FOXD3 wt Allele","Prosencephalon","4"
"NCAM1 wt Allele","Prosencephalon","4"
"GPER wt Allele","Prosencephalon","4"
"NDOR1 Gene","Prosencephalon","4"
"NDOR1 wt Allele","Prosencephalon","4"
"GRIN2A Gene","Prosencephalon","4"
"APC gene","Prosencephalon","4"
"MAPK1 wt Allele","Prosencephalon","4"
"SIRT1 Gene","Prosencephalon","4"
"SDHB wt Allele","Prosencephalon","4"
"DNA, Mitochondrial","Prosencephalon","4"
"EHMT1 Gene","Prosencephalon","4"
"SLC1A2 wt Allele","Prosencephalon","4"
"CDKN2A wt Allele","Prosencephalon","4"
"Gene Regulatory Networks","Prosencephalon","4"
"IKBKB Gene","Prosencephalon","4"
"OLIG2 Gene","Prosencephalon","4"
"AVP wt Allele","Prosencephalon","4"
"AR wt Allele","Prosencephalon","4"
"Heterozygote","Prosencephalon","4"
"SLC1A2 Gene","Prosencephalon","4"
"GRM5 wt Allele","Prosencephalon","4"
"CRH wt Allele","Prosencephalon","4"
"PSIP1 Gene","Prosencephalon","4"
"TNFRSF1B wt Allele","Prosencephalon","4"
"CUX1 wt Allele","Prosencephalon","4"
"SHANK3 Gene","Prosencephalon","4"
"LEPR Gene","Prosencephalon","4"
"TNF Gene","Prosencephalon","4"
"Tumor Necrosis Factor-alpha","Prosencephalon","4"
"PITX2 wt Allele","Dentate nucleus","4"
"YY1 wt Allele","Dentate nucleus","4"
"FASTK Gene","Lateral geniculate complex","4"
"CHAT Gene","Lateral geniculate complex","4"
"CD69 wt Allele","Lateral geniculate complex","4"
"NPY Gene","Lateral geniculate complex","4"
"Retinoic Acid Response Element","Lateral ventricle structure","4"
"FBN1 wt Allele","Lateral ventricle structure","4"
"Plasmids","Lateral ventricle structure","4"
"TH gene","Lateral ventricle structure","4"
"SOD1 wt Allele","Precentral gyrus","4"
"Wild Type","Structure of gyrus rectus","4"
"PTGS2 Gene","Structure of angular gyrus","4"
"CD4 Gene","Structure of angular gyrus","4"
"DRD2 Gene","Structure of angular gyrus","4"
"DRD2 wt Allele","Structure of angular gyrus","4"
"INS gene","Structure of angular gyrus","4"
"GRP Gene","Structure of angular gyrus","4"
"ACE2 Gene","Structure of angular gyrus","4"
"ROS1 Gene","Structure of angular gyrus","4"
"ROS1 wt Allele","Structure of angular gyrus","4"
"NOS1 wt Allele","Structure of angular gyrus","4"
"MTR wt Allele","Structure of angular gyrus","4"
"MTR Gene","Structure of angular gyrus","4"
"ras Oncogene","Structure of angular gyrus","4"
"MTOR Gene","Structure of angular gyrus","4"
"Wild Type","Superior temporal gyrus","4"
"PROC wt Allele","Structure of dentate gyrus","4"
"KRT17 wt Allele","Structure of dentate gyrus","4"
"PODXL wt Allele","Structure of dentate gyrus","4"
"PODXL Gene","Structure of dentate gyrus","4"
"DLG4 Gene","Structure of dentate gyrus","4"
"CAT Gene","Structure of dentate gyrus","4"
"SYP Gene","Structure of dentate gyrus","4"
"FOSB Gene","Structure of dentate gyrus","4"
"FOSB wt Allele","Structure of dentate gyrus","4"
"NGFR wt Allele","Structure of dentate gyrus","4"
"NGF Gene","Structure of dentate gyrus","4"
"LEP wt Allele","Structure of dentate gyrus","4"
"CDH11 wt Allele","Structure of dentate gyrus","4"
"FOXD3 wt Allele","Structure of dentate gyrus","4"
"ADIPOR2 Gene","Structure of dentate gyrus","4"
"PDPN Gene","Structure of dentate gyrus","4"
"TFPI wt Allele","Structure of dentate gyrus","4"
"TFF3 wt Allele","Structure of dentate gyrus","4"
"IRF6 wt Allele","Structure of dentate gyrus","4"
"CD55 wt Allele","Structure of dentate gyrus","4"
"CR2 wt Allele","Structure of dentate gyrus","4"
"Wild Type","Fimbria of hippocampus","4"
"SYP Gene","Structure of subiculum hippocampi","4"
"CHAT Gene","Structure of subiculum hippocampi","4"
"MAPK3 Gene","Structure of subiculum hippocampi","4"
"MAPK3 wt Allele","Structure of subiculum hippocampi","4"
"CDKN2A wt Allele","Structure of subiculum hippocampi","4"
"Chloramphenicol Acetyl Transferase Gene","Lamina Terminalis","4"
"CAT Gene","Lamina Terminalis","4"
"Chloramphenicol O-Acetyltransferase","Lamina Terminalis","4"
"LIMS1 Gene","Structure of forceps minor","4"
"LIMS1 wt Allele","Structure of forceps minor","4"
"KNG1 Gene","Posterior cerebral commissure","4"
"KNG1 wt Allele","Posterior cerebral commissure","4"
"GRM1 Gene","Posterior cerebral commissure","4"
"GRM1 wt Allele","Posterior cerebral commissure","4"
"FGFR1 wt Allele","Posterior cerebral commissure","4"
"MAPK7 Gene","Posterior cerebral commissure","4"
"MAPK7 wt Allele","Posterior cerebral commissure","4"
"DNTT Gene","Posterior cerebral commissure","4"
"DNTT wt Allele","Posterior cerebral commissure","4"
"LY6E wt Allele","Posterior cerebral commissure","4"
"PCSK7 Gene","Posterior cerebral commissure","4"
"PCSK7 wt Allele","Posterior cerebral commissure","4"
"Transgenes","Posterior cerebral commissure","4"
"THBD wt Allele","Posterior cerebral commissure","4"
"KRAS wt Allele","Lateral olfactory striae","4"
"HCRT Gene","Fornix, Brain","4"
"FANCA wt Allele","Fornix, Brain","4"
"SIRT3 Gene","Structure of anterior commissure","4"
"CD69 wt Allele","Internal capsule of brain","4"
"MECP2 gene","Internal capsule of brain","4"
"MECP2 wt Allele","Internal capsule of brain","4"
"BCHE gene","Internal capsule of brain","4"
"AVPR2 wt Allele","Internal capsule of brain","4"
"ID1 wt Allele","Internal capsule of brain","4"
"FASTK Gene","External capsule","4"
"MAX Gene","External capsule","4"
"Oncogene MAX","External capsule","4"
"ASAH1 wt Allele","Structure of suprageniculate nucleus","4"
"ASAH1 Gene","Structure of suprageniculate nucleus","4"
"Long Interspersed Element","Pulvinar structure","4"
"TH gene","Structure of zona incerta","4"
"ACACA wt Allele","Structure of ansa lenticularis","4"
"HTR3A wt Allele","Structure of ansa lenticularis","4"
"NOS1 wt Allele","Structure of subthalamic nucleus","4"
"PITX2 Gene","Structure of subthalamic nucleus","4"
"POMC wt Allele","Structure of thalamic fasciculus","4"
"CCDC6 Gene","Structure of thalamic fasciculus","4"
"CCDC6 wt Allele","Structure of thalamic fasciculus","4"
"MAPT wt Allele","Structure of lateral mammillary nucleus","4"
"HTT gene","Lateral tuberal nuclei","4"
"AKT1S1 wt Allele","Habenula","4"
"SH3PXD2A wt Allele","Habenula","4"
"CD163 Gene","Habenula","4"
"CD163 wt Allele","Habenula","4"
"Genes","Structure of commissure of superior colliculus","4"
"VIP Gene","Structure of capsule of red nucleus","4"
"VIP wt Allele","Structure of capsule of red nucleus","4"
"ATP8A2 wt Allele","Structure of capsule of red nucleus","4"
"GYPA Gene","Structure of capsule of red nucleus","4"
"CA9 Gene","Structure of capsule of red nucleus","4"
"GYPA wt Allele","Structure of capsule of red nucleus","4"
"NOS1 wt Allele","Structure of capsule of red nucleus","4"
"Chloramphenicol Acetyl Transferase Gene","Medial longitudinal fasciculus","4"
"CAT Gene","Medial longitudinal fasciculus","4"
"Chloramphenicol O-Acetyltransferase","Medial longitudinal fasciculus","4"
"PRRT2 wt Allele","Structure of rubrospinal tract","4"
"ANG Gene","Structure of rubrospinal tract","4"
"DKK1 wt Allele","Structure of rubrospinal tract","4"
"Enhancer of transcription","Structure of rubrospinal tract","4"
"DST wt Allele","Structure of rubrospinal tract","4"
"DST Gene","Structure of rubrospinal tract","4"
"Genes","Structure of rubrospinal tract","4"
"CSPG4 Gene","Structure of rubrospinal tract","4"
"CSPG4 wt Allele","Structure of rubrospinal tract","4"
"HTR2A wt Allele","Structure of rubrospinal tract","4"
"MAP Kinase Gene","Structure of rubrospinal tract","4"
"BAD Gene","Structure of rubrospinal tract","4"
"Epidermal Growth Factor","Structure of rubrospinal tract","4"
"EGF Gene","Structure of rubrospinal tract","4"
"FAT1 gene","Structure of tectobulbar tract","4"
"CD36 Gene","Structure of tectobulbar tract","4"
"CD36 wt Allele","Structure of tectobulbar tract","4"
"FAT wt Allele","Structure of tectobulbar tract","4"
"EEF1A2 wt Allele","Structure of spinothalamic tract of pons","4"
"MYH9 wt Allele","Cerebellar tonsil","4"
"AKT1S1 wt Allele","Flocculus","4"
"Chloramphenicol Acetyl Transferase Gene","Flocculus","4"
"CAT Gene","Flocculus","4"
"Chloramphenicol O-Acetyltransferase","Flocculus","4"
"MYH9 wt Allele","Flocculus","4"
"Retinoic Acid Response Element","Structure of nucleus prepositus","4"
"IAPP Gene","Structure of nucleus prepositus","4"
"Promoter","Structure of nucleus prepositus","4"
"GRIN2A wt Allele","Structure of nucleus prepositus","4"
"CD69 wt Allele","Structure of nucleus prepositus","4"
"ATP8A2 wt Allele","Structure of nucleus ambiguus","4"
"SET Gene","Cochlear nucleus structure","4"
"Long Interspersed Element","Cochlear nucleus structure","4"
"BDNF Gene","Cochlear nucleus structure","4"
"TFRC wt Allele","Cochlear nucleus structure","4"
"CANX wt Allele","Cochlear nucleus structure","4"
"GC Gene","Olfactory Cortex","4"
"GC wt Allele","Olfactory Cortex","4"
"GBA wt Allele","Olfactory Cortex","4"
"BAG3 wt Allele","Neostriatum","4"
"GRM1 Gene","Neostriatum","4"
"NTF3 Gene","Neostriatum","4"
"EGF Gene","Neostriatum","4"
"Receptor Gene","Neostriatum","4"
"CP Gene","Neostriatum","4"
"INS gene","Neostriatum","4"
"PRF1 wt Allele","Neostriatum","4"
"TAC1 Gene","Neostriatum","4"
"MET Gene","Neostriatum","4"
"MET wt Allele","Neostriatum","4"
"GPER wt Allele","Neostriatum","4"
"Genes, Reporter","Neostriatum","4"
"EPO Gene","Neostriatum","4"
"SHFM1 wt Allele","Neostriatum","4"
"LEP Gene","Neostriatum","4"
"LEP wt Allele","Neostriatum","4"
"F2 gene","Neostriatum","4"
"RPL5 wt Allele","Neostriatum","4"
"ANG Gene","Neostriatum","4"
"Epidermal Growth Factor Receptor","Neostriatum","4"
"CX3CR1 Gene","Neostriatum","4"
"ROS1 Gene","Neostriatum","4"
"ROS1 wt Allele","Neostriatum","4"
"HMGB1 Gene","Neostriatum","4"
"TARDBP wt Allele","Neostriatum","4"
"HSPD1 Gene","Neostriatum","4"
"HSPD1 wt Allele","Neostriatum","4"
"C3 Gene","Neostriatum","4"
"VIM gene","Neostriatum","4"
"EPHA7 Gene","Neostriatum","4"
"STS wt Allele","Neostriatum","4"
"APP wt Allele","Neostriatum","4"
"Viral Genome","Neostriatum","4"
"Major Histocompatibility Complex","Neostriatum","4"
"MSC Gene","Neostriatum","4"
"PSEN1 wt Allele","Neostriatum","4"
"HTR1A wt Allele","Neostriatum","4"
"Enhancer of transcription","Neostriatum","4"
"GRM5 Gene","Neostriatum","4"
"GDF5 Gene","Neostriatum","4"
"RET wt Allele","Neostriatum","4"
"TOR1A gene","Neostriatum","4"
"PARK2 wt Allele","Neostriatum","4"
"PSIP1 Gene","Neostriatum","4"
"TNFRSF1B wt Allele","Neostriatum","4"
"CUX1 wt Allele","Neostriatum","4"
"NQO1 Gene","Neostriatum","4"
"ACACA wt Allele","Neostriatum","4"
"APC wt Allele","Neostriatum","4"
"CTLA4 wt Allele","Neostriatum","4"
"HLA-DQA1 wt Allele","Neostriatum","4"
"NOD2 wt Allele","Neostriatum","4"
"SNCA gene","Neostriatum","4"
"POMT1 gene","Neostriatum","4"
"Neuropeptide Gene","Neostriatum","4"
"FAM49B wt Allele","Neostriatum","4"
"FGF1 Gene","Neostriatum","4"
"FGF1 wt Allele","Neostriatum","4"
"SCTR wt Allele","Prefrontal Cortex","4"
"SNCG wt Allele","Prefrontal Cortex","4"
"RELN Gene","Prefrontal Cortex","4"
"GRM1 Gene","Prefrontal Cortex","4"
"GRM1 wt Allele","Prefrontal Cortex","4"
"VEGFA Gene","Prefrontal Cortex","4"
"VEGFA wt Allele","Prefrontal Cortex","4"
"DST wt Allele","Prefrontal Cortex","4"
"Promoter Regions, Genetic","Prefrontal Cortex","4"
"FOS wt Allele","Prefrontal Cortex","4"
"MAX Gene","Prefrontal Cortex","4"
"Oncogene MAX","Prefrontal Cortex","4"
"MTR wt Allele","Prefrontal Cortex","4"
"MTR Gene","Prefrontal Cortex","4"
"HPSE Gene","Prefrontal Cortex","4"
"HPSE wt Allele","Prefrontal Cortex","4"
"GRM5 Gene","Prefrontal Cortex","4"
"NTF3 Gene","Prefrontal Cortex","4"
"NOS1 wt Allele","Prefrontal Cortex","4"
"Estrogen Receptors","Prefrontal Cortex","4"
"FAM49B wt Allele","Prefrontal Cortex","4"
"MSN Gene","Prefrontal Cortex","4"
"SLC1A2 wt Allele","Prefrontal Cortex","4"
"TYMP Gene","Prefrontal Cortex","4"
"TMPO Gene","Prefrontal Cortex","4"
"TYMP wt Allele","Prefrontal Cortex","4"
"TMPO wt Allele","Prefrontal Cortex","4"
"Chloramphenicol Acetyl Transferase Gene","Prefrontal Cortex","4"
"Chloramphenicol O-Acetyltransferase","Prefrontal Cortex","4"
"CALCA Gene","Prefrontal Cortex","4"
"CALCA wt Allele","Prefrontal Cortex","4"
"PCYT1A wt Allele","Prefrontal Cortex","4"
"Enhancer of transcription","Prefrontal Cortex","4"
"SQSTM1 Gene","Prefrontal Cortex","4"
"SQSTM1 wt Allele","Prefrontal Cortex","4"
"KHDRBS1 wt Allele","Prefrontal Cortex","4"
"FGF2 wt Allele","Prefrontal Cortex","4"
"NR4A1 Gene","Prefrontal Cortex","4"
"KRAS wt Allele","Prefrontal Cortex","4"
"RIPK1 Gene","Prefrontal Cortex","4"
"VIP Gene","Prefrontal Cortex","4"
"IL6 Gene","Prefrontal Cortex","4"
"CSF1 Gene","Prefrontal Cortex","4"
"Clustered Regularly Interspaced Short Palindromic Repeats","Prefrontal Cortex","4"
"PRRT2 wt Allele","Neocortex","4"
"DMD gene","Neocortex","4"
"SQSTM1 Gene","Neocortex","4"
"KHDRBS1 wt Allele","Neocortex","4"
"AKT1S1 wt Allele","Neocortex","4"
"EFNB2 Gene","Neocortex","4"
"ASCL1 Gene","Neocortex","4"
"Homozygote","Neocortex","4"
"VIP Gene","Neocortex","4"
"MAPK1 wt Allele","Neocortex","4"
"FOXD3 wt Allele","Neocortex","4"
"BCL11B Gene","Neocortex","4"
"BCL11B wt Allele","Neocortex","4"
"SLC1A2 wt Allele","Neocortex","4"
"PSEN1 gene","Neocortex","4"
"PSEN1 wt Allele","Neocortex","4"
"NDN Gene","Neocortex","4"
"S100A9 wt Allele","Neocortex","4"
"MPZ gene","Neocortex","4"
"HP wt Allele","Neocortex","4"
"CCL28 wt Allele","Presubiculum","4"
"ENG wt Allele","Presubiculum","4"
"Genes","Presubiculum","4"
"APP gene","Structure of entorhinal cortex","4"
"TACR1 Gene","Indusium griseum","4"
