"brainregion","disease","count"
"Structure of median forebrain bundle","Functional disorder","2"
"Structure of median forebrain bundle","Spinal Cord Diseases","2"
"Median eminence of hypothalamus","Alzheimer's Disease","2"
"Median eminence of hypothalamus","Sweet Syndrome","2"
"Median eminence of hypothalamus","Zellweger Syndrome","2"
"Median eminence of hypothalamus","Skin endocrine disorder","2"
"Medulla Oblongata","Disorder nervous system","2"
"Medulla Oblongata","Skin endocrine disorder","2"
"Medulla Oblongata","Neurodegenerative Disorders","2"
"Medulla Oblongata","Lewy Body Disease","2"
"Medulla Oblongata","Peripheral Arterial Diseases","2"
"Medulla Oblongata","Dysequilibrium syndrome","2"
"Medulla Oblongata","Pancreatic Diseases","2"
"Medulla Oblongata","Tarsal carpal coalition syndrome","2"
"Medulla Oblongata","Conjunctival Diseases","2"
"Medulla Oblongata","Nijmegen Breakage Syndrome","2"
"Medulla Oblongata","Nicolaides Baraitser syndrome","2"
"Medulla Oblongata","Gastroesophageal reflux disease","2"
"Medulla Oblongata","Lesch-Nyhan Syndrome","2"
"Medulla Oblongata","Virus Diseases","2"
"Medulla Oblongata","Charcot-Marie-Tooth disease, type IA (disorder)","2"
"Medulla Oblongata","DISORDERS OF THE OPTIC NERVE","2"
"Medulla Oblongata","Testicular Diseases","2"
"Medulla Oblongata","Cardiovascular Diseases","2"
"Medulla Oblongata","Brain Diseases","2"
"Medulla Oblongata","Uterine Diseases","2"
"Midbrain structure","Bloom Syndrome","2"
"Midbrain structure","Hypertrophic disorder of skin, unspecified","2"
"Midbrain structure","Skin endocrine disorder","2"
"Midbrain structure","Acquired Immunodeficiency Syndrome","2"
"Midbrain structure","Communicable Diseases","2"
"Midbrain structure","DISORDERS OF THE OPTIC NERVE","2"
"Midbrain structure","Fetal Alcohol Syndrome","2"
"Midbrain structure","Meningeal disorder","2"
"Midbrain structure","Pancreatic Diseases","2"
"Midbrain structure","Lung diseases","2"
"Midbrain structure","Behavior Disorders","2"
"Midbrain structure","Chronic Fatigue Syndrome","2"
"Midbrain structure","Autistic Disorder","2"
"Midbrain structure","Autism Spectrum Disorders","2"
"Midbrain structure","Diseases of inner ear","2"
"Midbrain structure","Major Depressive Disorder","2"
"Midbrain structure","other psychiatric disorders","2"
"Midbrain structure","Lens Diseases","2"
"Midbrain structure","Pervasive Development Disorder","2"
"Midbrain structure","Stiff-Person Syndrome","2"
"Midbrain structure","Urethral Diseases","2"
"Midbrain structure","Dyskinetic syndrome","2"
"Midbrain structure","Sudden infant death syndrome","2"
"Midbrain structure","Renal glomerular disease","2"
"Motor Cortex","motor disorder","2"
"Motor Cortex","Mirror movements (disorder)","2"
"Motor Cortex","Dejerine-Roussy Syndrome","2"
"Motor Cortex","Fetal Alcohol Syndrome","2"
"Motor Cortex","Retinal Diseases","2"
"Motor Cortex","Fabry Disease","2"
"Motor Cortex","Degenerative disorder","2"
"Motor Cortex","Multisystem disorder","2"
"Motor Cortex","DISORDERS OF THE OPTIC NERVE","2"
"Motor Cortex","Rabies (disorder)","2"
"Motor Cortex","Melkersson-Rosenthal Syndrome","2"
"Motor Cortex","Papillon-Lefevre Disease","2"
"Nucleus Accumbens","Hypertensive disease","2"
"Nucleus Accumbens","Gardner Syndrome","2"
"Nucleus Accumbens","Bipolar Disorder","2"
"Nucleus Accumbens","Sequela of disorder","2"
"Nucleus Accumbens","Van der Woude syndrome","2"
"Nucleus Accumbens","Psychotic Disorders","2"
"Nucleus Accumbens","Syndrome","2"
"Nucleus Accumbens","Skin endocrine disorder","2"
"Nucleus Accumbens","Neurotoxicity Syndromes","2"
"Occipital lobe","Niemann-Pick Disease, Type C","2"
"Occipital lobe","Autism Spectrum Disorders","2"
"Occipital lobe","Neurotoxicity Syndromes","2"
"Occipital lobe","Mild cognitive disorder","2"
"Occipital lobe","Shy-Drager Syndrome","2"
"Occipital lobe","Syndrome","2"
"Occipital lobe","Hamartoma Syndrome, Multiple","2"
"Structure of olfactory bulb","Meningeal disorder","2"
"Structure of olfactory bulb","Skin endocrine disorder","2"
"Structure of olfactory bulb","Down Syndrome","2"
"Structure of olfactory bulb","Demyelinating Diseases","2"
"Structure of olfactory bulb","Parkinsonian Disorders","2"
"Structure of olfactory bulb","Neurotoxicity Syndromes","2"
"Structure of olfactory bulb","Van der Woude syndrome","2"
"Olfactory Nerve","Liver diseases","2"
"Olfactory Nerve","Kallmann Syndrome","2"
"Olfactory Pathways","Cyclical vomiting syndrome (disorder)","2"
"Olfactory Pathways","Renal glomerular disease","2"
"Olfactory Pathways","cortex bone disorders","2"
"Optic Chiasms","cortex bone disorders","2"
"Structure of paraventricular nucleus","Down Syndrome","2"
"Structure of paraventricular nucleus","Prune Belly Syndrome","2"
"Parietal Lobe","Vasodilation disorder","2"
"Parietal Lobe","Adult Fanconi syndrome","2"
"Parietal Lobe","Norrie disease","2"
"Parietal Lobe","Ataxia as late effect of cerebrovascular disease","2"
"Parietal Lobe","Huntington Disease","2"
"Parietal Lobe","Acquired Immunodeficiency Syndrome","2"
"Parietal Lobe","Lewy Body Disease","2"
"Parietal Lobe","Recurrent disease","2"
"Parietal Lobe","Acute infectious disease","2"
"Parietal Lobe","Myeloproliferative Syndrome, Transient","2"
"Parietal Lobe","Cognition Disorders","2"
"Pineal gland","Liver diseases","2"
"Pineal gland","Neurotoxicity Syndromes","2"
"Pineal gland","Acute infectious disease","2"
"Pineal gland","Disorder nervous system","2"
"Pituitary Gland","Klinefelter Syndrome","2"
"Pituitary Gland","Prostatic Diseases","2"
"Pituitary Gland","Autoimmune Diseases","2"
"Pituitary Gland","Corneal Diseases","2"
"Pituitary Gland","Post-Traumatic Stress Disorder","2"
"Pituitary Gland","Nose Diseases","2"
"Pituitary Gland","Pituitary-dependent Cushing's disease","2"
"Pituitary Gland","Cushing Syndrome","2"
"Pituitary Gland","Kallmann Syndrome","2"
"Pituitary Gland","Hypertensive disease","2"
"Pituitary Gland","Endocrine System Diseases","2"
"Pituitary Gland","Melkersson-Rosenthal Syndrome","2"
"Pituitary Gland","Parathyroid Diseases","2"
"Pituitary Gland, Anterior","Spinal Cord Diseases","2"
"Pituitary Gland, Anterior","Liver diseases","2"
"Pituitary Gland, Posterior","Disorder of pineal gland","2"
"Pituitary Gland, Posterior","Retinal Diseases","2"
"Pituitary Gland, Posterior","Functional disorder","2"
"Pituitary Gland, Posterior","Neurodegenerative Disorders","2"
"Pontine structure","Shy-Drager Syndrome","2"
"Pontine structure","Papillon-Lefevre Disease","2"
"Pontine structure","Disorder nervous system","2"
"Pontine structure","Retinal Diseases","2"
"Preoptic Areas","Herpes zoster disease","2"
"Preoptic Areas","Gilles de la Tourette syndrome","2"
"Preoptic Areas","Timothy syndrome","2"
"Preoptic Areas","Mitral Valve Prolapse Syndrome","2"
"Preoptic Areas","Renal glomerular disease","2"
"Preoptic Areas","Chronic myeloproliferative disorder","2"
"Purkinje Cells","Lhermitte-Duclos disease","2"
"Purkinje Cells","Parkinson Disease","2"
"Purkinje Cells","Sequela of disorder","2"
"Purkinje Cells","Renal tubular disorder","2"
"Purkinje Cells","Prion Diseases","2"
"Purkinje Cells","Language Disorders","2"
"Purkinje Cells","Niemann-Pick Disease, Type C","2"
"Purkinje Cells","Neurodevelopmental disorder","2"
"Purkinje Cells","Lysosomal Storage Diseases","2"
"Purkinje Cells","Movement Disorders","2"
"Purkinje Cells","Migraine Disorders","2"
"Purkinje Cells","Dysequilibrium syndrome","2"
"Structure of putamen","Syndrome, Bloch-Sulzberger","2"
"Structure of putamen","Huntington Disease","2"
"Pyramidal Tracts","Movement Disorders","2"
"Pyramidal Tracts","DISORDERS OF THE OPTIC NERVE","2"
"Nuclei, Raphe","Liver diseases","2"
"Nuclei, Raphe","Autistic Disorder","2"
"Nuclei, Raphe","Shy-Drager Syndrome","2"
"Red nucleus structure","Alzheimer's Disease","2"
"Red nucleus structure","Shy-Drager Syndrome","2"
"Red nucleus structure","Parkinson Disease","2"
"Red nucleus structure","Motor Neuron Disease","2"
"Respiratory Center","Sudden infant death syndrome","2"
"Reticular Formation","Peripheral Arterial Diseases","2"
"Reticular Formation","Alzheimer's Disease","2"
"Hindbrain","Autistic Disorder","2"
"Hindbrain","Disorders, Mental","2"
"Hindbrain","Depressive disorder","2"
"Hindbrain","Laryngeal Diseases","2"
"Hindbrain","Parkinson Disease","2"
"Septal Nuclei","Mild cognitive disorder","2"
"Septum Pellucidum","Spinal Cord Diseases","2"
"Somatosensory Cortex","Myeloproliferative Syndrome, Transient","2"
"Somatosensory Cortex","Peripheral Arterial Diseases","2"
"Somatosensory Cortex","Sensory Disorders","2"
"Area striata structure","Sensitization (disorder)","2"
"Area striata structure","Accommodation phosphene (disorder)","2"
"Area striata structure","Turner Syndrome","2"
"Area striata structure","Alpers' Disease","2"
"Substantia innominata","Parkinson Disease","2"
"Substantia innominata","Mild cognitive disorder","2"
"Substantia innominata","Syndrome","2"
"Substantia nigra structure","Hashimoto Disease","2"
"Substantia nigra structure","Psychotic Disorders","2"
"Substantia nigra structure","Shwachman syndrome","2"
"Substantia nigra structure","Hypertrophic disorder of skin, unspecified","2"
"Substantia nigra structure","Dystonia Disorders","2"
"Substantia nigra structure","Pituitary Diseases","2"
"Substantia nigra structure","Virus Diseases","2"
"Substantia nigra structure","Seasonal Affective Disorder","2"
"Substantia nigra structure","Lesch-Nyhan Syndrome","2"
"Substantia nigra structure","Behavior Disorders","2"
"Substantia nigra structure","Oculorespiratory syndrome","2"
"Substantia nigra structure","Disorders, Mental","2"
"Substantia nigra structure","Stereotypic Movement Disorder","2"
"Substantia nigra structure","Pervasive Development Disorder","2"
"Substantia nigra structure","Liver diseases","2"
"Substantia nigra structure","Sudden infant death syndrome","2"
"Substantia nigra structure","Gardner Syndrome","2"
"Substantia nigra structure","Sequela of disorder","2"
"Structure of suprachiasmatic nucleus","Mood Disorders","2"
"Structure of suprachiasmatic nucleus","Bipolar Disorder","2"
"Structure of suprachiasmatic nucleus","Huntington Disease","2"
"Structure of suprachiasmatic nucleus","Gardner Syndrome","2"
"Structure of suprachiasmatic nucleus","Alzheimer's Disease","2"
"Structure of suprachiasmatic nucleus","Van der Woude syndrome","2"
"Structure of suprachiasmatic nucleus","Neurodegenerative Disorders","2"
"Structure of supraoptic nucleus","Spinal Cord Diseases","2"
"Tectum Mesencephali","Pituitary Diseases","2"
"Tectum Mesencephali","Gilles de la Tourette syndrome","2"
"Tectum Mesencephali","Timothy syndrome","2"
"Tegmentum Mesencephali","Pituitary Diseases","2"
"Tegmentum Mesencephali","Disorder of pineal gland","2"
"Tegmentum Mesencephali","Hashimoto Disease","2"
"Tegmentum Mesencephali","DISORDERS OF THE OPTIC NERVE","2"
"Tegmentum Mesencephali","Sturge-Weber Syndrome","2"
"Telencephalon","Depressive disorder","2"
"Telencephalon","Disorder nervous system","2"
"Telencephalon","Peripheral Arterial Diseases","2"
"Temporal Lobe","Gardner Syndrome","2"
"Temporal Lobe","Language Disorders","2"
"Temporal Lobe","Rett Syndrome","2"
"Temporal Lobe","Neurotoxicity Syndromes","2"
"Temporal Lobe","Cognition Disorders","2"
"Temporal Lobe","Norrie disease","2"
"Thalamic Nuclei","Hamartoma Syndrome, Multiple","2"
"Thalamic Nuclei","Retinal Diseases","2"
"Thalamic Nuclei","Down Syndrome","2"
"Thalamic Nuclei","Papillon-Lefevre Disease","2"
"Thalamic structure","Meconium Aspiration Syndrome","2"
"Thalamic structure","McCune-Albright Syndrome","2"
"Thalamic structure","Macrophage Activation Syndrome","2"
"Thalamic structure","Skin endocrine disorder","2"
"Thalamic structure","Creutzfeldt-Jakob Disease, Sporadic","2"
"Thalamic structure","Stereotypic Movement Disorder","2"
"Thalamic structure","Irritable Bowel Syndrome","2"
"Thalamic structure","Clinically isolated syndrome","2"
"Thalamic structure","Leigh Disease","2"
"Thalamic structure","Meningeal disorder","2"
"Thalamic structure","Sudden infant death syndrome","2"
"Thalamic structure","Eosinophilic disorder","2"
"Thalamic structure","Griscelli syndrome type 2","2"
"Thalamic structure","Allan-Herndon-Dudley syndrome","2"
"Thalamic structure","Chronic Fatigue Syndrome","2"
"Thalamic structure","Virus Diseases","2"
"Thalamic structure","Motor Neuron Disease","2"
"Thalamic structure","Basal Ganglia Diseases","2"
"Trigeminal Caudal Nucleus","Temporomandibular Joint Dysfunction Syndrome","2"
"Trigeminal Nuclei","Corneal Diseases","2"
"Trigeminal Nuclei","Sensitization (disorder)","2"
"Structure of trigeminal nerve spinal tract nucleus","cortex bone disorders","2"
"Structure of ventromedial hypothalamic nucleus","Mitral Valve Prolapse Syndrome","2"
"Structure of ventromedial hypothalamic nucleus","Pituitary Diseases","2"
"Vestibular Nerve","DISORDERS OF THE OPTIC NERVE","2"
"Vestibular nucleus structure","Retinal Diseases","2"
"Vestibular nucleus structure","Functional disorder","2"
"Visual Cortex","Sweet Syndrome","2"
"Visual Cortex","Melkersson-Rosenthal Syndrome","2"
"Visual Cortex","Myeloproliferative Syndrome, Transient","2"
"Visual Cortex","Migraine Disorders","2"
"Visual Cortex","Pervasive Development Disorder","2"
"Visual Cortex","Rabies (disorder)","2"
"Prosencephalon","Disease Progression","2"
"Prosencephalon","Seasonal Affective Disorder","2"
"Prosencephalon","Renal glomerular disease","2"
"Prosencephalon","Rubinstein-Taybi Syndrome","2"
"Prosencephalon","Bipolar Disorder","2"
"Prosencephalon","Neurodevelopmental disorder","2"
"Prosencephalon","Hashimoto Disease","2"
"Prosencephalon","Occlusion of artery (disorder)","2"
"Prosencephalon","Gardner Syndrome","2"
"Prosencephalon","Melkersson-Rosenthal Syndrome","2"
"Prosencephalon","Recurrent disease","2"
"Prosencephalon","Zika virus disease (disorder)","2"
"Prosencephalon","Brain Diseases","2"
"Prosencephalon","Stress Disorders, Traumatic","2"
"Prosencephalon","Ataxia as late effect of cerebrovascular disease","2"
"Dentate nucleus","Shy-Drager Syndrome","2"
"Lateral geniculate complex","Disorder of pineal gland","2"
"Lateral geniculate complex","Pyruvate Dehydrogenase Complex Deficiency Disease","2"
"Lateral geniculate complex","Neurodegenerative Disorders","2"
"Lateral geniculate complex","Alzheimer's Disease","2"
"Frontal operculum","cortex bone disorders","2"
"Lamina septum pellucidum","cortex bone disorders","2"
"Lateral ventricle structure","Immunologic Deficiency Syndromes","2"
"Lateral ventricle structure","Sweet Syndrome","2"
"Lateral ventricle structure","Niemann-Pick Disease, Type C","2"
"Lateral ventricle structure","Functional disorder","2"
"Lateral ventricle structure","Neurotoxicity Syndromes","2"
"Cerebral white matter structure","Cerebral Small Vessel Diseases","2"
"Cerebral white matter structure","Mild cognitive disorder","2"
"Cerebral white matter structure","Parkinson Disease","2"
"Cerebral white matter structure","DISORDERS OF THE OPTIC NERVE","2"
"Middle frontal gyrus structure","cortex bone disorders","2"
"Inferior frontal gyrus","Functional disorder","2"
"Precentral gyrus","Disorders, Mental","2"
"Precentral gyrus","Pervasive Development Disorder","2"
"Inferior parietal lobule","Mild cognitive disorder","2"
"Structure of angular gyrus","Pituitary Diseases","2"
"Structure of angular gyrus","Huntington Disease","2"
"Structure of angular gyrus","Bloom Syndrome","2"
"Structure of angular gyrus","Autism Spectrum Disorders","2"
"Structure of angular gyrus","Meningeal disorder","2"
"Structure of angular gyrus","Dystonia Disorders","2"
"Structure of angular gyrus","Seasonal Affective Disorder","2"
"Structure of dentate gyrus","Drug effect disorder","2"
"Structure of dentate gyrus","Syndrome","2"
"Structure of dentate gyrus","Hamartoma Syndrome, Multiple","2"
"Structure of dentate gyrus","neuropathology disease","2"
"Structure of dentate gyrus","Retinal Diseases","2"
"Structure of dentate gyrus","Pervasive Development Disorder","2"
"Structure of dentate gyrus","Cognition Disorders","2"
"Structure of dentate gyrus","Post-Traumatic Stress Disorder","2"
"Fimbria of hippocampus","Alzheimer's Disease","2"
"Structure of subiculum hippocampi","neuropathology disease","2"
"Structure of subiculum hippocampi","Bipolar Disorder","2"
"Structure of subiculum hippocampi","Functional disorder","2"
"Structure of subiculum hippocampi","Dementia due to Alzheimer's disease (disorder)","2"
"Structure of subiculum hippocampi","Recurrent disease","2"
"Corpus callosum splenium","Obsessive-Compulsive Disorder","2"
"Corpus callosum splenium","Disease Progression","2"
"Corpus callosum splenium","Bipolar Disorder","2"
"Corpus callosum splenium","Parkinson Disease","2"
"Structure of genu of corpus callosum","Autism Spectrum Disorders","2"
"Structure of genu of corpus callosum","Depressive disorder","2"
"Lamina Terminalis","cortex bone disorders","2"
"Lamina Terminalis","Tay-Sachs Disease","2"
"Lamina Terminalis","Polycystic Kidney Diseases","2"
"Structure of forceps minor","Melkersson-Rosenthal Syndrome","2"
"Posterior cerebral commissure","Inclusion body myositis (disorder)","2"
"Posterior cerebral commissure","Ataxia as late effect of cerebrovascular disease","2"
"Posterior cerebral commissure","Machado-Joseph Disease","2"
"Posterior cerebral commissure","Syndrome","2"
"Structure of supracallosal gyrus","Disorder of pineal gland","2"
"Structure of supracallosal gyrus","Spinal Cord Diseases","2"
"Fornix, Brain","Irritable Bowel Syndrome","2"
"Fornix, Brain","Mood Disorders","2"
"Fornix, Brain","Major Depressive Disorder","2"
"Fornix, Brain","Bipolar I disorder","2"
"Fornix, Brain","Bipolar Disorder","2"
"Fornix, Brain","Alzheimer's Disease","2"
"Fornix, Brain","Fragile X Syndrome","2"
"Structure of anterior commissure","Acute Chest Syndrome","2"
"Structure of anterior commissure","Alzheimer's Disease","2"
"Structure of anterior commissure","Hamartoma Syndrome, Multiple","2"
"Structure of anterior commissure","Recurrent disease","2"
"Structure of anterior commissure","Retinal Diseases","2"
"Internal capsule of brain","Parkinson Disease","2"
"Internal capsule of brain","Sensitization (disorder)","2"
"Internal capsule of brain","Cyclical vomiting syndrome (disorder)","2"
