"gene","disease","count"
"FAT wt Allele","cortex bone disorders","6"
"FAT wt Allele","Exercise","6"
"FAT wt Allele","Impaired glucose tolerance","6"
"FAT wt Allele","Lesion","6"
"FGF2 wt Allele","Ischemia","6"
"FGF2 wt Allele","Injury due to exposure to external cause","6"
"FLT3LG wt Allele","cortex bone disorders","6"
"FYN wt Allele","Lewy Body Disease","6"
"GNAI1 wt Allele","Chemosensitization/Potentiation","6"
"HP wt Allele","Oxidative Stress","6"
"HSPA5 wt Allele","Seizures","6"
"IFNAR1 wt Allele","Injury due to exposure to external cause","6"
"LIMS1 wt Allele","Shock from electric current","6"
"PARP1 wt Allele","Neurotoxicity Syndromes","6"
"PARP1 wt Allele","Methamphetamine","6"
"PIK3CA wt Allele","Reperfusion Injury","6"
"PIK3CA wt Allele","Forgetful","6"
"PIK3CA wt Allele","Spinal Cord Injuries","6"
"ROS1 wt Allele","Brain Injuries","6"
"RPS3 wt Allele","Spinal Cord Diseases","6"
"RTN4 wt Allele","Spinal Cord Diseases","6"
"SNCG wt Allele","Ischemia","6"
"SNCG wt Allele","Cerebrovascular accident","6"
"TNF wt Allele","Injury due to exposure to external cause","6"
"Gene Regulatory Networks","Puberty","6"
"ORAI1 Gene","Chorea Acanthocytosis Syndrome","6"
"VEGFA Gene","cortex bone disorders","6"
"VEGFA Gene","Epilepsy","6"
"XRCC6 Gene","Cerebral Infarction","6"
"XRCC6 Gene","Cerebral Ischemia","6"
"CISD1 Gene","Subarachnoid Hemorrhage","6"
"ZMYM2 Gene","Spastic syndrome","6"
"CFD Gene","Fleck corneal dystrophy","6"
"CFD Gene","Ventricular Fibrillation","6"
"CFD Gene","Ventricular Fibrillation by ECG Finding","6"
"DTL Gene","Spastic syndrome","6"
"GHRL Gene","Parkinson Disease","6"
"GHRL Gene","Cachexia","6"
"GHRL Gene","Functional disorder","6"
"GHRL Gene","Cerebral Infarction","6"
"GHRL Gene","Cerebral Ischemia","6"
"GHRL Gene","cortex bone disorders","6"
"GHRL Gene","Liver diseases","6"
"GHRL Gene","Subarachnoid Hemorrhage","6"
"GHRL Gene","Cocaine","6"
"GHRL Gene","Exercise","6"
"MTDH Gene","Astrocytoma","6"
"NLRP1 Gene","Cerebrovascular accident","6"
"NLRP1 Gene","Injury due to exposure to external cause","6"
"PRRT2 Gene","Malnutrition","6"
"RNH1 Gene","Cerebral Ischemia","6"
"RNH1 Gene","Reperfusion Injury","6"
"AIMP2 Gene","Paroxysmal kinesigenic choreoathetosis","6"
"AIMP2 Gene","cortex bone disorders","6"
"AIMP2 Gene","Toxic effect","6"
"AIMP2 Gene","Hypoxia","6"
"AIMP2 Gene","Cerebral Infarction","6"
"AIMP2 Gene","Cerebral Hemorrhage","6"
"RBFOX1 Gene","Neurodevelopmental disorder","6"
"RBFOX1 Gene","Autism Spectrum Disorders","6"
"RNF216 Gene","Subarachnoid Hemorrhage","6"
"IL23A wt Allele","Malignant Epithelial Cell","6"
"LMNA wt Allele","Seizures","6"
"PROM1 wt Allele","Glioma","6"
"Wild Type","Encephalitis","6"
"Wild Type","Walking","6"
"Wild Type","Contusions","6"
"Wild Type","Myocardial Infarction","6"
"Wild Type","Genetic Carriers","6"
"Wild Type","Status Epilepticus","6"
"Wild Type","Cold exposure","6"
"Wild Type","Reproduction","6"
"Wild Type","Multiple Sclerosis","6"
"Wild Type","Hereditary pancreatitis","6"
"Wild Type","Melkersson-Rosenthal Syndrome","6"
"Wild Type","Puberty","6"
"Wild Type","Neuralgia","6"
"Wild Type","Neuropathic pain","6"
"Wild Type","Paroxysmal kinesigenic choreoathetosis","6"
"Wild Type","Starvation","6"
"Wild Type","Virus Diseases","6"
"Wild Type","Down Syndrome","6"
"Wild Type","Tissue Adhesions","6"
"Wild Type","Hypothermia due to exposure","6"
"Wild Type","Impaired glucose tolerance","6"
"MBL2 wt Allele","Demyelination","6"
"CNTNAP2 wt Allele","Skin tag","6"
"PRNP wt Allele","Syndrome","6"
"PRNP wt Allele","Hypersensitivity","6"
"PRNP wt Allele","cortex bone disorders","6"
"PRNP wt Allele","Traumatic Brain Injury","6"
"HLA-DQA1 wt Allele","Hypersensitivity","6"
"VEGFA wt Allele","Brain Injuries","6"
"VEGFA wt Allele","cortex bone disorders","6"
"VEGFA wt Allele","Amyotrophic Lateral Sclerosis","6"
"VEGFA wt Allele","Epilepsy","6"
"IDS wt Allele","Congenital Abnormality","6"
"IDS wt Allele","Cessation of life","6"
"IDS wt Allele","Death (finding)","6"
"IKBKG wt Allele","Impaired health","6"
"IKBKG wt Allele","Chemosensitization/Potentiation","6"
"IKBKG wt Allele","Cessation of life","6"
"IKBKG wt Allele","Death (finding)","6"
"IKBKG wt Allele","Amyotrophic Lateral Sclerosis","6"
"IKBKG wt Allele","Lesion","6"
"IRF6 wt Allele","Alzheimer's Disease","6"
"IRF6 wt Allele","Premature Birth","6"
"IRF6 wt Allele","Parkinson Disease","6"
"IRF6 wt Allele","Body Weight","6"
"IRF6 wt Allele","Kidney Failure, Chronic","6"
"IRF6 wt Allele","Hypothermia, natural","6"
"IRF6 wt Allele","Hypothermia due to exposure","6"
"IRF6 wt Allele","Cerebral Infarction","6"
"IRF6 wt Allele","Cerebral Ischemia","6"
"IRF6 wt Allele","Impaired health","6"
"IRF6 wt Allele","Coitus","6"
"IRF6 wt Allele","Newborn (finding)","6"
"IRF6 wt Allele","Brain Injuries","6"
"IRF6 wt Allele","Septicemia","6"
"IRF6 wt Allele","Fever symptoms (finding)","6"
"IRF6 wt Allele","Primary acquired melanosis","6"
"IRF6 wt Allele","Traumatic Brain Injury","6"
"KDM6B wt Allele","Spinal Cord Injuries","6"
"KAL1 wt Allele","Kallmann Syndrome 1","6"
"MAPT wt Allele","Neoplasms - malignant","6"
"MAPT wt Allele","Hypercholesterolemia","6"
"MAPT wt Allele","Traumatic injury","6"
"MAPT wt Allele","Histopathology","6"
"MAPT wt Allele","Van der Woude syndrome","6"
"MAPT wt Allele","Shy-Drager Syndrome","6"
"MAPT wt Allele","Paroxysmal kinesigenic choreoathetosis","6"
"MAPT wt Allele","Schizophrenia","6"
"MAPT wt Allele","Neuroblastoma","6"
"MAPT wt Allele","Obesity","6"
"MAPT wt Allele","Cerebral Amyloid Angiopathy","6"
"MAPT wt Allele","Cerebrovascular Disorders","6"
"MAPT wt Allele","Pre-Eclampsia","6"
"MAPT wt Allele","Educational Status","6"
"MECP2 wt Allele","Anxiety","6"
"MID1 wt Allele","Meconium Aspiration Syndrome","6"
"MID1 wt Allele","McCune-Albright Syndrome","6"
"MID1 wt Allele","Macrophage Activation Syndrome","6"
"NLRP3 wt Allele","Injury due to exposure to external cause","6"
"NOD2 wt Allele","Hypersensitivity","6"
"NR5A1 wt Allele","Metabolic","6"
"NR5A1 wt Allele","Sex Behavior","6"
"PITX2 wt Allele","Signs and Symptoms","6"
"PITX2 wt Allele","Impaired health","6"
"PITX2 wt Allele","Methamphetamine","6"
"PITX2 wt Allele","Schizophrenia","6"
"PITX2 wt Allele","Parkinson Disease","6"
"PITX2 wt Allele","Dependence","6"
"PITX2 wt Allele","Fear","6"
"PITX2 wt Allele","Van der Woude syndrome","6"
"PITX2 wt Allele","Pathogenesis","6"
"PITX2 wt Allele","Amyotrophic Lateral Sclerosis","6"
"CRHR1 wt Allele","Cocaine","6"
"CRHR1 wt Allele","Ethanol","6"
"CRHR1 wt Allele","Anxiety","6"
"ATP7A wt Allele","Pathology processes","6"
"SH2D1A wt Allele","Hypercapnia","6"
"SH2D1A wt Allele","Cardiac Arrhythmia","6"
"STS wt Allele","Eosinophilic esophagitis","6"
"STS wt Allele","Leigh Disease","6"
"STS wt Allele","Epidermodysplasia Verruciformis","6"
"TARDBP wt Allele","Senile Plaques","6"
"TARDBP wt Allele","Lewy Body Disease","6"
"TARDBP wt Allele","Presenile dementia","6"
"FBN1 wt Allele","Coitus","6"
"FBN1 wt Allele","Anoxia","6"
"FBN1 wt Allele","Weight Gain","6"
"FBN1 wt Allele","Traumatic Brain Injury","6"
"FBN1 wt Allele","Adiposity","6"
"FBN1 wt Allele","Oxidative Stress","6"
"FBN1 wt Allele","Physical activity","6"
"ARHGEF28 gene","Feline urological syndrome","6"
"MIR145 wt Allele","Cell Invasion","6"
"MIR203 wt Allele","Cerebral Infarction","6"
"F2 wt Allele","cortex bone disorders","6"
"F2 wt Allele","Schizophrenia","6"
"CARD8 wt Allele","Parkinsonian Disorders","6"
"CARD8 wt Allele","Neurodegenerative Disorders","6"
"CARD8 wt Allele","Schizophrenia","6"
"CFD wt Allele","Ventricular Fibrillation","6"
"CFD wt Allele","Ventricular Fibrillation by ECG Finding","6"
"MTCP1NB wt Allele","cortex bone disorders","6"
"CLU wt Allele","Infarction","6"
"FANCA wt Allele","Amyotrophic Lateral Sclerosis","6"
"FANCA wt Allele","Cholangiocarcinoma","6"
"Haploinsufficiency","Impaired cognition","6"
"Haploinsufficiency","Impaired health","6"
"Haploinsufficiency","Neurodevelopmental disorder","6"
"Haploinsufficiency","22q13.3 Deletion Syndrome","6"
"NEFL wt Allele","Nerve Degeneration","6"
"RB1CC1 wt Allele","Adenomatous Polyposis Coli","6"
"HTT wt Allele","Congenital Abnormality","6"
"HTT wt Allele","neuropathology disease","6"
"HTT wt Allele","Cessation of life","6"
"HTT wt Allele","Death (finding)","6"
"HTT wt Allele","Malnutrition","6"
"HTT wt Allele","Abnormal degeneration","6"
"HTT wt Allele","biologic degeneration","6"
"HTT wt Allele","Multiple Endocrine Neoplasia","6"
"HTT wt Allele","DEPRESSION MENTAL","6"
"HTT wt Allele","Depressive disorder","6"
"HTT wt Allele","Cancer patients and suicide and depression","6"
"MYCBP2 wt Allele","Van der Woude syndrome","6"
"PARK2 wt Allele","Malnutrition","6"
"PPARA wt Allele","Oxidative Stress","6"
"RASA1 wt Allele","Fear","6"
"RASA1 wt Allele","Cessation of life","6"
"RASA1 wt Allele","Death (finding)","6"
"RASA1 wt Allele","Metabolic","6"
"RASA1 wt Allele","Cerebrovascular accident","6"
"RASA1 wt Allele","Methamphetamine","6"
"RASA1 wt Allele","Polycythemia Vera","6"
"TP63 wt Allele","Dental Plaque","6"
"TP63 wt Allele","Cutaneous plaque","6"
"TP63 wt Allele","Senile Plaques","6"
"TP63 wt Allele","Impaired cognition","6"
"BCL11B wt Allele","cortex bone disorders","6"
"FOXD3 wt Allele","Senile Plaques","6"
"FOXD3 wt Allele","Malnutrition","6"
"FOXD3 wt Allele","Absence Epilepsy","6"
"FOXD3 wt Allele","Ethanol","6"
"DENR wt Allele","Diabetic Retinopathy","6"
"DDIT3 wt Allele","Cessation of life","6"
"DDIT3 wt Allele","Death (finding)","6"
"DDIT3 wt Allele","Cell Death","6"
"DDIT3 wt Allele","Oxidative Stress","6"
"MALAT1 wt Allele","Neuralgia","6"
"MALAT1 wt Allele","Neuropathic pain","6"
"MALAT1 wt Allele","Channelopathies","6"
"BRD4 wt Allele","Methamphetamine","6"
"MAFK wt Allele","Malnutrition","6"
"ADIPOQ wt Allele","Ischemia","6"
"ADIPOQ wt Allele","DEPRESSION MENTAL","6"
"ADIPOQ wt Allele","Depressive disorder","6"
"ADIPOQ wt Allele","Cancer patients and suicide and depression","6"
"LEP wt Allele","Posttransfusion purpura","6"
"PSEN1 wt Allele","Lesion","6"
"PSEN1 wt Allele","Hypersensitivity","6"
"PSEN1 wt Allele","Obstetric Delivery","6"
"DKK1 wt Allele","Infection","6"
"HSPG2 wt Allele","Hypersensitivity","6"
"CUX1 wt Allele","Spinal Cord Diseases","6"
"CUX1 wt Allele","neuropathology disease","6"
"CUX1 wt Allele","Neurotoxicity Syndromes","6"
"CUX1 wt Allele","Bone pain","6"
"PSME3 wt Allele","Hyperplasia","6"
"CD55 wt Allele","Tinnitus","6"
"CD55 wt Allele","Parkinson Disease","6"
"CD55 wt Allele","biologic degeneration","6"
"NR4A3 wt Allele","Cessation of life","6"
"NR4A3 wt Allele","Death (finding)","6"
"NR4A3 wt Allele","Amyotrophic Lateral Sclerosis","6"
"NR4A3 wt Allele","Infarction","6"
"NR4A3 wt Allele","Pathology processes","6"
"NR4A3 wt Allele","Parkinson Disease","6"
"NR4A3 wt Allele","Cerebrovascular accident","6"
"NR4A3 wt Allele","Abnormal degeneration","6"
"NR4A3 wt Allele","biologic degeneration","6"
"NR4A3 wt Allele","Functional disorder","6"
"NR4A3 wt Allele","Methamphetamine","6"
"NR4A3 wt Allele","Transient Ischemic Attack","6"
"NR4A3 wt Allele","Transient Cerebral Ischemia","6"
"CD274 wt Allele","Ethanol","6"
"YAP1 wt Allele","Necrosis","6"
"AIMP2 wt Allele","Paroxysmal kinesigenic choreoathetosis","6"
"AIMP2 wt Allele","cortex bone disorders","6"
"AIMP2 wt Allele","Hypoxia","6"
"AIMP2 wt Allele","Cerebral Infarction","6"
"AIMP2 wt Allele","Cerebral Hemorrhage","6"
"TFPI wt Allele","Epilepsy","6"
"CDH11 wt Allele","Posttransfusion purpura","6"
"ELL wt Allele","Autistic Disorder","6"
"ELL wt Allele","Cerebrovascular accident","6"
"ELL wt Allele","Metabolic Syndrome X","6"
"ELL wt Allele","Abnormal behavior","6"
"ELL wt Allele","Test Result","6"
"ELL wt Allele","Pathology processes","6"
"PRF1 wt Allele","Hypersensitivity","6"
"SBDS wt Allele","cortex bone disorders","6"
"SDHB wt Allele","Impaired health","6"
"SDHB wt Allele","Chemosensitization/Potentiation","6"
"SDHB wt Allele","Cessation of life","6"
"SDHB wt Allele","Death (finding)","6"
"SDHB wt Allele","Amyotrophic Lateral Sclerosis","6"
"SDHB wt Allele","Lesion","6"
"ZMYM2 wt Allele","Spastic syndrome","6"
"CNBP wt Allele","Dystrophia Myotonica 2","6"
"KL wt Allele","Impaired cognition","6"
"S100B wt Allele","Physical shape","6"
"S100B wt Allele","Infarction","6"
"GRIN2A wt Allele","Cell Death","6"
"GRIN2A wt Allele","Neurotoxicity Syndromes","6"
"GRIN2A wt Allele","Impaired health","6"
"GRIN2A wt Allele","Impaired cognition","6"
"GRIN2A wt Allele","Landau-Kleffner Syndrome","6"
"PHGDH wt Allele","Schizophrenia","6"
"PHGDH wt Allele","Neuroblastoma","6"
"EGR1 wt Allele","Hypothyroidism","6"
"S100A6 wt Allele","Physical shape","6"
"S100A1 wt Allele","Physical shape","6"
"SH3PXD2A wt Allele","Gill structure","6"
"SH3PXD2A wt Allele","Liver diseases","6"
"SH3PXD2A wt Allele","Malnutrition","6"
"SH3PXD2A wt Allele","Parkinson Disease","6"
"SH3PXD2A wt Allele","Ethanol","6"
"FUBP1 wt Allele","Anoxia","6"
"ID1 wt Allele","Intellectual Disability","6"
"CLCF1 wt Allele","Fear","6"
"GBA wt Allele","Impaired cognition","6"
"GBA wt Allele","Toxic effect","6"
"SLC12A2 wt Allele","Brain Diseases","6"
"SLC12A2 wt Allele","Anoxia","6"
"ELANE wt Allele","Inflammation","6"
"ELANE wt Allele","Cessation of life","6"
"ELANE wt Allele","Death (finding)","6"
"ELANE wt Allele","Malnutrition","6"
"ELANE wt Allele","Traumatic Brain Injury","6"
"ELANE wt Allele","Glucocorticoid-remediable aldosteronism","6"
"NLRP1 wt Allele","Cessation of life","6"
"NLRP1 wt Allele","Death (finding)","6"
"SCN1A wt Allele","Febrile Convulsions","6"
"GRIN2B wt Allele","Cerebral Palsy","6"
"GRIN2B wt Allele","Lesion","6"
"GRIN2B wt Allele","Test Result","6"
"GRIN2B wt Allele","Anxiety","6"
"GRIN2B wt Allele","Allodynia","6"
"GRIN2B wt Allele","Memory impairment","6"
"TNFAIP1 wt Allele","Cerebral Palsy","6"
"DTL wt Allele","Spastic syndrome","6"
"PPFIBP1 wt Allele","Lesion","6"
"PPFIBP1 wt Allele","Hypersensitivity","6"
"MMP10 wt Allele","Inflammation","6"
"SLC4A1 wt Allele","Hereditary pancreatitis","6"
"SLC4A1 wt Allele","Hyperplastic Polyp","6"
"SLC4A3 wt Allele","Metabolic acidosis","6"
"SQSTM1 wt Allele","Neurodegenerative Disorders","6"
"SQSTM1 wt Allele","Frontotemporal Lobar Degeneration","6"
"SQSTM1 wt Allele","Frontotemporal dementia","6"
"SQSTM1 wt Allele","Lesion","6"
"SQSTM1 wt Allele","Physical shape","6"
"SQSTM1 wt Allele","Body Weight","6"
"SQSTM1 wt Allele","Neurotoxicity Syndromes","6"
"CYP27A1 wt Allele","Tuberous Sclerosis","6"
"CR2 wt Allele","Malnutrition","6"
"CR2 wt Allele","Tinnitus","6"
"GGH wt Allele","Hypoglycemia","6"
"B3GAT1 wt Allele","Lesion","6"
"HDAC9 wt Allele","Neurodegenerative Disorders","6"
"EIF4E wt Allele","Rubinstein-Taybi Syndrome","6"
"PRRT2 wt Allele","Injury due to exposure to external cause","6"
"PRRT2 wt Allele","Dental Plaque","6"
"PRRT2 wt Allele","Cutaneous plaque","6"
"PRRT2 wt Allele","Senile Plaques","6"
"PRRT2 wt Allele","Acidosis","6"
"AKT1S1 wt Allele","Primary amyloidosis","6"
"CD163 wt Allele","Cerebral Hemorrhage","6"
"MTR wt Allele","Functional disorder","6"
"MTR wt Allele","Sex Behavior","6"
"CDK5R1 wt Allele","Hypoxia","6"
"CDK5R1 wt Allele","Cell Death","6"
"CDK5R1 wt Allele","Ischemia","6"
"NOS2 wt Allele","Injury due to exposure to external cause","6"
"DST wt Allele","Malnutrition","6"
"DST wt Allele","Hypersensitivity","6"
"DST wt Allele","At risk for violence","6"
"DST wt Allele","At risk of injury","6"
"DST wt Allele","At risk for deficient fluid volume","6"
"DST wt Allele","Neurotoxicity Syndromes","6"
"DDIT4 wt Allele","Cessation of life","6"
"DDIT4 wt Allele","Death (finding)","6"
"ASAH1 wt Allele","Malnutrition","6"
"ASAH1 wt Allele","cortex bone disorders","6"
"ASAH1 wt Allele","Traumatic Brain Injury","6"
"THBD wt Allele","Impaired health","6"
"THBD wt Allele","Gilles de la Tourette syndrome","6"
"THBD wt Allele","Tricuspid Valve Stenosis","6"
"THBD wt Allele","Tuberous Sclerosis","6"
"THBD wt Allele","Timothy syndrome","6"
"CD69 wt Allele","Hyperglycemia","6"
"CD69 wt Allele","Sepsis","6"
"CD69 wt Allele","Post-Traumatic Stress Disorder","6"
"CD69 wt Allele","Transient Cerebral Ischemia","6"
"CD69 wt Allele","Tauopathies","6"
"CD69 wt Allele","Insulin Resistance","6"
"CD69 wt Allele","Ototoxicity","6"
"CD69 wt Allele","Intoxication","6"
"CD69 wt Allele","Nervousness","6"
"CD69 wt Allele","Hypertensive disease","6"
"CD69 wt Allele","Sensitization (disorder)","6"
"CD69 wt Allele","Complication","6"
"CD69 wt Allele","Shy-Drager Syndrome","6"
"CD69 wt Allele","Spinal Muscular Atrophy","6"
"AKR1C1 wt Allele","Frontotemporal Lobar Degeneration","6"
"AKR1C1 wt Allele","Bronchioloalveolar adenocarcinoma","6"
"AKR1C1 wt Allele","Hip Dislocation, Congenital","6"
"PCYT1A wt Allele","Infarction","6"
"PCYT1A wt Allele","Impaired health","6"
"PCYT1A wt Allele","Schizophrenia","6"
"PCYT1A wt Allele","Interstitial Cystitis","6"
"CD8A wt Allele","Inflammation","6"
"CD8A wt Allele","Demyelination","6"
"PADI4 wt Allele","Lesion","6"
"PADI4 wt Allele","cortex bone disorders","6"
"PADI4 wt Allele","Withdrawal","6"
"PADI4 wt Allele","Spinal Cord Diseases","6"
"FMOD wt Allele","Coitus","6"
"FMOD wt Allele","Sex Behavior","6"
"PROC wt Allele","Paroxysmal kinesigenic choreoathetosis","6"
"PROC wt Allele","Newborn (finding)","6"
"PROC wt Allele","Brain Injuries","6"
"PROC wt Allele","Pathology processes","6"
"PROC wt Allele","Cerebrovascular accident","6"
"PROC wt Allele","Mycosis Fungoides","6"
"PROC wt Allele","Hashimoto Disease","6"
"PROC wt Allele","Cardiac Arrest","6"
"PROC wt Allele","Aortic Valve Insufficiency","6"
"PROC wt Allele","Adverse reactions","6"
"ATG5 wt Allele","Injury due to exposure to external cause","6"
"UBA2 wt Allele","Multiple Sclerosis","6"
"POSTN wt Allele","Injury due to exposure to external cause","6"
"POSTN wt Allele","Hypersensitivity","6"
"POSTN wt Allele","Alzheimer's Disease","6"
"KHDRBS1 wt Allele","Neurodegenerative Disorders","6"
"KHDRBS1 wt Allele","Spinal Cord Diseases","6"
"KHDRBS1 wt Allele","Frontotemporal dementia","6"
"KHDRBS1 wt Allele","Abnormal degeneration","6"
"KHDRBS1 wt Allele","biologic degeneration","6"
"KHDRBS1 wt Allele","Neurotoxicity Syndromes","6"
"PARK7 wt Allele","Cerebral Ischemia","6"
"FOLR2 wt Allele","Anoxia","6"
"SGPL1 wt Allele","Basal cell carcinoma","6"
"APOE*4 Allele","Neurofibrillary degeneration (morphologic abnormality)","6"
"Clustered Regularly Interspaced Short Palindromic Repeats","Disorder nervous system","6"
"AKR1A1 wt Allele","Signs and Symptoms","6"
"AKR1A1 wt Allele","Swimming","6"
"AKR1A1 wt Allele","Forgetful","6"
"GPER wt Allele","Parkinson Disease","6"
"KRT17 wt Allele","Paroxysmal kinesigenic choreoathetosis","6"
"KRT17 wt Allele","Newborn (finding)","6"
"KRT17 wt Allele","Pathology processes","6"
"KRT17 wt Allele","Physical shape","6"
"KRT17 wt Allele","Cerebrovascular accident","6"
"KRT17 wt Allele","Mycosis Fungoides","6"
"KRT17 wt Allele","Hashimoto Disease","6"
"KRT17 wt Allele","Cardiac Arrest","6"
"KRT17 wt Allele","Aortic Valve Insufficiency","6"
"KRT17 wt Allele","Adverse reactions","6"
"FLNA wt Allele","Alzheimer's Disease","6"
"FLNA wt Allele","biologic degeneration","6"
"PDZK1 wt Allele","Hypoglycemic Agents","6"
"PODXL wt Allele","Paroxysmal kinesigenic choreoathetosis","6"
"PODXL wt Allele","Newborn (finding)","6"
"PODXL wt Allele","Pathology processes","6"
"PODXL wt Allele","Physical shape","6"
"PODXL wt Allele","Cerebrovascular accident","6"
"PODXL wt Allele","Mycosis Fungoides","6"
"PODXL wt Allele","Hashimoto Disease","6"
"PODXL wt Allele","Cardiac Arrest","6"
"PODXL wt Allele","Aortic Valve Insufficiency","6"
"PODXL wt Allele","Adverse reactions","6"
"LRP2 wt Allele","Tremor","6"
"BAG3 wt Allele","Oxidative Stress","6"
"BAG3 wt Allele","Feline urological syndrome","6"
"CISD1 wt Allele","Subarachnoid Hemorrhage","6"
"HCRT wt Allele","Xanthomatosis, Cerebrotendinous","6"
"FAM49B wt Allele","Neuroblastoma","6"
"CPA1 wt Allele","Neurotoxicity Syndromes","6"
"IL1RL1 wt Allele","Inflammation","6"
"IAPP wt Allele","Pancreatic Diseases","6"
"IAPP wt Allele","Diabetes","6"
"IAPP wt Allele","Pathology processes","6"
"TBX4 wt Allele","Senile Plaques","6"
"SLC6A3 wt Allele","Hypersensitivity","6"
"RPL5 wt Allele","Nerve injury","6"
"RPL5 wt Allele","Physical shape","6"
"SLC6A4 wt Allele","Pathogenesis","6"
"HPX wt Allele","Hypoxia","6"
"HTR1A wt Allele","Hypothermia, natural","6"
"HTR1A wt Allele","Hypothermia due to exposure","6"
"AGER wt Allele","Neurotoxicity Syndromes","6"
"SPARCL1 wt Allele","Balkan Nephropathy","6"
