"brainregion","mental","count"
"Lateral habenular nucleus","Mood Disorders","4"
"Prosencephalon","Consensus","4"
"Red nucleus structure","Mental association","4"
"sensory cortex","Attention","4"
"Entire medulla oblongata","Physical activity","4"
"Structure of forceps minor","Psychological inhibition","4"
"Structure of ventral posteromedial nucleus of thalamus","At risk for activity intolerance","4"
"Structure of central sulcus","Auditory area","4"
"Lateral Dorsal Nucleus","Projection Defense Mechanism","4"
"Medial nucleus of habenula","Mental association","4"
"Substantia nigra structure","Sleep","4"
"Cerebral Peduncle","Period, Critical (Psychology)","4"
"Structure of locus ceruleus","Mediation","4"
"Structure of supraoptic nucleus","Fasting","4"
"Structure of locus ceruleus","Social Interaction","4"
"Structure of entorhinal cortex","Comprehension","4"
"Brain Stem","sharing","4"
"Prosencephalon","Avoidance","4"
"Substantia innominata","Coitus","4"
"Pyramidal Cells","Addictive Behavior","4"
"Structure of dentate gyrus","prepulse inhibition activity","4"
"Cerebral cortex","Sound discrimination","4"
"External capsule","Ethanol","4"
"Olfactory Pathways","Projection Defense Mechanism","4"
"Medial Septal Nucleus","Amnesia","4"
"Prosencephalon","Mental Processes","4"
"Cerebellar flocculus","Communication Response","4"
"Dentate nucleus","Psychological inhibition","4"
"Neocortex","Thinking, function","4"
"Area striata structure","Fear","4"
"Parahippocampal gyrus, anterior division (PHa)","At risk for imbalanced body temperature","4"
"Amygdaloid structure","High risk of","4"
"Cerebral hemisphere structure (body structure)","Tremor","4"
"Structure of paraventricular nucleus","Learning","4"
"Pars Compacta","Memory","4"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Response to stimulus physiology","4"
"Genus Hippocampus","Visual Suppression","4"
"Hypothalamic Area, Lateral","Appetitive Behavior","4"
"Neocortex","Powers (Psychology)","4"
"Olfactory tubercle","Fasting","4"
"Pituitary Gland","Mental association","4"
"Lateral geniculate complex","Perception","4"
"Fornix, Brain","Performance","4"
"Genus Hippocampus","Choice Behavior","4"
"Structure of prerubral area","Eye Movements","4"
"Parasubiculum","Communication Response","4"
"Lateral habenular nucleus","Motivation","4"
"Reticular Formation","Withdrawal","4"
"Cerebral cortex","Hallucinations, Visual","4"
"Entire lateral geniculate body","Period, Critical (Psychology)","4"
"CA3 field","memory process","4"
"Superior temporal gyrus","Speech","4"
"Structure of anterior commissure","Sex Behavior","4"
"Pedunculopontine Tegmental Nucleus","Avoidance","4"
"Medulla Oblongata","Communication","4"
"Sensorimotor Cortex","Physical Contact","4"
"Caudate nucleus structure","Decision Making","4"
"Cochlear nucleus structure","Period, Critical (Psychology)","4"
"Midbrain structure","Vertigo","4"
"Parvicellular reticular nucleus","Like","4"
"Substantia Nigra Pars Reticulata","Stress","4"
"Nucleus Accumbens","Body Weight","4"
"Substantia nigra structure","Catalepsy","4"
"Medial Dorsal Nucleus","Attention","4"
"Dorsal Nucleus Raphe","Drinking (function)","4"
"Thalamic Nuclei","Involvement with","4"
"Stria medullaris","Feedback - system communication","4"
"Cerebral hemisphere structure (body structure)","Dental caries","4"
"Structure of lateral olfactory gyrus","Perception","4"
"Acoustic nerve","Performance","4"
"Parahippocampal gyrus, anterior division (PHa)","At risk for impaired skin integrity","4"
"Brodmann area 35","Cognitive information processing","4"
"Pituitary Gland","Handlings (Psychology)","4"
"Lateral occipitotemporal gyrus","Autistic Disorder","4"
"Structure of central sulcus","Powers (Psychology)","4"
"Amygdaloid structure","Heroin","4"
"Paratenial Nucleus","Behavior","4"
"Entire pituitary pars tuberalis","Mental concentration","4"
"Cerebral Ventricles","smell perception","4"
"Structure of lateral preoptic nucleus","Psychological inhibition","4"
"Superior temporal gyrus","Attention","4"
"Ventral Posterior Nucleus","Pain","4"
"Red nucleus structure","Ethanol","4"
"Entire substantia nigra","Social Role","4"
"CA1 field","Perseveration","4"
"Structure of superior longitudinal fasciculus","Cognition","4"
"Structure of dentate gyrus","Social isolation","4"
"Pineal gland","Reproduction","4"
"Auditory area","Sex Behavior","4"
"Structure of paraventricular nucleus of thalamus","Reversal Learning","4"
"Brain Stem","Attribution","4"
"Substantia nigra structure","Depressed mood","4"
"Basal Ganglia","Vocalization (finding)","4"
"CA1 field","Abstract thinking ability","4"
"Nucleus Accumbens","Autistic Disorder","4"
"Neocortex","Selective inattention","4"
"Cochlear outer hair cell","Involvement with","4"
"Corpus striatum structure","Drug seeking behavior","4"
"Inferior olivary nucleus","Fasting","4"
"Periamygdaloid Area","Like","4"
"Structure of reticular formation of midbrain","Sleep","4"
"Parietal operculum cortex (PO)","Like","4"
"Structure of forceps minor","Projection Defense Mechanism","4"
"Nucleus solitarius","Conditionings (Psychology)","4"
"Area striata structure","Interested","4"
"Hypothalamic Area, Lateral","Licking","3"
"Optic Chiasms","Psychological inhibition","3"
"Hypothalamic structure","Territorial aggression","3"
"Epithalamic structure","Ethanol","3"
"Type 1 vestibular sensory cell","Auditory Threshold","3"
"Brodmann area 35","Memory impairment","3"
"Set of basolateral nuclei of amygdala","Aggressive behavior","3"
"Lobe, Frontal","Reaching","3"
"Structure of subthalamic nucleus","Mental association","3"
"Parietal Lobe","smell perception","3"
"Cerebri, Crus","Communication Response","3"
"Thalamic Nuclei","Play","3"
"Acoustic nerve","Auditory Threshold","3"
"Pars Compacta","Psychological suppression","3"
"CA1 field","Uncertainty","3"
"Tectum Mesencephali","Recognition (Psychology)","3"
"Trigeminal Caudal Nucleus","Psychological inhibition","3"
"Trigeminal Nuclei","Attack behavior","3"
"Cerebellum","Behaviors, Feeding","3"
"Structure of supramammillary nucleus","Social Interaction","3"
"Extrapyramidal system","Absence of pain sensation","3"
"Cerebral cortex","Narration","3"
"Cerebellar Nuclei","Play","3"
"Dorsal Septal Nucleus","Performance","3"
"Structure of subthalamic nucleus","Memory","3"
"Set of basolateral nuclei of amygdala","Attention","3"
"Lobe, Frontal","Visual learning","3"
"Caudal pontine reticular nucleus","Behavior","3"
"Structure of suprachiasmatic nucleus","Experience","3"
"Brain Stem","Habituation, Psychophysiologic","3"
"Lateral Septal Nucleus","Eye Movements","3"
"Structure of forceps minor","Hyperactive behavior","3"
"Structure of fasciolar gyrus","Feedback - evaluative response process","3"
"Basal Ganglia","Licking","3"
"Structure of inferior longitudinal fasciculus","Social Role","3"
"Pedunculopontine Tegmental Nucleus","Physical Contact","3"
"Structure of locus ceruleus","unresponsive behavior","3"
"Nucleus solitarius","Communication","3"
"Ventral Tegmental Area","Stereotyped Behavior","3"
"Reticular activating system","Cognition","3"
"Structure of olfactory bulb","Discrimination Learning","3"
"Structure of superior temporal sulcus","Perseveration","3"
"Caudate nucleus structure","Avoidance","3"
"Prefrontal Cortex","Vision","3"
"Reticular formation of pons","Fasting","3"
"External capsule","Cocaine","3"
"Tuberomammillary Nucleus","Stress","3"
"Structure of angular gyrus","Marijuana Abuse","3"
"Structure of nucleus cuneatus","Reaching","3"
"Nucleus Accumbens","behavioral response to cocaine","3"
"Structure of superior temporal sulcus","Perception","3"
"Amygdaloid structure","Awareness","3"
"CA1 field","Association Learning","3"
"Temporal Lobe","Visual Fields","3"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Success","3"
"Nucleus Accumbens","Binge eating disorder","3"
"BRAIN, HIPPOCAMPUS","Travel","3"
"Pretectal nucleus","Social Role","3"
"Brain Stem","Avoidance","3"
"Ventral Tegmental Area","Avoidance Learning","3"
"Rostrotemporal auditory area","Performance","3"
"Genus Hippocampus","active state","3"
"BRAIN, HIPPOCAMPUS","Vocalization (finding)","3"
"Structure of nucleus prepositus","Mental concentration","3"
"Posteroventral cochlear nucleus","Projection Defense Mechanism","3"
"Cerebral cortex","Sound Localization","3"
"Ventral Posterolateral Nucleus","Behavior","3"
"Structure of middle temporal gyrus","Recognition (Psychology)","3"
"Cortex, Primary Motor","Behavioral change","3"
"Hypothalamic structure","Ejaculation","3"
"Median eminence of hypothalamus","Prepuberty","3"
"Pontine nuclei","Anxiety","3"
"Structure of endopeduncular nucleus","Methamphetamine","3"
"Oculomotor nucleus","Vision","3"
"Hypothalamic Area, Lateral","Thirst","3"
"Neocortex","Executive Function","3"
"Prefrontal Cortex","Visual Suppression","3"
"Structure of superior temporal sulcus","Cocaine","3"
"sensory cortex","Sensory Deprivation","3"
"Set of basolateral nuclei of amygdala","Retentions (Psychology)","3"
"Structure of dentate gyrus","Cognitive Flexibility","3"
"Ventral Posterior Nucleus","Perinatal risk","3"
"Posterior Thalamic Nuclei","Behavior","3"
"Medulla Oblongata","Auditory area","3"
"Structure of nucleus infundibularis hypothalami","Virgin","3"
"Basal Forebrain","Smoking","3"
"Bundle, Predorsal","Psychological suppression","3"
"Gigantocellular nucleus","Intrinsic drive","3"
"Amygdalar Nucleus, Medial","Like","3"
"Marginal Sulcus","Sets (Psychology)","3"
"Diagonal Band of Broca","Sex Behavior","3"
"Marginal Sulcus","Experience","3"
"Posterior cerebral commissure","Response to stimulus physiology","3"
"Linear nucleus","Coitus","3"
"Lentiform nucleus structure","Projection Defense Mechanism","3"
"Cochlear Nerve","Sex Behavior","3"
"Cerebral hemisphere structure (body structure)","Postoperative confusion","3"
"Structure of entorhinal cortex","Sleep","3"
"Pars Compacta","Sex Behavior","3"
"CA3 field","Avoidance Learning","3"
"Lateral tuberal nuclei","Communication Response","3"
"Complex, Superior Olivary","Behavior","3"
"Thalamic structure","Licking","3"
"BRAIN, HIPPOCAMPUS","Impairment of registration","3"
"Neostriatum","Exploratory Behavior","3"
"Cerebellum","Mood Disorders","3"
"Orbitofrontal cortex","Absence of pain sensation","3"
"Superior colliculus of corpora quadrigemina","Psychological Transfer","3"
"Metencephalon","Sad mood","3"
"Tectospinal tract of medulla","DEPRESSION MENTAL","3"
"Medulla Oblongata","Chronic pain","3"
"Perforant Pathway","Ethanol","3"
"Cerebral cortex","Crowding","3"
"Structure of Forel's H2 bundle","Psychological inhibition","3"
"Parafascicular Thalamic Nucleus","prepulse inhibition activity","3"
"CA1 field","Learning ability","3"
"Parahippocampal Gyrus","Behavior","3"
"Set of basolateral nuclei of amygdala","Body Weight","3"
"Structure of dentate gyrus","Attention","3"
"Tectopontine fibers","Gilles de la Tourette syndrome","3"
"Structure of diencephalon","Abnormal behavior","3"
"Structure of paraventricular nucleus of thalamus","Mood Disorders","3"
"Cerebral Peduncle","Psychological suppression","3"
"Medulla Oblongata","Physiologic Thermoregulation","3"
"Auditory Hair Cell","Performance","3"
"Prefrontal Cortex","Eating","3"
"Thalamic structure","Running","3"
"Corpus Callosum","Hyperactive behavior","3"
"Medial Dorsal Nucleus","Executive Function","3"
"Nucleus, Anterior Olfactory","Feedback - system communication","3"
"Tectospinal tract of medulla","Projection Defense Mechanism","3"
"CA2 field","Ability to interact with others","3"
"Entire olivary body","Like","3"
"Purkinje Cells","Auditory pitch","3"
"Hypothalamic structure","Current non-drinker of alcohol","3"
"Substantia nigra structure","Addictive Behavior","3"
"Structure of putamen","Mental concentration","3"
"Cerebrum","DEPRESSION MENTAL","3"
"Cerebral cortex","Sustained attention","3"
"Posterolateral auditory cortex","Attribution","3"
"Cortex, Primary Motor","Vocalization (finding)","3"
"Medulla Oblongata","Success","3"
"Entire medulla oblongata","Speech reception threshold","3"
"Structure of parieto-occipital fissure","At risk for violence","3"
"Structure of superior temporal sulcus","Discrimination","3"
"Posterior superior ansiform lobule of cerebellum","Autistic Disorder","3"
"Nucleus of anterior commissure","Emotions","3"
"Tectospinal tract of medulla","Like","3"
"Marginal Sulcus","High risk of","3"
"Lateral habenular nucleus","Cognition","3"
"Cerebral cortex","Personal priorities","3"
"Structure of thalamic reticular nucleus","Fasting","3"
"Lobe, Frontal","Pain","3"
"Genus Hippocampus","Steady","3"
"Structure of central sulcus","Incentives","3"
"Pedunculopontine Tegmental Nucleus","Learning","3"
"Structure of endopeduncular nucleus","Conditionings (Psychology)","3"
"Caudal pontine reticular nucleus","DEPRESSION MENTAL","3"
"Structure of superior temporal sulcus","Social Role","3"
"Superior temporal gyrus","Behavior","3"
"Entire thalamic reticular nucleus","Fasting","3"
"Tract, Extrapyramidal","Absence of pain sensation","3"
"Structure of olfactory bulb","Gilles de la Tourette syndrome","3"
"Basal Nucleus of Meynert","Play","3"
"Genus Hippocampus","Behaviors, Feeding","3"
"Sensorimotor Cortex","Mental concentration","3"
"Pituitary Gland","Memory","3"
"Limbic System","Unipolar Depression","3"
"Brodmann area 18","Vision Disparity","3"
"Lateral superior olivary nucleus","Performance","3"
"Pontine nuclei","Play","3"
"Lateral Dorsal Nucleus","Stress","3"
"Structure of locus ceruleus","Drug seeking behavior","3"
"Entire thalamic reticular nucleus","Fear","3"
"Auditory Hair Cell","Psychological suppression","3"
"Paleocortex","Sensory Process","3"
"Structure of central sulcus","Experience","3"
"Ependyma","Involvement with","3"
"Preoptic Areas","Prepuberty","3"
"Ventral Lateral Thalamic Nucleus","Behavior","3"
"Optic tract structure","Fasting","3"
"Structure of locus ceruleus","Spatial Memory","3"
"Entire thalamic reticular nucleus","Cognitive information processing","3"
"Premotor cortex","psychological orientation","3"
"Claustral structure","Methamphetamine","3"
"Pyramidal cell of precentral gyrus of cerebral hemisphere","Involvement with","3"
"Hindbrain","Vision","3"
"Structure of dorsomedial hypothalamic nucleus","Panic","3"
"Structure of cingulum","Behavior","3"
"Thalamic Nuclei","Automobile Driving","3"
"Corpus striatum structure","Overactivity","3"
"Telencephalic Commissures","Behavior","3"
"Pontine structure","Conscious","3"
"Nucleus, Medial Parabrachial","Social Role","3"
"External capsule","Performance","3"
"Genus Hippocampus","Smokeless Tobacco","3"
"Superior colliculus of corpora quadrigemina","Learning","3"
"Auditory area","Threshold of hearing","3"
"Olfactory Pathways","Involvement with","3"
"Structure of anterior hypothalamic nucleus","Involvement with","3"
"Posterolateral auditory cortex","Memory, Remote","3"
"Lobe, Frontal","Cognitive Flexibility","3"
"BRAIN, HIPPOCAMPUS","Current non-drinker of alcohol","3"
"Prefrontal Cortex","Amnesia","3"
"Thalamic Nuclei","Comprehension","3"
"Structure of diencephalon","Powers (Psychology)","3"
"Pyramidal Cells","conditioned taste aversion","3"
"Hypothalamic Area, Lateral","Pain Perception","3"
"Solitary tract","Psychological suppression","3"
"Structure of entorhinal cortex","Walking","3"
"Cerebral cortex","Desire for food","3"
"Dorsal Nucleus Raphe","Addictive Behavior","3"
