"gene","disease","count"
"EPHA3 Gene","cortex bone disorders","1"
"NOTCH4 wt Allele","Pervasive Development Disorder","1"
"ALPP wt Allele","Liver diseases","1"
"Chloramphenicol O-Acetyltransferase","Neoplastic disease","1"
"STL wt Allele","Disorder nervous system","1"
"K-ras Oncogene","Lung diseases","1"
"MAP2K1 gene","Janiceps (disorder)","1"
"DHFR Gene","Ovarian Diseases","1"
"JAG1 wt Allele","Inflammatory disorder","1"
"BGLAP wt Allele","Wernicke-Korsakoff Syndrome","1"
"NR4A1 Gene","Thyroid Diseases","1"
"OXT Gene","Hamartoma Syndrome, Multiple","1"
"TNF Gene","Idiopathic Hypereosinophilic Syndrome","1"
"HLA-DRB1 Gene","Alzheimer's Disease","1"
"PNP wt Allele","Syndrome","1"
"Wild Type","Li-Fraumeni Syndrome","1"
"APTX gene","Disorder nervous system","1"
"TNFRSF1B wt Allele","Down Syndrome","1"
"PANK2 gene","Functional disorder","1"
"OXT wt Allele","Uterine Diseases","1"
"RASD1 wt Allele","Neurotoxicity Syndromes","1"
"IL8 wt Allele","Neurodegenerative Disorders","1"
"Quantitative Trait Loci","Disorders, Mental","1"
"Tumor Suppressor Genes","Nijmegen Breakage Syndrome","1"
"PPARA Gene","Syndrome","1"
"S100A9 wt Allele","Hamartoma Syndrome, Multiple","1"
"KIF4A Gene","Developmental delay (disorder)","1"
"BAX Gene","Neurotoxicity Syndromes","1"
"HLA-DQA1 wt Allele","Functional disorder","1"
"FAM49B wt Allele","Monster NOS (disorder)","1"
"HDC Gene","Tic disorder","1"
"SOX10 Gene","Laryngeal Diseases","1"
"NOS1 wt Allele","Vasodilation disorder","1"
"HEXA gene","Alzheimer's Disease","1"
"IFNG Gene","Autistic Disorder","1"
"EYA1 wt Allele","Functional disorder","1"
"IL6 Gene","DISORDERS OF THE OPTIC NERVE","1"
"GNAI1 wt Allele","Acute Chest Syndrome","1"
"TRH wt Allele","CNS disorder","1"
"S100A10 Gene","Retinal Diseases","1"
"SST wt Allele","other psychiatric disorders","1"
"RPS19 wt Allele","Hypertrophic disorder of skin, unspecified","1"
"ARSA gene","Vanishing white matter disease","1"
"PODXL Gene","Shy-Drager Syndrome","1"
"NEUROD1 Gene","Disease Progression","1"
"TNFRSF21 Gene","Neurodegenerative Disorders","1"
"IL8 wt Allele","neuropathology disease","1"
"CTSS Gene","Creutzfeldt-Jakob Disease, Sporadic","1"
"SLC12A2 Gene","Pervasive Development Disorder","1"
"TBCEL wt Allele","Alzheimer's Disease","1"
"TAPBP Gene","Gilles de la Tourette syndrome","1"
"Chromosomes, Human, Pair 15","Congenital chromosomal disease","1"
"FZD9 wt Allele","Pituitary Diseases","1"
"HCRT Gene","Sleep Apnea Syndromes","1"
"RAC3 Gene","Neurodevelopmental disorder","1"
"NF1 gene","Disorder nervous system","1"
"DLC1 wt Allele","Nijmegen Breakage Syndrome","1"
"MDK Gene","Huntington Disease","1"
"DRD2 Gene","Respiratory Distress Syndrome, Newborn","1"
"IL12A wt Allele","Spinal Cord Diseases","1"
"C3 Gene","Adult Fanconi syndrome","1"
"Cyclic AMP Response Element","Tarsal carpal coalition syndrome","1"
"SLC29A4 wt Allele","Depressive disorder","1"
"FAT1 gene","Autism Spectrum Disorders","1"
"BACE1 Gene","Mild cognitive disorder","1"
"TNC Gene","Autoimmune Diseases","1"
"ARNT Gene","Autistic Disorder","1"
"LITAF gene","DISORDERS OF THE OPTIC NERVE","1"
"MOK Gene","Hashimoto Disease","1"
"CYP19A1 Gene","DISORDERS OF THE OPTIC NERVE","1"
"SSTR3 Gene","cortex bone disorders","1"
"MIR211 wt Allele","Alzheimer's Disease","1"
"Long Interspersed Element","Creutzfeldt-Jakob disease","1"
"E2F1 wt Allele","cortex bone disorders","1"
"AVP Gene","Cognition Disorders","1"
"Wild Type","Disorder of pineal gland","1"
"CDKL5 gene","Disorder nervous system","1"
"NOS1 wt Allele","Shwachman syndrome","1"
"SLC6A4 wt Allele","Hereditary Diseases","1"
"TXNRD2 Gene","Spinal Cord Diseases","1"
"RPS6KB1 Gene","Fragile X Syndrome","1"
"IL12A wt Allele","Functional disorder","1"
"EPOR Gene","Lewy Body Disease","1"
"IGF1 Gene","Neurodegenerative Disorders","1"
"Enhancer of transcription","Sotos' syndrome","1"
"NOTCH1 wt Allele","Familial Alzheimer Disease (FAD)","1"
"VIP wt Allele","Neurodevelopmental disorder","1"
"CXCL12 Gene","CNS disorder","1"
"FOXD3 wt Allele","Disorder nervous system","1"
"MAPK8 wt Allele","Depressive disorder","1"
"GRM5 wt Allele","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","1"
"MET wt Allele","Alzheimer's Disease","1"
"STK3 Gene","CNS disorder","1"
"TERC wt Allele","Depressive disorder","1"
"CHGA Gene","Hirschsprung Disease","1"
"FBN1 wt Allele","Neurodevelopmental disorder","1"
"IKZF2 wt Allele","cortex bone disorders","1"
"TGFBI wt Allele","Cockayne Syndrome, Type I","1"
"Cancer-Predisposing Gene","Down Syndrome","1"
"ENO2 Gene","Immunologic Deficiency Syndromes","1"
"HRAS1 oncogene","Neoplastic disease","1"
"NPY wt Allele","Mixed anxiety and depressive disorder","1"
"VDAC1 Gene","Functional disorder","1"
"MTR wt Allele","Sensorineural hearing loss (disorder)","1"
"SST Gene","Dysequilibrium syndrome","1"
"SNAI1 wt Allele","Hypertensive disease","1"
"DNMT1 Gene","Depressive disorder","1"
"PTGS1 Gene","cortex bone disorders","1"
"SERPINA1 wt Allele","Huntington Disease","1"
"FGF1 wt Allele","Spinal Cord Diseases","1"
"ELL wt Allele","General Adaptation Syndrome","1"
"TPO wt Allele","Ataxia as late effect of cerebrovascular disease","1"
"RRM1 Gene","Irritable Bowel Syndrome","1"
"TRPS1 gene","Functional disorder","1"
"Long Interspersed Element","Nose Diseases","1"
"SH3PXD2A wt Allele","Neurodegenerative Disorders","1"
"NR4A3 wt Allele","Sturge-Weber Syndrome","1"
"PROC Gene","Neurotoxicity Syndromes","1"
"BAI3 Gene","Alzheimer's Disease","1"
"ARID1A Gene","Coffin-Siris syndrome","1"
"HDAC9 wt Allele","Spinal Cord Diseases","1"
"RB1 wt Allele","Syndrome","1"
"SLC6A4 gene","Dyskinetic syndrome","1"
"CALM1 wt Allele","Spastic syndrome","1"
"Genome","Auditory Processing Disorder, Central","1"
"CDK5R1 Gene","Huntington Disease","1"
"SMPD1 gene","Brain Diseases","1"
"ASPSCR1 wt Allele","Parkinson Disease","1"
"Retinoic Acid Response Element","Cerebellar Diseases","1"
"MAS1 wt Allele","Disorder nervous system","1"
"CDK5R1 Gene","Parkinson Disease","1"
"CDKN2A wt Allele","Developmental delay (disorder)","1"
"KHDRBS1 Gene","Syndrome","1"
"PAX6 gene","WAGR Syndrome","1"
"SMAD3 Gene","Mobius Syndrome","1"
"Exons","Idiopathic Hypereosinophilic Syndrome","1"
"Wild Type","Neuromuscular Diseases","1"
"LEP Gene","Sleep Disorders","1"
"NTRK1 Gene","Fetal Alcohol Syndrome","1"
"IDH2 wt Allele","cortex bone disorders","1"
"UBE3A gene","Fragile X Syndrome","1"
"Expression Quantitative Trait Locus","Parkinson Disease","1"
"BHLHE22 Gene","Retinal Diseases","1"
"RHOA Gene","Liver diseases","1"
"C5 Gene","Disease Progression","1"
"EPO Gene","Niemann-Pick Disease, Type C","1"
"PARK2 gene","Lewy Body Disease","1"
"RAG2 wt Allele","Immunologic Deficiency Syndromes","1"
"CIB1 wt Allele","cortex bone disorders","1"
"C-KIT Gene","Waardenburg Syndrome Type 1","1"
"GZMB Gene","Hamartoma Syndrome, Multiple","1"
"TLR2 Gene","Neurodegenerative Disorders","1"
"TNFRSF11A wt Allele","Disease Progression","1"
"S100A12 Gene","Meningeal disorder","1"
"MLL2 wt Allele","Parkinson Disease","1"
"NOX4 Gene","Neurotoxicity Syndromes","1"
"ESR1 Gene","Syndrome","1"
"MAP3K14 wt Allele","Pituitary Diseases","1"
"GHRL Gene","Irritable Bowel Syndrome","1"
"ETS1 wt Allele","Functional disorder","1"
"B4GALT1 Gene","Ovarian Diseases","1"
"GDNF wt Allele","Spinal Cord Diseases","1"
"CD244 Gene","Neurodegenerative Disorders","1"
"THBD wt Allele","Speech Disorders","1"
"PARP1 Gene","Lung diseases","1"
"DMPK gene","Disease of diaphragm","1"
"TERT wt Allele","Syndrome, Bloch-Sulzberger","1"
"Long Interspersed Element","Thrombocytopenia-Absent Radius Syndrome","1"
"ATP8A2 wt Allele","Rett Syndrome","1"
"PAX3 wt Allele","Waardenburg Syndrome Type 1","1"
"AICDA wt Allele","Glycogen Storage Disease","1"
"MAPT wt Allele","Crohn Disease","1"
"MRC1 Gene","Pick Disease of the Brain","1"
"CTAG2 Gene","cortex bone disorders","1"
"MAPT wt Allele","Lubs X-linked mental retardation syndrome","1"
"CEBPB Gene","Spinal Cord Diseases","1"
"MRC1 Gene","CADASIL Syndrome","1"
"EDNRB Gene","Zika virus disease (disorder)","1"
"THBS1 Gene","Functional disorder","1"
"MRC1 Gene","Sensitization (disorder)","1"
"HLA-DRB1 wt Allele","Bipolar Disorder","1"
"RET gene","Congenital absence of kidneys syndrome","1"
"IFNAR1 Gene","Hypertensive disease","1"
"MIR146A Gene","Creutzfeldt-Jakob Disease, Sporadic","1"
"EPHA3 Gene","Neurodevelopmental disorder","1"
"CD69 wt Allele","Herpes zoster disease","1"
"GNRH2 wt Allele","Functional disorder","1"
"Clustered Regularly Interspaced Short Palindromic Repeats","neuropathology disease","1"
"PAG1 wt Allele","Alzheimer's Disease","1"
"BRIP1 wt Allele","Functional disorder","1"
"IGF1R Gene","Gardner Syndrome","1"
"MYC gene","Virus Diseases","1"
"CALCA wt Allele","Esophageal Diseases","1"
"AFP Gene","Pleural effusion NOS (disorder)","1"
"Codon, Terminator","Ataxia as late effect of cerebrovascular disease","1"
"APC gene","Autoimmune Diseases","1"
"CCL2 Gene","Parkinson Disease","1"
"CTSB Gene","Delirium, Dementia, Amnestic, Cognitive Disorders","1"
"SCG2 Gene","Hashimoto Disease","1"
"BAD Gene","Ataxia as late effect of cerebrovascular disease","1"
"ID1 wt Allele","Developmental delay (disorder)","1"
"ID1 wt Allele","Attention deficit hyperactivity disorder","1"
"ST2 Gene","Spinal Cord Diseases","1"
"MAPK3 wt Allele","Menkes Kinky Hair Syndrome","1"
"NGFR Gene","Huntington Disease","1"
"PINK1 gene","Van der Woude syndrome","1"
"TNC wt Allele","Anxiety Disorders","1"
"BMI1 Gene","Retinal Diseases","1"
"NONO Gene","Feline urological syndrome","1"
"TYMS wt Allele","Syndrome","1"
"PYCARD Gene","Inclusion body myositis (disorder)","1"
"BIK wt Allele","cortex bone disorders","1"
"CDK5R1 wt Allele","Down Syndrome","1"
"G22P1 wt Allele","Mild cognitive disorder","1"
"SS18L1 Gene","cortex bone disorders","1"
"HSPA1A Gene","Spinal Cord Diseases","1"
"Gene Regulatory Networks","Neurodegenerative Disorders","1"
"NRP2 Gene","Autism Spectrum Disorders","1"
"MSC Gene","Neurotoxicity Syndromes","1"
"Genome","Sensorineural hearing loss (disorder)","1"
"TF gene","Rabies (disorder)","1"
"ELANE Gene","Lung diseases","1"
"RELN Gene","CNS disorder","1"
"DCT Gene","Parkinson Disease","1"
"PIEZO1 wt Allele","Idiopathic Hypereosinophilic Syndrome","1"
"GCG Gene","Recurrent disease","1"
"Long Interspersed Element","Renal glomerular disease","1"
"IGF1 Gene","Hypertensive disease","1"
"CDK5R1 Gene","Recurrent disease","1"
"NOS3 Gene","Vasodilation disorder","1"
"TIMP1 Gene","Tic disorder","1"
"estrogen receptor alpha, human","Testicular Diseases","1"
"F2R Gene","Disorder nervous system","1"
"Enhancer of transcription","Parkinsonian Disorders","1"
"PHOX2B wt Allele","Respiration Disorders","1"
"ROS1 wt Allele","neuropathology disease","1"
"LITAF gene","Fragile X Syndrome","1"
"DNAJB6 wt Allele","Disease Progression","1"
"RASIP1 Gene","Pituitary Diseases","1"
"PKD1 gene","Neurotoxicity Syndromes","1"
"DNA, Mitochondrial","Saethre-Chotzen Syndrome","1"
"PROS1 gene","Alzheimer's Disease","1"
"NPY Gene","Mood Disorders","1"
"WAS wt Allele","Acute infectious disease","1"
"POLE Gene","motor disorder","1"
"YY1 wt Allele","Behavioral syndrome associated with physiological disturbance and physical factors","1"
"Enhancer of transcription","CNS disorder","1"
"LMNA wt Allele","Parkinsonian Disorders","1"
"MTOR Gene","Feline urological syndrome","1"
"PDZK1 wt Allele","Uterine Diseases","1"
"PIEZO1 Gene","Pervasive Development Disorder","1"
"Retinoic Acid Response Element","Neurotoxicity Syndromes","1"
"DYRK1A Gene","Disease Progression","1"
"CHAT Gene","Lennox-Gastaut syndrome","1"
"Transcription Factor Gene","neuropathology disease","1"
"MMP3 Gene","Parkinson Disease","1"
"Genes","Crohn Disease","1"
"KNG1 wt Allele","Vasodilation disorder","1"
"CLU wt Allele","Liver diseases","1"
"DNA, Mitochondrial","MERRF Syndrome","1"
"C9orf72 Gene","Angelman Syndrome","1"
"TSC1 wt Allele","Alzheimer's Disease","1"
"TH gene","Chronic myeloproliferative disorder","1"
"NOS2 Gene","Nail-Patella Syndrome","1"
"CD8B wt Allele","Triglyceride storage disease with ichthyosis","1"
"SKIL wt Allele","Disorder nervous system","1"
"ID1 wt Allele","cortex bone disorders","1"
"SKIL Gene","Neurodegenerative Disorders","1"
"Retinoic Acid Response Element","Feline urological syndrome","1"
"ITGB2 wt Allele","Cognition Disorders","1"
"BGLAP Gene","cortex bone disorders","1"
"MAPT wt Allele","Infectious disease of lung","1"
"RB1CC1 Gene","Leigh Disease","1"
"UBC Gene","Motor Neuron Disease","1"
"TNFAIP3 Gene","Neurodegenerative Disorders","1"
"EP300 wt Allele","cortex bone disorders","1"
"Quantitative Trait Loci","Disorder nervous system","1"
"PIP Gene","Disorder nervous system","1"
"Genetic Predisposition to Disease","Migraine Disorders","1"
"RUNX1 Gene","Spinal Cord Diseases","1"
"NR3C2 wt Allele","cortex bone disorders","1"
"Genes","Creutzfeldt-Jakob Disease, Familial","1"
"CCL5 Gene","Functional disorder","1"
"TP73 Gene","Spastic syndrome","1"
"LCN2 Gene","Metabolic Diseases","1"
"PAPOLA Gene","Pituitary Diseases","1"
"BACE1 Gene","Disorders, Mental","1"
"F2R wt Allele","Generalized Anxiety Disorder","1"
"MITF wt Allele","Van der Woude syndrome","1"
"MYCBP2 Gene","Sensitization (disorder)","1"
"MAPT wt Allele","Williams Syndrome","1"
"IGF2 wt Allele","Functional disorder","1"
"Genes, vpr","Williams Syndrome","1"
"FST wt Allele","Timothy syndrome","1"
"GAN Gene","Liver diseases","1"
"Tumor Necrosis Factor-Beta","Hashimoto Disease","1"
"DST wt Allele","Conduct Disorder","1"
"STS wt Allele","Bipolar Disorder","1"
"CDKN2A gene","Retinal Diseases","1"
"BCL9 Gene","Spinal Cord Diseases","1"
"PRF1 gene","Functional disorder","1"
"Gene Dosage","Disorders, Mental","1"
"SLCO2B1 Gene","cortex bone disorders","1"
"HP wt Allele","Disease Progression","1"
"Major Histocompatibility Complex","Neurotoxicity Syndromes","1"
"NOS2 Gene","Depressive disorder","1"
"CDK5R1 wt Allele","Recurrent disease","1"
"MIF Gene","Disorder of pineal gland","1"
"SIRT1 Gene","Motor Neuron Disease","1"
"ras Oncogene","Brain Diseases","1"
"KIR3DL1 wt Allele","Vasodilation disorder","1"
"GRLF1 wt Allele","Sensitization (disorder)","1"
"HSPG2 Gene","Milroy Disease","1"
"FANCC wt Allele","Disorder of pineal gland","1"
"IFNG wt Allele","Autistic Disorder","1"
"HTT gene","Prader-Willi Syndrome","1"
"TNFAIP3 Gene","Virus Diseases","1"
"BCL11A Gene","cortex bone disorders","1"
"ATF6 Gene","Neurodegenerative Disorders","1"
"EIF2S1 wt Allele","Autism Spectrum Disorders","1"
"AR wt Allele","neuropathology disease","1"
"AGER wt Allele","Neu-Laxova syndrome","1"
"MYC wt Allele","Alzheimer's Disease","1"
"IL1B Gene","Van der Woude syndrome","1"
"TSC1 wt Allele","Down Syndrome","1"
"Haplotypes","Pervasive Development Disorder","1"
"HMGB1 Gene","Brain Diseases","1"
"MMP9 Gene","Autistic Disorder","1"
"SERPINE1 gene","cortex bone disorders","1"
"SEPP1 Gene","Retinal Diseases","1"
"YES1 wt Allele","Huntington Disease","1"
"GRM5 Gene","Mixed anxiety and depressive disorder","1"
"TAP2 wt Allele","Mixed anxiety and depressive disorder","1"
"APC gene","Spinal Cord Diseases","1"
"CCDC6 Gene","Communicable Diseases","1"
"CD69 wt Allele","Lafora Disease","1"
"NOS2 Gene","Neu-Laxova syndrome","1"
"AREG wt Allele","Troyer syndrome","1"
"HFE gene","Neurodegenerative Disorders","1"
"Genes","Schizotypal Personality Disorder","1"
"TAF1 Gene","Neurodegenerative Disorders","1"
"TERC Gene","Williams Syndrome","1"
"YY1 wt Allele","Parkinsonian Disorders","1"
"SATB2 Gene","Disorders, Mental","1"
"ACTB Gene","Meckel syndrome type 1","1"
"TCF4 wt Allele","Pervasive Development Disorder","1"
"DHPS wt Allele","Hirschsprung Disease","1"
"HGS wt Allele","Van der Woude syndrome","1"
"VDAC1 wt Allele","Pervasive Development Disorder","1"
"ACACA wt Allele","Acyanotic congenital heart disease","1"
"PLAT wt Allele","Neurotoxicity Syndromes","1"
"IL1R1 Gene","Depressive disorder","1"
"FLCN gene","Parkinson Disease","1"
"CD40LG wt Allele","Chimera (disorder)","1"
"HP Gene","Syndrome","1"
"POMT1 gene","DISORDERS OF THE OPTIC NERVE","1"
"JAG1 wt Allele","Hereditary Diseases","1"
"ESR1 wt Allele","Colonic Diseases","1"
"RASA1 Gene","Lens Diseases","1"
"KRIT1 wt Allele","Autistic Disorder","1"
"SNCG wt Allele","Disorder of pineal gland","1"
"Hemizygote","Liver diseases","1"
"CCHCR1 wt Allele","Syndrome","1"
"SLC1A2 wt Allele","Neurodegenerative Disorders","1"
"FBN1 wt Allele","Nasopharyngeal Diseases","1"
"EGF Gene","neuropathology disease","1"
"MRC1 Gene","Demyelinating Diseases","1"
"Genes","Tangier Disease","1"
"ORAI1 Gene","Functional disorder","1"
"NR4A3 Gene","Pervasive Development Disorder","1"
"GYPA Gene","Liver diseases","1"
"Genes","Paget's Disease","1"
"Transgenes","Lung diseases","1"
"MFGE8 wt Allele","cortex bone disorders","1"
"Exome","Pervasive Development Disorder","1"
"FBN1 wt Allele","Pituitary-dependent Cushing's disease","1"
"GPR56 Gene","Functional disorder","1"
"Codon","Communicable Diseases","1"
"TH gene","Sensitization (disorder)","1"
"YY1 wt Allele","Corneal Diseases","1"
"NBL1 wt Allele","Autistic Disorder","1"
"AKT1S1 wt Allele","Lens Diseases","1"
"UBE4B wt Allele","Disorder nervous system","1"
"GRIN2B Gene","Alzheimer's Disease","1"
"CUX1 wt Allele","Disorders, Mental","1"
"STAT5A Gene","Syndrome, Bloch-Sulzberger","1"
"B4GALT1 Gene","Syndrome, Bloch-Sulzberger","1"
"ANK1 Gene","Peripheral Arterial Diseases","1"
"POMT1 gene","Stress Disorders, Traumatic","1"
"PPFIBP1 wt Allele","Pervasive Development Disorder","1"
"LPAR3 wt Allele","Neurodegenerative Disorders","1"
"STAT1 Gene","Depressive disorder","1"
"NF1 gene","Autism Spectrum Disorders","1"
"TYMS Gene","Movement Disorders","1"
"ADAM8 Gene","Spinal Cord Diseases","1"
"LIPG wt Allele","Retinal Diseases","1"
"ESR1 wt Allele","Brain Diseases, Metabolic","1"
"TG wt Allele","Syndrome, Bloch-Sulzberger","1"
"PPFIBP1 wt Allele","Retinal Diseases","1"
"Genetic Predisposition to Disease","Hypertensive disease","1"
"FAT wt Allele","Retinal Diseases","1"
"CD44 Gene","Spinal Cord Diseases","1"
"RGS1 Gene","Parkinson Disease","1"
"OXT wt Allele","Dysequilibrium syndrome","1"
"GPC3 wt Allele","Syndrome","1"
"JUN Gene","Disorder nervous system","1"
"ras Oncogene","Neurotoxicity Syndromes","1"
"BAG3 Gene","Parkinson Disease","1"
"TACR1 Gene","Retinal Diseases","1"
"PPARA Gene","Saethre-Chotzen Syndrome","1"
"BGLAP Gene","Amnestic disorder","1"
"DNMT1 Gene","Anxiety Disorders","1"
"BMP4 Gene","Prune Belly Syndrome","1"
"SST wt Allele","Brain Diseases","1"
"ACP5 Gene","Functional disorder","1"
"CHGA Gene","Zellweger Syndrome","1"
"RB1 wt Allele","Pituitary Diseases","1"
"LCN2 wt Allele","Opitz-Frias syndrome","1"
"CALR Gene","Alzheimer's Disease","1"
"RPS6KB1 wt Allele","Parkinson Disease","1"
"GFAP gene","Sleep Disorders","1"
"IL33 Gene","Mucocutaneous Lymph Node Syndrome","1"
"GRIA3 wt Allele","Attention Deficit Disorder","1"
"CXADR wt Allele","Pancreatic Diseases","1"
"BRCA1 wt Allele","Meningeal disorder","1"
"IKBKG wt Allele","Nose Diseases","1"
"TBP Gene","Functional disorder","1"
"TP53 wt Allele","Down Syndrome","1"
"DNA, Mitochondrial","Parkinsonian Disorders","1"
"HRAS gene","Van der Woude syndrome","1"
"SARM1 Gene","Colonic Diseases","1"
"Retinoic Acid Response Element","Fragile X Syndrome","1"
"MATR3 Gene","Functional disorder","1"
"BMI1 Gene","Lewy Body Disease","1"
"TFR2 Gene","Disease Progression","1"
"FANCA wt Allele","Depressive disorder","1"
"Haplotypes","Rare Diseases","1"
"SKIL Gene","Disorders, Mental","1"
"Regulatory Sequences, Nucleic Acid","Motor Neuron Disease","1"
"KLF6 wt Allele","Headache Disorders","1"
"NACA wt Allele","Huntington Disease","1"
"Long Interspersed Element","other psychiatric disorders","1"
"HEXIM1 wt Allele","Disorder nervous system","1"
"CCL20 Gene","cortex bone disorders","1"
"CASP6 Gene","Alzheimer's Disease","1"
"CHKA wt Allele","Syndrome","1"
"Genotype","Syndrome, Bloch-Sulzberger","1"
"DGCR8 Gene","Disorder nervous system","1"
"NBN wt Allele","Rare Diseases","1"
"GC Gene","Disease Progression","1"
"TFRC wt Allele","Williams Syndrome","1"
"NF1 gene","Spinal Cord Diseases","1"
"Genes","Pyruvate Dehydrogenase Complex Deficiency Disease","1"
"G22P1 wt Allele","cortex bone disorders","1"
"Cyclic AMP Response Element","Familial Alzheimer Disease (FAD)","1"
"PSIP1 Gene","Chronic infectious disease","1"
"EIF4E wt Allele","Disorder nervous system","1"
