concept,disease,appearTimes,conceptClass
Hemorrhage,Hypertrophic disorder of skin, unspecified,1,MentalP
Mood,Retinal Diseases,1,MentalP
Pain,Chronic inflammatory disorder,1,MentalP
Reproduction,Iatrogenic Disease,1,MentalP
Pain,Prader-Willi Syndrome,1,MentalP
Catatonia,Psychotic Disorders,1,MentalP
Social Skills,Alzheimer's Disease,1,MentalP
Social Perception,Functional disorder,1,MentalP
Food Consumption,Leigh Disease,1,MentalP
Tremor,Motor Neuron Disease,1,MentalP
Like,Fabry Disease,1,MentalP
Socializing,Fetal Alcohol Spectrum Disorders,1,MentalP
Tobacco use,Cardiovascular Diseases,1,MentalP
Current non-drinker of alcohol,Timothy syndrome,1,MentalP
Eating,Aarskog syndrome,1,MentalP
Space Perception,Nose Diseases,1,MentalP
Intention - mental process,Delirium, Dementia, Amnestic, Cognitive Disorders,1,MentalP
Thinking, function,Disease of thymus gland,1,MentalP
Decision Making,Alzheimer's Disease,1,MentalP
Retrieval of memory,Functional disorder,1,MentalP
Alcohol consumption,Melkersson-Rosenthal Syndrome,1,MentalP
Performance,Werner Syndrome,1,MentalP
Psychological suppression,Vision Disorders,1,MentalP
Play,Hashimoto Disease,1,MentalP
Physical Contact,Skin endocrine disorder,1,MentalP
Learning,Cardio-facio-cutaneous syndrome,1,MentalP
Attack behavior,Inflammatory disease of the central nervous system,1,MentalP
Availability of,Complex Regional Pain Syndromes,1,MentalP
Anger,Huntington Disease,1,MentalP
Feeling hopeless,Functional disorder,1,MentalP
Antisocial behavior,Autistic Disorder,1,MentalP
Problem Solving,Functional disorder,1,MentalP
Autistic Disorder,Recurrent disease,1,MentalP
Speech Disorders,Fetal Neurodevelopmental Disorder,1,MentalP
Regular exercise (observable entity),Neurotoxicity Syndromes,1,MentalP
Comatose,Sequela of disorder,1,MentalP
Victim of abuse (finding),Extrapyramidal Disorders,1,MentalP
Hyperactive behavior,Cerebellar Diseases,1,MentalP
Rage,Parkinson Disease,1,MentalP
Mental concentration,Kidney Diseases,1,MentalP
Insight,Smith-Lemli-Opitz Syndrome,1,MentalP
Regression - mental defense mechanism,Major Depressive Disorder,1,MentalP
Powers (Psychology),Migraine Disorders,1,MentalP
Anxiety and fear,Sensitization (disorder),1,MentalP
Anxiety,Heart Diseases,1,MentalP
Attention,Sudden infant death syndrome,1,MentalP
Seizures,Van der Woude syndrome,1,MentalP
Comatose,Autistic Disorder,1,MentalP
Awareness,Fetal Alcohol Spectrum Disorders,1,MentalP
Memory impairment,Angelman Syndrome,1,MentalP
Sexual Partners,Obsessive-Compulsive Disorder,1,MentalP
Mimicry,Autistic Disorder,1,MentalP
Psychological inhibition,Bardet-Biedl Syndrome,1,MentalP
Confusion,Lewy Body Disease,1,MentalP
Maladaptive behavior associated with physical illness,Sequela of disorder,1,MentalP
Overactivity,Brain Diseases,1,MentalP
Carrying,Timothy syndrome,1,MentalP
Nervousness,Anxiety Disorders,1,MentalP
Alcoholics,Brain Diseases,1,MentalP
Theory of Mind,Major Depressive Disorder,1,MentalP
Erectile dysfunction,Guillain-Barre Syndrome,1,MentalP
Socializing,Attention deficit hyperactivity disorder,1,MentalP
Visit,Norrie disease,1,MentalP
Water Consumption,Parkinson Disease,1,MentalP
Worried,Disorders, Mental,1,MentalP
Bradyphrenia,Disorder nervous system,1,MentalP
Stress,Russell-Silver syndrome,1,MentalP
Sets (Psychology),Meningeal disorder,1,MentalP
Adjustment, Psychological,Depressive disorder,1,MentalP
Sustained attention,Disease Progression,1,MentalP
Rejections (Psychology),Neurodegenerative Disorders,1,MentalP
Communication,Stereotypic Movement Disorder,1,MentalP
Nervousness,Neuromuscular Diseases,1,MentalP
Abnormal behavior,Rett Syndrome,1,MentalP
Tobacco use,Recurrent disease,1,MentalP
Verbal repetition,Speech Disorders,1,MentalP
Success,Phantom limb syndrome,1,MentalP
Learning Disabilities,Neurodevelopmental disorder,1,MentalP
Fetal Alcohol Syndrome,Uterine Diseases,1,MentalP
Comatose,Dysequilibrium syndrome,1,MentalP
Tobacco user,Chronic disease of respiratory system,1,MentalP
Conditionings (Psychology),Sotos' syndrome,1,MentalP
Chronic pain,Central pain syndrome,1,MentalP
Mental Retardation,Iodine deficiency syndrome,1,MentalP
Nociception,Functional Gastrointestinal Disorders,1,MentalP
Tremor,Turner Syndrome,1,MentalP
Autistic Disorder,Rubinstein-Taybi Syndrome,1,MentalP
Ecstasy - emotion,cortex bone disorders,1,MentalP
Severe mental retardation (I.Q. 20-34),Mowat-Wilson syndrome,1,MentalP
Victim of abuse (finding),Delirium, Dementia, Amnestic, Cognitive Disorders,1,MentalP
Sexual Dysfunction,Functional disorder,1,MentalP
Vocalization (finding),Autism Spectrum Disorders,1,MentalP
Exercise,Fetal Alcohol Syndrome,1,MentalP
impulse control,Migraine Disorders,1,MentalP
Behavioral Symptoms,Mood Disorders,1,MentalP
Irritable Mood,Parkinsonian Disorders,1,MentalP
Alcohol abuse,Attention deficit hyperactivity disorder,1,MentalP
Thinking, function,Acquired Immunodeficiency Syndrome,1,MentalP
Nausea,Diseases of inner ear,1,MentalP
Mental concentration,Chronic infectious disease,1,MentalP
Feedback - system communication,Neoplastic disease,1,MentalP
Like,Salivary Gland Diseases,1,MentalP
Chronic pain,Stress Disorders, Traumatic,1,MentalP
Speaking,Laryngeal Diseases,1,MentalP
Fasting,Chimera (disorder),1,MentalP
Irritation - emotion,Alzheimer's Disease,1,MentalP
Projection Defense Mechanism,Postural Orthostatic Tachycardia Syndrome,1,MentalP
Interested,Lung diseases,1,MentalP
Avoidance Learning,Disorders, Mental,1,MentalP
Mental Retardation,Coffin-Lowry syndrome,1,MentalP
Abstract thinking ability,Obsessive-Compulsive Disorder,1,MentalP
Personal priorities,Smith-Lemli-Opitz Syndrome,1,MentalP
Euphoric mood,sympathomimetic disorder,1,MentalP
Puberty,Ovarian Diseases,1,MentalP
Interested,Fragile X Syndrome,1,MentalP
Physiologic Thermoregulation,Skin endocrine disorder,1,MentalP
Addictive Behavior,Developmental delay (disorder),1,MentalP
Communication Response,Nicolaides Baraitser syndrome,1,MentalP
Hemorrhage,Burnett Schwartz Berberian syndrome,1,MentalP
Memory, Short-Term,Disorder nervous system,1,MentalP
Involvement with,Chronic Obstructive Airway Disease,1,MentalP
Psychological habituation,Disease of thymus gland,1,MentalP
Delayed Puberty,Rare Diseases,1,MentalP
Response to stimulus physiology,Adult Fanconi syndrome,1,MentalP
Pain,Attention Deficit Disorder,1,MentalP
Running,Jet Lag Syndrome,1,MentalP
Object Recognition,Opitz-Frias syndrome,1,MentalP
Obsessive compulsive behavior,Disorder nervous system,1,MentalP
Insight,Waardenburg Syndrome,1,MentalP
Achievement,Depressive disorder,1,MentalP
Mental association,Pili torti-deafness syndrome,1,MentalP
Transsexual (finding),Brain Diseases,1,MentalP
Performance,Mobius Syndrome,1,MentalP
Behavior,Amnestic disorder,1,MentalP
Voice Disorders,Functional disorder,1,MentalP
Resting state,Alcohol use disorder,1,MentalP
Gestures,Autism Spectrum Disorders,1,MentalP
Fasting,Cumulative Trauma Disorders,1,MentalP
Psychological suppression,Ear Diseases,1,MentalP
Psychological Transfer,Communicable Diseases,1,MentalP
Play,Vascular Diseases,1,MentalP
Motor retardation,Major Depressive Disorder,1,MentalP
Suck finding,Anxiety Disorders,1,MentalP
Attack behavior,Headache Disorders,1,MentalP
Fatigue,Dysequilibrium syndrome,1,MentalP
Insight,Gastrointestinal Diseases,1,MentalP
Mental Retardation,Sjogren-Larsson Syndrome,1,MentalP
Overlying behavior,Sequela of disorder,1,MentalP
Reaction Time,Burnett Schwartz Berberian syndrome,1,MentalP
Hyperactive behavior,Virus Diseases,1,MentalP
Hemorrhage,Sequela of disorder,1,MentalP
Transsexual (finding),Disorder of pineal gland,1,MentalP
Consideration,Developmental reading disorder,1,MentalP
Reversal Learning,Autistic Disorder,1,MentalP
Feedback - system communication,Sensorineural hearing loss (disorder),1,MentalP
Social Role,Pituitary-dependent Cushing's disease,1,MentalP
Feedback - evaluative response process,Disorder of pineal gland,1,MentalP
Cognitive information processing,Gilles de la Tourette syndrome,1,MentalP
Depressive Symptoms,Celiac Disease,1,MentalP
Life Style,Cerebrovascular Disorders,1,MentalP
Cigarette smoking behavior,Attention Deficit Disorder,1,MentalP
Actual Inability To Taste,Functional disorder,1,MentalP
Stress,Marfan Syndrome,1,MentalP
Learning,Pituitary Diseases,1,MentalP
Sleep Deprivation,Chronic disease,1,MentalP
Behavioral change,CNS disorder,1,MentalP
Mood Disorders,Ataxia as late effect of cerebrovascular disease,1,MentalP
Projection Defense Mechanism,Substance Use Disorders,1,MentalP
Learning,Rumination Disorders,1,MentalP
Projection Defense Mechanism,Cyclical vomiting syndrome (disorder),1,MentalP
DEPRESSION MENTAL,Impulse Control Disorders,1,MentalP
Bradykinesia,Lewy Body Disease,1,MentalP
Feeling content,Hashimoto Disease,1,MentalP
Pain Perception,Skin endocrine disorder,1,MentalP
Irritation - emotion,Corneal Diseases,1,MentalP
Visual accommodation,cortex bone disorders,1,MentalP
Postoperative confusion,Sequela of disorder,1,MentalP
Stress,Premenstrual syndrome,1,MentalP
Drug Dependence,CNS disorder,1,MentalP
Pessimistic,CNS disorder,1,MentalP
Projection Defense Mechanism,Autonomic nervous system disorders,1,MentalP
Persistence,Virus Diseases,1,MentalP
Mental Fatigue,Depressive disorder,1,MentalP
Puberty,Alzheimer's Disease,1,MentalP
Mental association,Coronary Artery Disease,1,MentalP
Discussion,Hypertensive disease,1,MentalP
sharing,Bone Diseases,1,MentalP
Behavioral change,Lafora Disease,1,MentalP
Regression - mental defense mechanism,Inflammatory Bowel Diseases,1,MentalP
Performance,Peripheral Arterial Diseases,1,MentalP
Avoidance,Nose Diseases,1,MentalP
Eating,Mood Disorders,1,MentalP
Persistence,Parkinson Disease,1,MentalP
Intrinsic drive,Lysosomal Storage Diseases,1,MentalP
Physical activity,Syndrome,1,MentalP
Memory, Episodic,Syndrome,1,MentalP
Mood Disorders,Mixed anxiety and depressive disorder,1,MentalP
Aversion (finding),Sensitization (disorder),1,MentalP
Eating,Papillon-Lefevre Disease,1,MentalP
Communication Response,Sleep Disorders,1,MentalP
Chronic Motor or Vocal Tic Disorder,Disorder nervous system,1,MentalP
Temper tantrum,Prader-Willi Syndrome,1,MentalP
Unipolar Depression,Van der Woude syndrome,1,MentalP
Social Distance,Retinal Diseases,1,MentalP
Absence of pain sensation,Abstinence Syndrome,1,MentalP
Disputes,CNS disorder,1,MentalP
Binge eating disorder,Impulse Control Disorders,1,MentalP
Rejections (Psychology),Premature aging syndrome,1,MentalP
Activity alteration,Depressive disorder,1,MentalP
Lethargy,Syndrome,1,MentalP
Attack behavior,Anxiety Disorders,1,MentalP
Clouded consciousness,Disease Progression,1,MentalP
Seizures,Evans syndrome,1,MentalP
Hearing,Oculo-dento-digital syndrome,1,MentalP
Affective Symptoms,Drug withdrawal syndrome,1,MentalP
Autistic Disorder,other psychiatric disorders,1,MentalP
Social Perception,Autistic Disorder,1,MentalP
Psychotic depression,Disorders, Mental,1,MentalP
Coitus,Borderline Personality Disorder,1,MentalP
Neural hearing loss,Sensory Disorders,1,MentalP
Involvement with,Non-alcoholic Fatty Liver Disease,1,MentalP
Physical activity,Cardiovascular Diseases,1,MentalP
Behavior,Heart Diseases,1,MentalP
Vision,Movement Disorders,1,MentalP
Touch sensation,Depressive disorder,1,MentalP
Physiologic pseudocyesis,Skin endocrine disorder,1,MentalP
Ejection as a Sports activity,Spinal Cord Diseases,1,MentalP
Social Interaction,Dystonia Disorders,1,MentalP
Alcohol abuse,Neurodegenerative Disorders,1,MentalP
Stress,Sleep Disorders,1,MentalP
Climbing,Parkinson Disease,1,MentalP
Habituation, Psychophysiologic,Mobius Syndrome,1,MentalP
Attitude,Parkinson Disease,1,MentalP
Involvement with,Lennox-Gastaut syndrome,1,MentalP
Tremor,Idiopathic disease,1,MentalP
Persistence,Attention Deficit Disorder,1,MentalP
Social isolation,Disease Progression,1,MentalP
Memory impairment,Familial Alzheimer Disease (FAD),1,MentalP
Crying,Retinal Diseases,1,MentalP
Mood,Post-Traumatic Stress Disorder,1,MentalP
Memory,Movement Disorders,1,MentalP
Discrimination,Spinal Cord Diseases,1,MentalP
conditioned taste aversion,Van der Woude syndrome,1,MentalP
Impaired cognition,Learning Disorders,1,MentalP
Psychological suppression,Chronic Fatigue Syndrome,1,MentalP
High risk of,22q13.3 Deletion Syndrome,1,MentalP
Social Role,Tracheal Diseases,1,MentalP
Hope,cortex bone disorders,1,MentalP
Emotional Strain,Disorder nervous system,1,MentalP
Hemorrhage,Griscelli syndrome type 2,1,MentalP
Attack behavior,Melkersson-Rosenthal Syndrome,1,MentalP
Communication Response,Arterial Tortuosity Syndrome,1,MentalP
Anxiety and fear,cortex bone disorders,1,MentalP
Speech,Diseases of inner ear,1,MentalP
Conflicts (Psychology),Cat-Scratch Disease,1,MentalP
Social Role,Congenital secretory diarrhea, sodium type (disorder),1,MentalP
Interview,Disorder nervous system,1,MentalP
Smoking,Behavior Disorders,1,MentalP
Alcohol abuse,cortex bone disorders,1,MentalP
Methamphetamine,Hashimoto Disease,1,MentalP
DEPRESSION MENTAL,Prader-Willi Syndrome,1,MentalP
Success,Dystonia Disorders,1,MentalP
Social Role,Disease of diaphragm,1,MentalP
Involvement with,Developmental Coordination Disorder,1,MentalP
Memory, Episodic,Down Syndrome,1,MentalP
Interested,Papillon-Lefevre Disease,1,MentalP
Practices (Psychology),Autistic Disorder,1,MentalP
Illness Behavior,Inflammatory disorder,1,MentalP
Difficulty speaking,Deglutition Disorders,1,MentalP
Life Style,Disorder nervous system,1,MentalP
Behavioral tic,Neurodevelopmental disorder,1,MentalP
Suspicion,Guillain-Barre Syndrome,1,MentalP
Perseveration,Brain Diseases,1,MentalP
Attention,Prion Diseases,1,MentalP
Irritation - emotion,Migraine Disorders,1,MentalP
Handlings (Psychology),Retinal Diseases,1,MentalP
Fasting,Vaginal Diseases,1,MentalP
Suicide,Autistic Disorder,1,MentalP
Period, Critical (Psychology),Stress Disorders, Traumatic,1,MentalP
taste perception,Uterine Diseases,1,MentalP
Anxiety,Dysequilibrium syndrome,1,MentalP
Conditioning, Classical,Irritable Bowel Syndrome,1,MentalP
Facial Expression,Major Depressive Disorder,1,MentalP
Autistic Disorder,Lewy Body Disease,1,MentalP
Play,Niemann-Pick Disease, Type C,1,MentalP
Reading,Developmental delay (disorder),1,MentalP
observational learning,Parkinson Disease,1,MentalP
Social Role,Somnolence syndrome,1,MentalP
Reasoning,Autistic Disorder,1,MentalP
Manic,Brain Diseases,1,MentalP
Experience,Bipolar Disorder,1,MentalP
Like,Adrenal Cushing's syndrome,1,MentalP
Relaxation,Penile Diseases,1,MentalP
Mood,Restless Legs Syndrome,1,MentalP
Anxiety,Niemann-Pick Disease, Type C,1,MentalP
Handlings (Psychology),Skin endocrine disorder,1,MentalP
Mental association,Meleda Disease,1,MentalP
Fasting,Huntington Disease,1,MentalP
Mental concentration,Andersen Syndrome,1,MentalP
Mood Disorders,Autoimmune Diseases,1,MentalP
Stress,Sudden infant death syndrome,1,MentalP
Addictive Behavior,Neurodevelopmental disorder,1,MentalP
Stereotyped Behavior,Mucocutaneous Lymph Node Syndrome,1,MentalP
Food craving,Eating Disorders,1,MentalP
Mental concentration,Menkes Kinky Hair Syndrome,1,MentalP
Ability to balance,Alzheimer's Disease,1,MentalP
Gilles de la Tourette syndrome,Psychotic Disorders,1,MentalP
Telemetry,Drug withdrawal syndrome,1,MentalP
Social isolation,Coronary heart disease,1,MentalP
Performance,Hypertensive disease,1,MentalP
Difficulty using language,neuropathology disease,1,MentalP
Vocalization (finding),Penile Diseases,1,MentalP
Awareness,Rasmussen Syndrome,1,MentalP
Stress,Tracheal Diseases,1,MentalP
Visual learning,Disorder nervous system,1,MentalP
Confidence,Disease Progression,1,MentalP
Reproduction,Adult Fanconi syndrome,1,MentalP
Alcoholic Intoxication, Chronic,Parkinsonian Disorders,1,MentalP
Mood,Nail-Patella Syndrome,1,MentalP
Availability of,Van der Woude syndrome,1,MentalP
Appetitive Behavior,Alcohol use disorder,1,MentalP
Decision Making,Disorder nervous system,1,MentalP
Learning,Empty Sella Syndrome,1,MentalP
Telling untruths,cortex bone disorders,1,MentalP
Drug Dependence,Rubinstein-Taybi Syndrome,1,MentalP
Hypokinesia,Sleep Disorders,1,MentalP
Emotional Strain,Hemorrhagic Fever with Renal Syndrome,1,MentalP
Behavior,McCune-Albright Syndrome,1,MentalP
Achievement,Parkinsonian Disorders,1,MentalP
Thinking, function,Conjunctival Diseases,1,MentalP
Sensory Process,Genetic syndrome,1,MentalP
Social Interaction,Recurrent disease,1,MentalP
Intention - mental process,Cerebellar Diseases,1,MentalP
Pain,Ovarian Diseases,1,MentalP
Fear,Disorder nervous system,1,MentalP
Experience,Myeloproliferative Syndrome, Transient,1,MentalP
Behavior,Capillary Leak Syndrome,1,MentalP
Impulsive Behavior,Disease Progression,1,MentalP
vocal learning,Speech Disorders,1,MentalP
goal attainment,Laryngeal Diseases,1,MentalP
Muscle Tonus,Chronic Fatigue Syndrome,1,MentalP
Abstract thinking ability,Disorders, Mental,1,MentalP
Psychological inhibition,Charcot-Marie-Tooth Disease,1,MentalP
Mental concentration,Hypopigmentation disorder,1,MentalP
Depression, Postpartum,Disease Progression,1,MentalP
Memory, Short-Term,Bipolar Disorder,1,MentalP
psychological orientation,Stereotypic Movement Disorder,1,MentalP
Speech,Disease Progression,1,MentalP
Body Weight,DISORDERS OF THE OPTIC NERVE,1,MentalP
Discussion,Fragile X Syndrome,1,MentalP
Awareness,Locked-In Syndrome,1,MentalP
Sexual Orientation,Sudden infant death syndrome,1,MentalP
Drug abuse,Psychotic Disorders,1,MentalP
Hearing impairment,Dysequilibrium syndrome,1,MentalP
Destructive behavior,Disease Progression,1,MentalP
Hypokinesia,Post-Traumatic Stress Disorder,1,MentalP
Communication Response,General Adaptation Syndrome,1,MentalP
Seizures,Zika virus disease (disorder),1,MentalP
Helplessness, Learned,Muckle-Wells Syndrome,1,MentalP
Sleep Deprivation,Disease Progression,1,MentalP
Mild anxiety,Depressive disorder,1,MentalP
Coitus,Cockayne Syndrome, Type II,1,MentalP
Suicidal,Bipolar Disorder,1,MentalP
Alcohol abuse,Sequela of disorder,1,MentalP
Behavior,Mobius Syndrome,1,MentalP
Abnormal behavior,Generalized Anxiety Disorder,1,MentalP
Ability to balance,Migraine Disorders,1,MentalP
Physical Contact,Bloom Syndrome,1,MentalP
Cognition,Rabies (disorder),1,MentalP
Prepuberty,Polycystic Ovary Syndrome,1,MentalP
Behaviorial Habits,Parkinson Disease,1,MentalP
Body Weight,Obsessive-Compulsive Disorder,1,MentalP
Nausea,Depressive disorder,1,MentalP
Stress,Rabies (disorder),1,MentalP
Socializing,Nail-Patella Syndrome,1,MentalP
Play,Syndrome, Bloch-Sulzberger,1,MentalP
Mental association,Pontine one and a half syndrome,1,MentalP
Pain Perception,Neurodegenerative Disorders,1,MentalP
Handlings (Psychology),Functional disorder,1,MentalP
