concept,disease,appearTimes,conceptClass
CDH2 Gene,Attention deficit hyperactivity disorder,2,Gene
MAPT wt Allele,Pancreatic Diseases,2,Gene
PSEN1 gene,Hamartoma Syndrome, Multiple,2,Gene
Genotype,Recurrent disease,2,Gene
FOXA2 Gene,Parkinson Disease,2,Gene
ABL2 Gene,Neurodegenerative Disorders,2,Gene
ELANE Gene,Spinal Cord Diseases,2,Gene
SIRT3 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
KCNQ1 gene,Syndrome,2,Gene
GRIN2A Gene,Neurotoxicity Syndromes,2,Gene
Retinoic Acid Response Element,Brown-Vialetto-Van Laere syndrome,2,Gene
MET wt Allele,Obsessive-Compulsive Disorder,2,Gene
PEMT wt Allele,Liver diseases,2,Gene
CTSL Gene,Huntington Disease,2,Gene
HCRT Gene,Skin endocrine disorder,2,Gene
Enhancer of transcription,Syndrome,2,Gene
ADAM10 Gene,Pervasive Development Disorder,2,Gene
ST13 wt Allele,Spinal Cord Diseases,2,Gene
CD4 Gene,Acute infectious disease,2,Gene
S100B Gene,Inflammatory disorder,2,Gene
KCNC3 gene,Bipolar Disorder,2,Gene
HSPA5 wt Allele,Functional disorder,2,Gene
HGS Gene,cortex bone disorders,2,Gene
Philadelphia Chromosome,Functional disorder,2,Gene
SLC6A3 wt Allele,Disease Progression,2,Gene
AKR1C1 wt Allele,Papillon-Lefevre Disease,2,Gene
Wild Type,Migraine Disorders,2,Gene
MAPK14 Gene,Sensitization (disorder),2,Gene
CHKA wt Allele,Spinal Cord Diseases,2,Gene
IGF2 wt Allele,Disorder of pineal gland,2,Gene
Tumor Necrosis Factor-alpha,Pituitary Diseases,2,Gene
PAG1 wt Allele,Neurotoxicity Syndromes,2,Gene
BDNF Gene,Melkersson-Rosenthal Syndrome,2,Gene
ESR1 wt Allele,Brain Diseases,2,Gene
CDK5R1 wt Allele,Shy-Drager Syndrome,2,Gene
POLG gene,Alpers' Disease,2,Gene
ZEB2 Gene,cortex bone disorders,2,Gene
FYN wt Allele,Neurodegenerative Disorders,2,Gene
S100A6 wt Allele,Shy-Drager Syndrome,2,Gene
NTRK2 Gene,neuropathology disease,2,Gene
FOXG1 Gene,Spinal Cord Diseases,2,Gene
NGF Gene,Hereditary Diseases,2,Gene
TLR2 Gene,Spinal Cord Diseases,2,Gene
CREB1 wt Allele,Van der Woude syndrome,2,Gene
GNAI1 wt Allele,Liver diseases,2,Gene
EPHB2 Gene,Lung diseases,2,Gene
Toll-Like Receptor Family Gene,Van der Woude syndrome,2,Gene
BCL2 gene,Gerstmann-Straussler-Scheinker Disease,2,Gene
CNTNAP2 Gene,Language Disorders,2,Gene
MIR206 Gene,Disease Progression,2,Gene
ROCK1 Gene,Neurotoxicity Syndromes,2,Gene
PINK1 gene,Disease Progression,2,Gene
HRAS gene,Costello syndrome (disorder),2,Gene
IKBKG wt Allele,Li-Fraumeni Syndrome,2,Gene
ROCK1 Gene,Neurodegenerative Disorders,2,Gene
ESR1 Gene,Skin endocrine disorder,2,Gene
TSC2 gene,Disorder nervous system,2,Gene
PRNP gene,Brain Diseases,2,Gene
CD38 wt Allele,Lennox-Gastaut syndrome,2,Gene
CARD8 Gene,Syndrome,2,Gene
FOLH1 Gene,Neurotoxicity Syndromes,2,Gene
POMT1 gene,Retinal Diseases,2,Gene
BAD Gene,Neurotoxicity Syndromes,2,Gene
CDR1 Gene,Mild cognitive disorder,2,Gene
CD68 Gene,Disease Progression,2,Gene
ENG wt Allele,Liver diseases,2,Gene
SNCG wt Allele,Hypertensive disease,2,Gene
Introns,Parkinson Disease,2,Gene
WT1 gene,WAGR Syndrome,2,Gene
KRAS wt Allele,Norrie disease,2,Gene
DNTT wt Allele,cortex bone disorders,2,Gene
ATR Gene,Nijmegen Breakage Syndrome,2,Gene
SPHK1 Gene,Alzheimer's Disease,2,Gene
POSTN wt Allele,Pervasive Development Disorder,2,Gene
C3 Gene,Gilles de la Tourette syndrome,2,Gene
STAT3 Gene,Parkinson Disease,2,Gene
SDHB wt Allele,Li-Fraumeni Syndrome,2,Gene
HSPA5 Gene,Hypertensive disease,2,Gene
TNF Gene,Gerstmann-Straussler-Scheinker Disease,2,Gene
Replication Origin,Hamartoma Syndrome, Multiple,2,Gene
Haploinsufficiency,Cognition Disorders,2,Gene
GC Gene,Renal glomerular disease,2,Gene
APOB gene,Alzheimer's Disease,2,Gene
ELANE wt Allele,Vasodilation disorder,2,Gene
CREB1 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
PARK2 wt Allele,Parkinsonian Disorders,2,Gene
CRH Gene,Mixed anxiety and depressive disorder,2,Gene
KHDRBS1 wt Allele,Stress Disorders, Traumatic,2,Gene
PIEZO1 Gene,cortex bone disorders,2,Gene
WAS wt Allele,Spinal Cord Diseases,2,Gene
NES Gene,Alzheimer's Disease,2,Gene
FBN1 wt Allele,Pituitary Diseases,2,Gene
PPARG Gene,Depressive disorder,2,Gene
CD40 wt Allele,cortex bone disorders,2,Gene
S100A10 wt Allele,Major Depressive Disorder,2,Gene
NOD2 wt Allele,Recurrent disease,2,Gene
MTR wt Allele,Werner Syndrome,2,Gene
LEP Gene,Cardiovascular Diseases,2,Gene
UCHL1 Gene,Parkinson Disease,2,Gene
GRM5 wt Allele,Syndrome,2,Gene
NOTCH3 wt Allele,Migraine Disorders,2,Gene
HLA-DQA1 wt Allele,Retinal Diseases,2,Gene
ERBB4 Gene,neuropathology disease,2,Gene
ENG wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
AIMP2 wt Allele,Depressive disorder,2,Gene
CD8B wt Allele,CNS disorder,2,Gene
CARD8 wt Allele,Spinal Cord Diseases,2,Gene
GNAI1 Gene,Depressive disorder,2,Gene
ITGAM Gene,Alzheimer's Disease,2,Gene
SLC4A1 wt Allele,neuropathology disease,2,Gene
AR gene,Lung diseases,2,Gene
MEF2D Gene,Parkinson Disease,2,Gene
MEN1 gene,Mucocutaneous Lymph Node Syndrome,2,Gene
Human gene,Disorders, Mental,2,Gene
BECN1 Gene,Disease Progression,2,Gene
SLC1A4 Gene,Depressive disorder,2,Gene
AR wt Allele,Neurotoxicity Syndromes,2,Gene
PAG1 wt Allele,Functional disorder,2,Gene
PYCARD Gene,Functional disorder,2,Gene
ATM wt Allele,Spinal Cord Diseases,2,Gene
HPSE wt Allele,Disorder nervous system,2,Gene
Haploinsufficiency,Restless Legs Syndrome,2,Gene
ZFYVE9 wt Allele,Macrophage Activation Syndrome,2,Gene
SCG2 Gene,Functional disorder,2,Gene
MAPT wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
HLA-DQA1 wt Allele,Spinal Cord Diseases,2,Gene
BLM wt Allele,Nijmegen Breakage Syndrome,2,Gene
ACKR3 gene,Meningeal disorder,2,Gene
NR3C2 wt Allele,Parkinson Disease,2,Gene
PROS1 gene,Ovarian Diseases,2,Gene
NFATC4 Gene,Syndrome, Bloch-Sulzberger,2,Gene
FGFR2 wt Allele,Depressive disorder,2,Gene
GHRL Gene,Syndrome, Bloch-Sulzberger,2,Gene
Orosomucoid,Spinal Cord Diseases,2,Gene
TXNRD2 wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
Quantitative Trait Loci,Alzheimer's Disease,2,Gene
TFEB Gene,Disease Progression,2,Gene
Long Interspersed Element,Dyskinetic syndrome,2,Gene
SDHA wt Allele,Allergic rhinitis NOS (disorder),2,Gene
Codon,Neurodegenerative Disorders,2,Gene
HMOX1 Gene,Parkinson Disease,2,Gene
KRT17 wt Allele,Inclusion body myositis (disorder),2,Gene
CD8A Gene,Immunologic Deficiency Syndromes,2,Gene
TFEB Gene,Niemann-Pick Disease, Type C,2,Gene
TG wt Allele,Down Syndrome,2,Gene
HDAC9 wt Allele,cortex bone disorders,2,Gene
MALAT1 wt Allele,cortex bone disorders,2,Gene
TYROBP Gene,Neurodegenerative Disorders,2,Gene
GYPA Gene,Van der Woude syndrome,2,Gene
TH gene,Skin endocrine disorder,2,Gene
CRP wt Allele,cortex bone disorders,2,Gene
NPY wt Allele,Liver diseases,2,Gene
S100B Gene,cortex bone disorders,2,Gene
CDH3 wt Allele,Alzheimer's Disease,2,Gene
ABCA5 Gene,Alzheimer's Disease,2,Gene
VCAN Gene,Spinal Cord Diseases,2,Gene
CHAT Gene,Neurodegenerative Disorders,2,Gene
BAG3 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
MAPK3 wt Allele,Niemann-Pick Disease, Type C,2,Gene
PINK1 gene,Depressive disorder,2,Gene
CCND1 gene,Hashimoto Disease,2,Gene
SGK1 Gene,Alzheimer's Disease,2,Gene
AKR1A1 wt Allele,Disorder nervous system,2,Gene
JUN Gene,Juvenile polyposis syndrome,2,Gene
TSC1 gene,Pervasive Development Disorder,2,Gene
RAD51 Gene,cortex bone disorders,2,Gene
FXN gene,Ataxia as late effect of cerebrovascular disease,2,Gene
HCRT Gene,Pica Disease,2,Gene
DRD2 wt Allele,Neurotoxicity Syndromes,2,Gene
ARG1 Gene,Urea Cycle Disorders, Inborn,2,Gene
CDH11 wt Allele,cortex bone disorders,2,Gene
TH gene,Allan-Herndon-Dudley syndrome,2,Gene
FAS Gene,cortex bone disorders,2,Gene
Epidermal Growth Factor,Van der Woude syndrome,2,Gene
YY1 wt Allele,Parkinson Disease,2,Gene
NEDD4 wt Allele,Neurodegenerative Disorders,2,Gene
Toll-Like Receptor Family Gene,Neurodegenerative Disorders,2,Gene
TH gene,Shy-Drager Syndrome,2,Gene
ASAH1 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
CD69 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
SNCG wt Allele,Functional disorder,2,Gene
FST wt Allele,Hamartoma Syndrome, Multiple,2,Gene
PRRT2 Gene,Cerebellar Diseases,2,Gene
ANXA5 Gene,Alzheimer's Disease,2,Gene
HDAC9 wt Allele,Functional disorder,2,Gene
FOLH1 wt Allele,Neurotoxicity Syndromes,2,Gene
ras Oncogene,Parkinsonian Disorders,2,Gene
APP gene,Motor Neuron Disease,2,Gene
REN Gene,Liver diseases,2,Gene
CDC42 wt Allele,Functional disorder,2,Gene
Genome, Human,Neurodegenerative Disorders,2,Gene
SHANK3 Gene,Hereditary Diseases,2,Gene
CALCA Gene,neuropathology disease,2,Gene
CD8A Gene,Demyelinating Diseases,2,Gene
FCGR3B wt Allele,Spinal Cord Diseases,2,Gene
STS wt Allele,Gilles de la Tourette syndrome,2,Gene
Tumor Necrosis Factor-alpha,Cognition Disorders,2,Gene
MAP1LC3A wt Allele,Machado-Joseph Disease,2,Gene
STS wt Allele,Mild cognitive disorder,2,Gene
CD8B wt Allele,Demyelinating Diseases,2,Gene
RHOH wt Allele,Neurodegenerative Disorders,2,Gene
Gene Regulatory Networks,cortex bone disorders,2,Gene
ELANE Gene,Disorder nervous system,2,Gene
Genome,Familial Alzheimer Disease (FAD),2,Gene
RHOB Gene,Neurotoxicity Syndromes,2,Gene
Alleles,Pick Disease of the Brain,2,Gene
IAPP Gene,Retinal Diseases,2,Gene
GBA wt Allele,Disease Progression,2,Gene
IGL gene,Retinal Diseases,2,Gene
Gene Regulatory Networks,Huntington Disease,2,Gene
TIMP1 wt Allele,Parkinson Disease,2,Gene
LEP wt Allele,Parkinson Disease,2,Gene
Promoter,Chimera (disorder),2,Gene
PADI4 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
KL wt Allele,Neurodegenerative Disorders,2,Gene
CR1 Gene,Rett Syndrome,2,Gene
KDM1A Gene,cortex bone disorders,2,Gene
SH3PXD2A wt Allele,Brain Diseases,2,Gene
TCF4 Gene,Autism Spectrum Disorders,2,Gene
PLP1 gene,Syndrome,2,Gene
Tumor Necrosis Factor-alpha,Hamartoma Syndrome, Multiple,2,Gene
POMC wt Allele,cortex bone disorders,2,Gene
SIRT3 Gene,Huntington Disease,2,Gene
FGF1 Gene,Parkinson Disease,2,Gene
RRM1 Gene,cortex bone disorders,2,Gene
RUNX1T1 Gene,Bloom Syndrome,2,Gene
NPM1 wt Allele,Huntington Disease,2,Gene
FOXP1 Gene,Functional disorder,2,Gene
TARDBP Gene,Disorder nervous system,2,Gene
MAP3K14 wt Allele,Neurodegenerative Disorders,2,Gene
FASTK Gene,Autistic Disorder,2,Gene
Wild Type,Tracheal Diseases,2,Gene
SLC6A3 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
XIST Gene,Parkinson Disease,2,Gene
MTR Gene,Disorder nervous system,2,Gene
CLIC4 wt Allele,Neurodegenerative Disorders,2,Gene
CSPG4 Gene,CNS disorder,2,Gene
PEMT wt Allele,Sudden infant death syndrome,2,Gene
VDAC1 wt Allele,Alzheimer's Disease,2,Gene
TBCEL wt Allele,Capillary Leak Syndrome,2,Gene
FCGR3A wt Allele,Spinal Cord Diseases,2,Gene
SPAST gene,Functional disorder,2,Gene
NR4A3 wt Allele,Developmental delay (disorder),2,Gene
MAPT wt Allele,Vascular Diseases,2,Gene
HTR2A wt Allele,Dyskinetic syndrome,2,Gene
Tumor Necrosis Factor-alpha,Werner Syndrome,2,Gene
NTRK1 Gene,Neurodegenerative Disorders,2,Gene
PPFIBP1 wt Allele,Alzheimer's Disease,2,Gene
GBA wt Allele,Renal glomerular disease,2,Gene
MRC1 Gene,Pervasive Development Disorder,2,Gene
VPS35 wt Allele,Parkinson Disease,2,Gene
TNF Gene,Retinal Diseases,2,Gene
ENG wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
AR gene,Niemann-Pick Disease, Type C,2,Gene
ERBB2 wt Allele,Gardner Syndrome,2,Gene
MET Gene,Brain Diseases,2,Gene
MAPK14 Gene,Parkinson Disease,2,Gene
MAPT wt Allele,Stress Disorders, Traumatic,2,Gene
TNF wt Allele,Acquired Immunodeficiency Syndrome,2,Gene
FASTK Gene,Obsessive-Compulsive Disorder,2,Gene
NOVA2 Gene,Sweet Syndrome,2,Gene
EHMT1 Gene,CNS disorder,2,Gene
TACR1 Gene,Parkinson Disease,2,Gene
CSPG4 wt Allele,Demyelinating Diseases,2,Gene
ADIPOQ Gene,Neurodegenerative Disorders,2,Gene
SLC18A2 Gene,Skin endocrine disorder,2,Gene
AVP wt Allele,Skin endocrine disorder,2,Gene
DDIT4 Gene,Neurodegenerative Disorders,2,Gene
TP63 wt Allele,Niemann-Pick Disease, Type C,2,Gene
ACVR1C Gene,Pituitary Diseases,2,Gene
UCP1 Gene,Meconium Aspiration Syndrome,2,Gene
OXT Gene,Recurrent disease,2,Gene
DEGS1 wt Allele,Lung diseases,2,Gene
FOXP1 Gene,Speech Disorders,2,Gene
LEP Gene,Uterine Diseases,2,Gene
DAPK1 Gene,Huntington Disease,2,Gene
CCL2 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
BAIAP2 wt Allele,Autism Spectrum Disorders,2,Gene
NTF3 wt Allele,Seasonal Affective Disorder,2,Gene
TFE3 Gene,Neurotoxicity Syndromes,2,Gene
Transgenes,Skin endocrine disorder,2,Gene
Genes,Meckel-Gruber syndrome,2,Gene
AKR1A1 wt Allele,Dystonia Disorders,2,Gene
HSPG2 Gene,Depressive disorder,2,Gene
GYPA Gene,Syndrome,2,Gene
ADRB2 Gene,Leigh Disease,2,Gene
HCRT wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
PINK1 gene,Diseases of inner ear,2,Gene
FKBP5 Gene,Alzheimer's Disease,2,Gene
ASAH1 Gene,Hamartoma Syndrome, Multiple,2,Gene
PPT1 gene,Neurodegenerative Disorders,2,Gene
PROC wt Allele,Machado-Joseph Disease,2,Gene
PITX2 wt Allele,Li-Fraumeni Syndrome,2,Gene
CCL20 Gene,Disease of thymus gland,2,Gene
MECP2 wt Allele,Liver diseases,2,Gene
UCHL1 wt Allele,Motor Neuron Disease,2,Gene
TBR1 Gene,Functional disorder,2,Gene
TP53 gene,Disorder nervous system,2,Gene
Genes,Kartagener Syndrome,2,Gene
Promoter,Lens Diseases,2,Gene
CD36 wt Allele,Neurodegenerative Disorders,2,Gene
STS wt Allele,Alzheimer's Disease,2,Gene
CDKN1A Gene,Retinal Diseases,2,Gene
c-fos Genes,Marfan Syndrome,2,Gene
MID1 Gene,Opitz-Frias syndrome,2,Gene
PSIP1 Gene,Greig cephalopolysyndactyly syndrome,2,Gene
POLE Gene,cortex bone disorders,2,Gene
VEGFA wt Allele,Restless Legs Syndrome,2,Gene
c-fos Genes,neuropathology disease,2,Gene
IL6 Gene,Autism Spectrum Disorders,2,Gene
ADAM17 Gene,Pervasive Development Disorder,2,Gene
MMP9 Gene,Spinal Cord Diseases,2,Gene
GPHN Gene,Functional disorder,2,Gene
POU5F1 Gene,Spinal Cord Diseases,2,Gene
SERPINA1 wt Allele,Acute infectious disease,2,Gene
FUS Gene,Alzheimer's Disease,2,Gene
CD82 wt Allele,cortex bone disorders,2,Gene
EHMT1 Gene,Neurotoxicity Syndromes,2,Gene
EGFR gene,Alzheimer's Disease,2,Gene
ELK3 wt Allele,Alzheimer's Disease,2,Gene
ADRB2 Gene,Gardner Syndrome,2,Gene
EGFR gene,cortex bone disorders,2,Gene
PKLR gene,CADASIL Syndrome,2,Gene
Genes,Prostatic Diseases,2,Gene
CDC42 wt Allele,Autistic Disorder,2,Gene
GRM5 wt Allele,Disorder nervous system,2,Gene
Genes,Restless Legs Syndrome,2,Gene
CD8B wt Allele,Zika virus disease (disorder),2,Gene
ARID1B wt Allele,Seasonal Affective Disorder,2,Gene
UBE3A gene,Developmental delay (disorder),2,Gene
NPY wt Allele,Alzheimer's Disease,2,Gene
NF2 wt Allele,Van der Woude syndrome,2,Gene
CALCA wt Allele,Brain Diseases,2,Gene
MMP9 Gene,Kartagener Syndrome,2,Gene
ELK3 Gene,Lung diseases,2,Gene
CALCA Gene,Norrie disease,2,Gene
Chromosomes, Human, Pair 17,Motor Neuron Disease,2,Gene
LEP Gene,Recurrent disease,2,Gene
Chloramphenicol O-Acetyltransferase,Syndrome,2,Gene
CALCA wt Allele,neuropathology disease,2,Gene
MRC1 Gene,Huntington Disease,2,Gene
Homozygote,Movement Disorders,2,Gene
THY1 Gene,Hamartoma Syndrome, Multiple,2,Gene
CD8A Gene,Melkersson-Rosenthal Syndrome,2,Gene
TFRC wt Allele,Depressive disorder,2,Gene
SLC25A4 gene,Syndrome, Bloch-Sulzberger,2,Gene
SNCAIP Gene,Disease Progression,2,Gene
STAT Family Gene,Janiceps (disorder),2,Gene
NES Gene,Lewy Body Disease,2,Gene
LEP Gene,Degenerative disorder,2,Gene
NR3C1 Gene,Post-Traumatic Stress Disorder,2,Gene
GGH wt Allele,Cushing Syndrome,2,Gene
Heterozygote,Klinefelter Syndrome,2,Gene
Genes, Essential,Functional disorder,2,Gene
LRP2 wt Allele,Functional disorder,2,Gene
CAV1 Gene,Alzheimer's Disease,2,Gene
Genetic Predisposition to Disease,Neurotoxicity Syndromes,2,Gene
TFRC wt Allele,Retinal Diseases,2,Gene
CCL5 Gene,cortex bone disorders,2,Gene
INS gene,Mucocutaneous Lymph Node Syndrome,2,Gene
NOVA2 Gene,Alzheimer's Disease,2,Gene
CTLA4 wt Allele,cortex bone disorders,2,Gene
CYP2E1 gene,Liver diseases,2,Gene
SNCG wt Allele,Diseases of inner ear,2,Gene
PITX2 Gene,Parkinson Disease,2,Gene
Genetic Marker Expression,Disease Progression,2,Gene
LMNB1 wt Allele,Motor Neuron Disease,2,Gene
CLU Gene,Disorders, Mental,2,Gene
FGF2 Gene,Neurotoxicity Syndromes,2,Gene
STAT3 Gene,Depressive disorder,2,Gene
DNA, Mitochondrial,Depressive disorder,2,Gene
MEN1 gene,Depressive disorder,2,Gene
NLGN4X wt Allele,Autism Spectrum Disorders,2,Gene
IGF1 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
SEPP1 wt Allele,Depressive disorder,2,Gene
ATP2A2 Gene,Disorders, Mental,2,Gene
PHGDH wt Allele,Neurotoxicity Syndromes,2,Gene
GATA3 wt Allele,Depressive disorder,2,Gene
ELANE wt Allele,Spinal Cord Diseases,2,Gene
Wild Type,Developmental delay (disorder),2,Gene
PSME3 wt Allele,Parkinson Disease,2,Gene
GFAP gene,Syndrome,2,Gene
INS gene,Sotos' syndrome,2,Gene
HSPA5 Gene,Stress Disorders, Traumatic,2,Gene
HLA-DQA1 wt Allele,Parkinson Disease,2,Gene
ATP8A2 wt Allele,Herpes zoster disease,2,Gene
CAV2 wt Allele,Huntington Disease,2,Gene
CDKN1A Gene,Functional disorder,2,Gene
DRD2 Gene,Liver diseases,2,Gene
GRIN2B Gene,Huntington Disease,2,Gene
CDK5R1 Gene,Iodine deficiency syndrome,2,Gene
NFE2L2 Gene,Neurodegenerative Disorders,2,Gene
Genes,Dermatologic disorders,2,Gene
PRL Gene,Syndrome,2,Gene
GFAP gene,Disorders, Mental,2,Gene
NFIC Gene,Down Syndrome,2,Gene
CTLA4 wt Allele,Parkinson Disease,2,Gene
GH1 Gene,Cushing Syndrome,2,Gene
CISH Gene,Androgen-Insensitivity Syndrome,2,Gene
GC wt Allele,Spastic syndrome,2,Gene
HLA-DQA1 wt Allele,Cognition Disorders,2,Gene
MBL2 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
PODXL Gene,Inclusion body myositis (disorder),2,Gene
PAFAH1B1 Gene,Disorder nervous system,2,Gene
GYPA wt Allele,Syndrome,2,Gene
estrogen receptor alpha, human,Syndrome, Bloch-Sulzberger,2,Gene
MECP2 wt Allele,Disorders, Mental,2,Gene
BGLAP wt Allele,Huntington Disease,2,Gene
DRD2 wt Allele,Parkinsonian Disorders,2,Gene
F2 wt Allele,Meckel syndrome type 1,2,Gene
EREG wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
TERT wt Allele,neuropathology disease,2,Gene
PGR Gene,Werner Syndrome,2,Gene
GYPA Gene,Disorder nervous system,2,Gene
MS4A1 Gene,Feline urological syndrome,2,Gene
EREG wt Allele,Disease Progression,2,Gene
Promoter Regions, Genetic,Seasonal Affective Disorder,2,Gene
TXNRD2 wt Allele,Noonan Syndrome,2,Gene
CD69 wt Allele,Angelman Syndrome,2,Gene
NDOR1 wt Allele,Lens Diseases,2,Gene
NEFL gene,Functional disorder,2,Gene
TUBB3 Gene,Skin endocrine disorder,2,Gene
KRT5 Gene,Hashimoto Disease,2,Gene
IDS gene,Lysosomal Storage Diseases,2,Gene
GRIN2B wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
DNMT1 wt Allele,Functional disorder,2,Gene
AMH Gene,Parkinson Disease,2,Gene
PLP1 gene,Disorder of pineal gland,2,Gene
IGF1 Gene,Disorder nervous system,2,Gene
CCL5 Gene,Meleda Disease,2,Gene
TAP2 wt Allele,cortex bone disorders,2,Gene
DST Gene,Neurodegenerative Disorders,2,Gene
SKAP2 wt Allele,Niemann-Pick Disease, Type C,2,Gene
FOXD3 wt Allele,Acute infectious disease,2,Gene
USH2A gene,Functional disorder,2,Gene
ACVR1C wt Allele,Pituitary Diseases,2,Gene
CCND2 Gene,Psychotic Disorders,2,Gene
GC wt Allele,Down Syndrome,2,Gene
Genes,Muckle-Wells Syndrome,2,Gene
IL2 Gene,cortex bone disorders,2,Gene
Cancer-Predisposing Gene,Major Depressive Disorder,2,Gene
ERBB4 Gene,Depressive disorder,2,Gene
CDH2 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
KRAS gene,Adenocarcinoma of lung (disorder),2,Gene
FST wt Allele,Mild cognitive disorder,2,Gene
RASA1 Gene,Shy-Drager Syndrome,2,Gene
FASLG Gene,Niemann-Pick Disease, Type C,2,Gene
BLM wt Allele,Nicolaides Baraitser syndrome,2,Gene
ARHGEF7 wt Allele,cortex bone disorders,2,Gene
SLC6A4 gene,Disorders, Mental,2,Gene
PIK3CA wt Allele,Disease Progression,2,Gene
CTSD Gene,Parkinson Disease,2,Gene
RPL5 wt Allele,Major Depressive Disorder,2,Gene
FBN1 wt Allele,Functional disorder,2,Gene
SLC1A2 wt Allele,Depressive disorder,2,Gene
LGI1 Gene,Isaacs syndrome,2,Gene
CCR2 gene,Depressive disorder,2,Gene
PGR Gene,Functional disorder,2,Gene
NLRP3 wt Allele,Cushing Syndrome,1,Gene
CDK6 Gene,Hereditary Diseases,1,Gene
MTOR Gene,Sandhoff Disease,1,Gene
IL8 wt Allele,Alzheimer's Disease,1,Gene
CD68 Gene,Gardner Syndrome,1,Gene
GRM1 Gene,Ovarian Diseases,1,Gene
RSPO2 Gene,Parkinson Disease,1,Gene
ADH4 Gene,Attention deficit hyperactivity disorder,1,Gene
TLR4 wt Allele,Liver diseases,1,Gene
TNFRSF11B wt Allele,Syndrome,1,Gene
F12 gene,Liver diseases,1,Gene
ERG Gene,Down Syndrome,1,Gene
CHGA wt Allele,cortex bone disorders,1,Gene
DDIT3 Gene,Pancreatic Diseases,1,Gene
PSME3 wt Allele,Depressive disorder,1,Gene
Chloramphenicol O-Acetyltransferase,Spastic syndrome,1,Gene
FKBP5 Gene,Anxiety Disorders,1,Gene
F2 wt Allele,Retinal Diseases,1,Gene
Chloramphenicol O-Acetyltransferase,Huntington Disease,1,Gene
HSPB8 wt Allele,Functional disorder,1,Gene
IKBKG wt Allele,Christ-Siemens-Touraine syndrome,1,Gene
SLC1A2 Gene,Hypertrophic disorder of skin, unspecified,1,Gene
CD36 Gene,Lipid Metabolism Disorders,1,Gene
CCND1 gene,Syndrome,1,Gene
Genetic Code,Pervasive Development Disorder,1,Gene
TNFRSF1B Gene,Spinal Cord Diseases,1,Gene
GPER1 gene,Neurodegenerative Disorders,1,Gene
ACKR2 gene,cortex bone disorders,1,Gene
MUC1 wt Allele,Eosinophilic disorder,1,Gene
SH3PXD2A wt Allele,Disorder nervous system,1,Gene
EDN1 Gene,Hypertensive disease,1,Gene
BIK wt Allele,Rare Diseases,1,Gene
CCL27 Gene,cortex bone disorders,1,Gene
SYP Gene,Niemann-Pick Disease, Type C,1,Gene
AMH wt Allele,Pervasive Development Disorder,1,Gene
KNG1 wt Allele,Renal tubular disorder,1,Gene
INS gene,Thyroid Diseases,1,Gene
RPS6KA5 Gene,Parkinson Disease,1,Gene
MAST1 Gene,Neurodevelopmental disorder,1,Gene
NR4A1 Gene,Metabolic Diseases,1,Gene
Long Interspersed Element,Spastic syndrome,1,Gene
DNA, Mitochondrial,other psychiatric disorders,1,Gene
ELK3 wt Allele,Fragile X Syndrome,1,Gene
SQSTM1 Gene,Post-Traumatic Stress Disorder,1,Gene
Wild Type,Macrophage Activation Syndrome,1,Gene
TNFAIP3 Gene,Autoimmune Diseases,1,Gene
CALD1 wt Allele,Neurodegenerative Disorders,1,Gene
XCL1 wt Allele,Functional disorder,1,Gene
G-Protein Coupled Receptor Gene,Drug effect disorder,1,Gene
GPI wt Allele,Renal glomerular disease,1,Gene
EPO wt Allele,Diseases of inner ear,1,Gene
SGK1 Gene,CNS disorder,1,Gene
GHRL Gene,Immunoglobulin A deficiency (disorder),1,Gene
NCKIPSD wt Allele,Nail-Patella Syndrome,1,Gene
PRNP wt Allele,Virus Diseases,1,Gene
IFNAR1 Gene,Zika virus disease (disorder),1,Gene
ENO2 Gene,Functional disorder,1,Gene
LOX Gene,Parkinson Disease,1,Gene
GRM1 wt Allele,Spinal Cord Diseases,1,Gene
GC Gene,Liver diseases,1,Gene
Tumor Necrosis Factor-Beta,Spinal Cord Diseases,1,Gene
DDIT3 Gene,Nail-Patella Syndrome,1,Gene
HTT gene,Pituitary Diseases,1,Gene
GNRH1 wt Allele,Sweet Syndrome,1,Gene
MALAT1 Gene,Huntington Disease,1,Gene
NCOR1 Gene,Neurodevelopmental disorder,1,Gene
FYN Gene,Liver diseases,1,Gene
Heterozygote,Lennox-Gastaut syndrome,1,Gene
CHGA Gene,Mild cognitive disorder,1,Gene
AMH Gene,Huntington Disease,1,Gene
